,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
133,134,Waiting...,-,-,-,"$16,124,543",1652,"$16,124,543",Oct 7,Lionsgate,False
134,135,The Gospel,-,-,-,"$15,778,152",983,"$15,778,152",Oct 7,Screen Gems,False
135,136,The Greatest Game Ever Played,-,-,-,"$15,337,393",1810,"$15,337,393",Sep 30,Walt Disney Studios Motion Pictures,False
136,137,The Cave,-,-,-,"$15,007,991",2195,"$15,007,991",Aug 26,Screen Gems,False
137,138,Broken Flowers,-,-,-,"$13,744,960",433,"$13,744,960",Aug 5,Focus Features,False
138,139,The Honeymooners,-,-,-,"$12,843,849",1912,"$12,843,849",Jun 10,Paramount Pictures,False
139,140,The Life Aquatic with Steve Zissou,-,-,-,"$12,659,078",1105,"$24,020,403",Dec 10,Walt Disney Studios Motion Pictures,False
140,141,The Incredibles,-,-,-,"$12,501,327",3933,"$261,441,092",Nov 5,Walt Disney Studios Motion Pictures,False
141,142,The Weather Man,-,-,-,"$12,482,775",1510,"$12,482,775",Oct 28,Paramount Pictures,False
142,143,Brokeback Mountain,-,-,-,"$12,427,578",2089,"$83,043,761",Dec 9,Focus Features,False
143,144,Munich,-,-,-,"$12,275,660",1498,"$47,403,685",Dec 23,Universal Pictures,False
144,145,Capote,-,-,-,"$11,732,609",1239,"$28,750,530",Sep 30,Sony Pictures Classics,False
145,146,Lords of Dogtown,-,-,-,"$11,273,517",1865,"$11,273,517",Jun 3,Sony Pictures Entertainment (SPE),False
146,147,The Polar Express,-,-,-,"$11,153,453",3650,"$162,775,358",Nov 10,Warner Bros.,False
147,148,Wolf Creek,-,-,-,"$10,561,220",1761,"$16,188,180",Dec 25,-,False
148,149,In the Mix,-,-,-,"$10,223,896",1608,"$10,223,896",Nov 23,Lionsgate,False
149,150,Domino,-,-,-,"$10,168,709",2223,"$10,169,202",Oct 14,New Line Cinema,False
150,151,The Great Raid,-,-,-,"$10,167,373",920,"$10,167,373",Aug 12,Miramax,False
151,152,Shopgirl,-,-,-,"$10,063,697",493,"$10,284,523",Oct 21,Walt Disney Studios Motion Pictures,False
152,153,Cry Wolf,-,-,-,"$10,047,616",1789,"$10,047,674",Sep 16,Rogue Pictures,False
153,154,The Polar Express2005 IMAX Release,-,-,-,"$9,643,722",66,"$10,900,597",Nov 23,Warner Bros.,False
154,155,Darkness,-,-,-,"$9,292,014",1718,"$22,163,442",Dec 25,Dimension Films,False
155,156,The Producers,-,-,-,"$9,263,542",978,"$19,398,532",Dec 16,Universal Pictures,False
156,157,The Ice Harvest,-,-,-,"$9,016,782",1555,"$9,016,782",Nov 23,Focus Features,False
157,158,An Unfinished Life,-,-,-,"$8,584,261",888,"$8,586,392",Sep 9,Miramax,False
158,159,The Man,-,-,-,"$8,330,303",2040,"$8,330,720",Sep 9,New Line Cinema,False
159,160,Closer,-,-,-,"$8,229,888",1098,"$33,987,757",Dec 3,Sony Pictures Entertainment (SPE),False
160,161,Mad Hot Ballroom,-,-,-,"$8,046,040",202,"$8,117,961",May 13,Paramount Classics,False
161,162,Aliens of the Deep,-,-,-,"$7,535,409",27,"$8,968,684",Jan 28,Walt Disney Studios Motion Pictures,False
162,163,Proof,-,-,-,"$7,535,331",517,"$7,535,331",Sep 16,Miramax,False
163,164,House of Flying Daggers,-,-,-,"$7,485,627",1189,"$11,050,094",Dec 3,Sony Pictures Classics,False
164,165,Space Station 3D,-,-,-,"$7,483,064",64,"$93,383,953",Apr 19,IMAX,False
165,166,Ladies in Lavender,-,-,-,"$6,765,081",119,"$6,765,081",Apr 29,IDP Distribution,False
166,167,Bride & Prejudice,-,-,-,"$6,605,592",288,"$6,605,592",Feb 11,Miramax,False
167,168,Millions,-,-,-,"$6,584,159",340,"$6,584,159",Mar 11,-,False
168,169,Flight of the Phoenix,-,-,-,"$6,450,040",2604,"$21,009,180",Dec 17,Twentieth Century Fox,False
169,170,The Aristocrats,-,-,-,"$6,360,237",234,"$6,377,461",Jul 29,THINKFilm,False
170,171,The Jacket,-,-,-,"$6,303,762",1331,"$6,303,762",Mar 4,Warner Independent Pictures (WIP),False
171,172,Magnificent Desolation: Walking on the Moon,-,-,-,"$6,015,875",82,"$34,137,524",Sep 23,IMAX,False
172,173,Underclassman,-,-,-,"$5,656,612",1132,"$5,655,459",Sep 2,Miramax,False
173,174,Blade: Trinity,-,-,-,"$5,579,963",2912,"$52,411,906",Dec 8,New Line Cinema,False
174,175,Downfall,-,-,-,"$5,509,040",174,"$5,509,040",Feb 18,Newmarket Films,False
175,176,Beyond the Sea,-,-,-,"$5,307,776",383,"$6,318,709",Dec 17,Lionsgate,False
176,177,Alone in the Dark,-,-,-,"$5,178,569",2124,"$5,178,569",Jan 28,Lionsgate,False
177,178,The Squid and the Whale,-,-,-,"$4,986,790",151,"$7,372,734",Oct 5,IDP Distribution,False
178,179,Wild Safari - A South African Adventure,-,-,-,"$4,849,356",21,"$16,621,530",Apr 8,-,False
179,180,Howl's Moving Castle,-,-,-,"$4,711,096",202,"$4,711,096",Jun 10,Walt Disney Studios Motion Pictures,False
180,181,Ong-Bak: The Thai Warrior,-,-,-,"$4,563,167",387,"$4,563,167",Feb 11,Magnolia Pictures,False
181,182,Mindhunters,-,-,-,"$4,480,469",1040,"$4,480,744",May 13,Dimension Films,False
182,183,A Very Long Engagement,-,-,-,"$4,396,424",219,"$6,524,389",Nov 26,Warner Independent Pictures (WIP),False
183,184,The SpongeBob SquarePants Movie,-,-,-,"$4,311,650",3307,"$85,417,988",Nov 19,Paramount Pictures,False
184,185,Being Julia,-,-,-,"$4,220,370",328,"$7,739,049",Oct 15,Sony Pictures Classics,False
185,186,Kiss Kiss Bang Bang,-,-,-,"$4,205,036",226,"$4,243,756",Oct 21,Warner Bros.,False
186,187,Enron: The Smartest Guys in the Room,-,-,-,"$4,071,700",151,"$4,071,700",Apr 22,Magnolia Pictures,False
187,188,Ray,-,-,-,"$4,053,245",2474,"$75,331,600",Oct 29,Universal Pictures,False
188,189,King's Ransom,-,-,-,"$4,008,193",1508,"$4,008,527",Apr 22,New Line Cinema,False
189,190,Kinsey,-,-,-,"$3,928,716",588,"$10,254,979",Nov 12,-,False
190,191,Me and You and Everyone We Know,-,-,-,"$3,885,134",160,"$3,885,134",Jun 17,IFC Films,False
191,192,Melinda and Melinda,-,-,-,"$3,826,280",302,"$3,826,280",Mar 18,-,False
192,193,The Merchant of Venice,-,-,-,"$3,719,849",107,"$3,765,585",Dec 29,Sony Pictures Classics,False
193,194,High Tension,-,-,-,"$3,681,066",1323,"$3,681,066",Jun 10,Lionsgate,False
194,195,Bad Education,-,-,-,"$3,675,806",106,"$5,211,842",Nov 19,Sony Pictures Classics,False
195,196,Stay,-,-,-,"$3,626,883",1684,"$3,626,883",Oct 21,Twentieth Century Fox,False
196,197,Born Into Brothels: Calcutta's Red Light Kids,-,-,-,"$3,468,989",127,"$3,515,061",Dec 8,THINKFilm,False
197,198,Rize,-,-,-,"$3,336,391",352,"$3,336,391",Jun 24,Lionsgate,False
198,199,Grizzly Man,-,-,-,"$3,178,403",105,"$3,178,403",Aug 12,Lionsgate,False
199,200,Supercross,-,-,-,"$3,102,550",1621,"$3,102,550",Aug 17,Twentieth Century Fox,False
