,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
29,30,Mary Poppins Returns,-,-,-,"$105,930,461",4090,"$171,958,438",Dec 19,Walt Disney Studios Motion Pictures,False
30,31,Star Wars: Episode VIII - The Last Jedi,-,-,-,"$102,963,014",4232,"$620,181,382",Dec 15,Walt Disney Studios Motion Pictures,False
31,32,The Equalizer 2,-,-,-,"$102,084,362",3388,"$102,084,362",Jul 20,Sony Pictures Entertainment (SPE),False
32,33,Rampage,-,-,-,"$101,028,233",4115,"$101,028,233",Apr 13,Warner Bros.,False
33,34,A Wrinkle in Time,-,-,-,"$100,478,608",3980,"$100,478,608",Mar 9,Walt Disney Studios Motion Pictures,False
34,35,Fifty Shades Freed,-,-,-,"$100,407,760",3768,"$100,407,760",Feb 9,Universal Pictures,False
35,36,Christopher Robin,-,-,-,"$99,215,042",3602,"$99,215,042",Aug 3,Walt Disney Studios Motion Pictures,False
36,37,I Can Only Imagine,-,-,-,"$83,482,352",2894,"$83,482,352",Mar 16,Roadside Attractions,False
37,38,Smallfoot,-,-,-,"$82,976,621",4131,"$83,240,103",Sep 28,Warner Bros.,False
38,39,The Post,-,-,-,"$80,143,337",2851,"$81,903,458",Dec 22,Twentieth Century Fox,False
39,40,Night School,-,-,-,"$77,316,580",3019,"$77,339,130",Sep 28,Universal Pictures,False
40,41,Bumblebee,-,-,-,"$71,426,119",3597,"$127,195,589",Dec 21,Paramount Pictures,False
41,42,The First Purge,-,-,-,"$69,488,745",3038,"$69,488,745",Jul 4,Universal Pictures,False
42,43,Game Night,-,-,-,"$69,179,066",3502,"$69,179,066",Feb 23,Warner Bros.,False
43,44,Book Club,-,-,-,"$68,566,296",3169,"$68,566,296",May 18,Paramount Pictures,False
44,45,The House with a Clock in Its Walls,-,-,-,"$68,536,400",3592,"$68,549,695",Sep 21,Universal Pictures,False
45,46,Skyscraper,-,-,-,"$68,420,120",3822,"$68,420,120",Jul 13,Universal Pictures,False
46,47,Insidious: The Last Key,-,-,-,"$67,745,330",3150,"$67,745,330",Jan 5,Universal Pictures,False
47,48,Instant Family,-,-,-,"$64,845,006",3426,"$67,363,237",Nov 16,Paramount Pictures,False
48,49,The Mule,-,-,-,"$64,720,334",3329,"$103,804,407",Dec 14,Warner Bros.,False
49,50,Blockers,-,-,-,"$60,311,495",3418,"$60,311,495",Apr 6,Universal Pictures,False
50,51,Pacific Rim: Uprising,-,-,-,"$59,874,525",3708,"$59,874,525",Mar 23,Universal Pictures,False
51,52,Tomb Raider,-,-,-,"$58,250,803",3854,"$58,250,803",Mar 16,Warner Bros.,False
52,53,Maze Runner: The Death Cure,-,-,-,"$58,032,443",3793,"$58,032,443",Jan 26,Twentieth Century Fox,False
53,54,Tag,-,-,-,"$54,730,625",3382,"$54,730,625",Jun 15,Warner Bros.,False
54,55,The Nutcracker and the Four Realms,-,-,-,"$54,581,769",3766,"$54,858,851",Nov 2,Walt Disney Studios Motion Pictures,False
55,56,A Simple Favor,-,-,-,"$53,548,586",3102,"$53,548,586",Sep 14,Lionsgate,False
56,57,Life of the Party,-,-,-,"$53,059,911",3656,"$53,059,911",May 11,Warner Bros.,False
57,58,The Predator,-,-,-,"$51,024,708",4070,"$51,024,708",Sep 14,Twentieth Century Fox,False
58,59,Overboard,-,-,-,"$50,316,123",2006,"$50,316,123",May 4,Pantelion Films,False
59,60,Sicario: Day of the Soldado,-,-,-,"$50,072,235",3055,"$50,072,235",Jun 29,Sony Pictures Entertainment (SPE),False
60,61,I Feel Pretty,-,-,-,"$48,795,601",3440,"$48,795,601",Apr 20,STX Entertainment,False
61,62,BlacKkKlansman,-,-,-,"$48,271,960",1914,"$49,275,340",Aug 10,Focus Features,False
62,63,The Shape of Water,-,-,-,"$48,189,258",2341,"$63,859,435",Dec 1,-,False
63,64,Red Sparrow,-,-,-,"$46,874,505",3064,"$46,874,505",Mar 2,Twentieth Century Fox,False
64,65,Breaking In,-,-,-,"$46,840,590",2537,"$46,840,590",May 11,Universal Pictures,False
65,66,Goosebumps 2: Slappy's Revenge,-,-,-,"$46,700,633",3723,"$46,700,633",Oct 12,Sony Pictures Entertainment (SPE),False
66,67,12 Strong,-,-,-,"$45,819,713",3018,"$45,819,713",Jan 19,Warner Bros.,False
67,68,Den of Thieves,-,-,-,"$44,947,622",2432,"$44,947,622",Jan 19,STX Entertainment,False
68,69,First Man,-,-,-,"$44,923,035",3640,"$44,936,545",Oct 12,Universal Pictures,False
69,70,Hereditary,-,-,-,"$44,069,456",2998,"$44,069,456",Jun 8,A24,False
70,71,Acrimony,-,-,-,"$43,549,096",2006,"$43,549,096",Mar 30,Lionsgate,False
71,72,Sherlock Gnomes,-,-,-,"$43,242,871",3662,"$43,242,871",Mar 23,Paramount Pictures,False
72,73,Uncle Drew,-,-,-,"$42,469,946",2742,"$42,469,946",Jun 29,Lionsgate,False
73,74,Widows,-,-,-,"$41,904,173",2803,"$42,402,632",Nov 16,Twentieth Century Fox,False
74,75,Pitch Perfect 3,-,-,-,"$41,596,925",3468,"$104,897,530",Dec 22,Universal Pictures,False
75,76,Truth or Dare,-,-,-,"$41,411,015",3068,"$41,411,015",Apr 13,Universal Pictures,False
76,77,Paddington 2,-,-,-,"$40,891,591",3702,"$40,891,591",Jan 12,Warner Bros.,False
77,78,"Love, Simon",-,-,-,"$40,826,341",2434,"$40,826,341",Mar 16,Twentieth Century Fox,False
78,79,Darkest Hour,-,-,-,"$38,335,553",1733,"$56,468,410",Nov 22,Focus Features,False
79,80,The Commuter,-,-,-,"$36,343,858",2892,"$36,343,858",Jan 12,Lionsgate,False
80,81,The 15:17 to Paris,-,-,-,"$36,276,286",3042,"$36,276,286",Feb 9,Warner Bros.,False
81,82,Mile 22,-,-,-,"$36,108,758",3520,"$36,108,758",Aug 17,STX Entertainment,False
82,83,Alpha,-,-,-,"$35,857,181",2881,"$35,857,181",Aug 17,Studio 8,False
83,84,Peppermint,-,-,-,"$35,418,723",2980,"$35,418,723",Sep 7,STX Entertainment,False
84,85,Death Wish,-,-,-,"$34,017,028",2882,"$34,017,028",Mar 2,Metro-Goldwyn-Mayer (MGM),False
85,86,The Spy Who Dumped Me,-,-,-,"$33,562,069",3111,"$33,562,069",Aug 3,Lionsgate,False
86,87,Annihilation,-,-,-,"$32,732,301",2112,"$32,732,301",Feb 23,Paramount Pictures,False
87,88,Green Book,-,-,-,"$32,153,006",2648,"$85,080,171",Nov 16,Universal Pictures,False
88,89,Isle of Dogs,-,-,-,"$32,015,231",1947,"$32,015,231",Mar 23,-,False
89,90,Nobody's Fool,-,-,-,"$31,713,110",2468,"$31,713,110",Nov 2,Paramount Pictures,False
90,91,Adrift,-,-,-,"$31,445,012",3015,"$31,445,012",Jun 1,STX Entertainment,False
91,92,Ferdinand,-,-,-,"$30,863,663",3630,"$84,410,380",Dec 15,Twentieth Century Fox,False
92,93,Robin Hood,-,-,-,"$30,645,013",2827,"$30,824,628",Nov 21,Lionsgate,False
93,94,Super Troopers 2,-,-,-,"$30,617,396",2125,"$30,617,396",Apr 20,Twentieth Century Fox,False
94,95,Slender Man,-,-,-,"$30,569,484",2358,"$30,569,484",Aug 10,Screen Gems,False
95,96,"Three Billboards Outside Ebbing, Missouri",-,-,-,"$30,349,111",1726,"$54,513,740",Nov 10,-,False
96,97,Coco,-,-,-,"$29,891,816",3987,"$210,460,015",Nov 22,Walt Disney Studios Motion Pictures,False
97,98,Teen Titans GO! To the Movies,-,-,-,"$29,790,236",3188,"$29,790,236",Jul 27,Warner Bros.,False
98,99,Hostiles,-,-,-,"$29,733,369",2934,"$29,819,114",Dec 22,Entertainment Studios Motion Pictures,False
99,100,The Hate U Give,-,-,-,"$29,666,375",2375,"$29,719,483",Oct 5,Twentieth Century Fox,False
100,101,"I, Tonya",-,-,-,"$27,581,081",1450,"$30,014,539",Dec 8,Neon,False
101,102,Searching,-,-,-,"$26,020,957",2009,"$26,020,957",Aug 24,Screen Gems,False
102,103,Winchester,-,-,-,"$25,091,816",2480,"$25,091,816",Feb 2,Lionsgate,False
103,104,The Strangers: Prey at Night,-,-,-,"$24,586,708",2464,"$24,586,708",Mar 9,Aviron Pictures,False
104,105,White Boy Rick,-,-,-,"$24,011,188",2504,"$24,011,188",Sep 14,Studio 8,False
105,106,Second Act,-,-,-,"$23,544,942",2607,"$39,282,227",Dec 21,STX Entertainment,False
106,107,Molly's Game,-,-,-,"$23,403,264",1708,"$28,780,744",Dec 25,STX Entertainment,False
107,108,Won't You Be My Neighbor?,-,-,-,"$22,835,787",893,"$22,835,787",Jun 8,Focus Features,False
108,109,Overlord,-,-,-,"$21,704,844",2859,"$21,704,844",Nov 9,Paramount Pictures,False
109,110,Holmes & Watson,-,-,-,"$21,249,250",2780,"$30,573,626",Dec 25,Sony Pictures Entertainment (SPE),False
110,111,Proud Mary,-,-,-,"$20,877,013",2125,"$20,877,013",Jan 12,Screen Gems,False
111,112,The Happytime Murders,-,-,-,"$20,706,452",3256,"$20,706,452",Aug 24,STX Entertainment,False
112,113,Phantom Thread,-,-,-,"$20,670,365",1186,"$21,198,205",Dec 25,Focus Features,False
113,114,SuperFly,-,-,-,"$20,545,116",2220,"$20,545,116",Jun 13,Sony Pictures Entertainment (SPE),False
114,115,Vice,-,-,-,"$19,776,167",2534,"$47,836,282",Dec 25,Annapurna Pictures,False
115,116,Show Dogs,-,-,-,"$17,857,020",3212,"$17,857,020",May 18,-,False
116,117,Bad Times at the El Royale,-,-,-,"$17,839,115",2808,"$17,839,115",Oct 12,Twentieth Century Fox,False
117,118,Operation Finale,-,-,-,"$17,612,099",1818,"$17,612,099",Aug 29,Metro-Goldwyn-Mayer (MGM),False
118,119,"Paul, Apostle of Christ",-,-,-,"$17,560,475",1473,"$17,560,475",Mar 23,Affirm Films,False
119,120,Lady Bird,-,-,-,"$17,525,810",1557,"$48,958,273",Nov 3,A24,False
120,121,Sorry to Bother You,-,-,-,"$17,493,096",1050,"$17,493,096",Jul 6,Annapurna Pictures,False
121,122,Chappaquiddick,-,-,-,"$17,395,520",1645,"$17,395,520",Apr 6,Entertainment Studios Motion Pictures,False
122,123,Forever My Girl,-,-,-,"$16,376,066",1427,"$16,376,066",Jan 19,Roadside Attractions,False
123,124,The Favourite,-,-,-,"$15,888,465",1554,"$34,366,783",Nov 23,-,False
124,125,Hunter Killer,-,-,-,"$15,767,460",2728,"$15,767,460",Oct 26,Lionsgate,False
125,126,Mortal Engines,-,-,-,"$14,894,175",3103,"$15,951,040",Dec 14,Universal Pictures,False
126,127,The Girl in the Spider's Web,-,-,-,"$14,841,338",2929,"$14,841,338",Nov 9,Sony Pictures Entertainment (SPE),False
127,128,The Possession of Hannah Grace,-,-,-,"$14,622,210",2298,"$14,837,422",Nov 30,Screen Gems,False
128,129,RBG,-,-,-,"$14,017,361",432,"$14,017,361",May 4,Magnolia Pictures,False
129,130,Eighth Grade,-,-,-,"$13,539,709",1084,"$13,539,709",Jul 13,A24,False
130,131,Call Me by Your Name,-,-,-,"$13,020,786",914,"$18,095,701",Nov 24,Sony Pictures Classics,False
131,132,The Darkest Minds,-,-,-,"$12,695,691",3127,"$12,695,691",Aug 3,Twentieth Century Fox,False
132,133,All the Money in the World,-,-,-,"$12,401,327",2123,"$25,113,707",Dec 25,TriStar Pictures,False
133,134,Three Identical Strangers,-,-,-,"$12,320,845",433,"$12,320,845",Jun 29,Neon,False
134,135,Upgrade,-,-,-,"$11,977,130",1458,"$11,977,130",Jun 1,BH Tilt,False
135,136,Padmaavat,-,-,-,"$11,846,060",354,"$11,846,060",Jan 25,Viva Pictures,False
136,137,Free Solo,-,-,-,"$11,240,573",483,"$17,541,090",Sep 28,National Geographic Entertainment,False
137,138,The Old Man & the Gun,-,-,-,"$11,197,012",1042,"$11,277,120",Sep 28,-,False
138,139,Hell Fest,-,-,-,"$11,107,431",2297,"$11,107,431",Sep 28,Lionsgate,False
139,140,Wonder,-,-,-,"$10,863,515",3519,"$132,422,809",Nov 17,Lionsgate,False
140,141,The Miracle Season,-,-,-,"$10,230,620",1707,"$10,230,620",Apr 6,-,False
141,142,Mary Queen of Scots,-,-,-,"$9,726,230",1052,"$16,468,499",Dec 7,Focus Features,False
142,143,Midnight Sun,-,-,-,"$9,561,064",2173,"$9,561,064",Mar 23,-,False
143,144,Tully,-,-,-,"$9,369,755",1356,"$9,369,755",May 4,Focus Features,False
144,145,Traffik,-,-,-,"$9,186,156",1046,"$9,186,156",Apr 20,Lionsgate,False
145,146,Unfriended: Dark Web,-,-,-,"$8,866,745",1547,"$8,866,745",Jul 20,BH Tilt,False
146,147,Welcome to Marwen,-,-,-,"$8,357,895",1911,"$10,763,520",Dec 21,Universal Pictures,False
147,148,Early Man,-,-,-,"$8,267,544",2494,"$8,267,544",Feb 16,Lionsgate,False
148,149,The Wife,-,-,-,"$8,198,156",541,"$9,601,092",Aug 17,Sony Pictures Classics,False
149,150,The Death of Stalin,-,-,-,"$8,047,856",548,"$8,047,856",Mar 9,IFC Films,False
150,151,They Shall Not Grow Old,-,-,-,"$8,031,290",1335,"$17,956,913",Dec 17,Warner Bros.,False
151,152,Sanju,-,-,-,"$7,909,317",359,"$7,909,317",Jun 29,FIP,False
152,153,Unsane,-,-,-,"$7,732,899",2023,"$7,732,899",Mar 23,Bleecker Street Media,False
153,154,Beautiful Boy,-,-,-,"$7,587,613",776,"$7,649,973",Oct 12,Amazon Studios,False
154,155,Can You Ever Forgive Me?,-,-,-,"$7,530,304",555,"$8,803,865",Oct 19,-,False
155,156,Mid90s,-,-,-,"$7,362,439",1206,"$7,362,439",Oct 19,A24,False
156,157,Downsizing,-,-,-,"$7,289,080",2668,"$24,449,754",Dec 22,Paramount Pictures,False
157,158,Dog Days,-,-,-,"$6,809,080",2442,"$6,809,080",Aug 8,LD Entertainment,False
158,159,Boy Erased,-,-,-,"$6,774,202",672,"$6,788,692",Nov 2,Focus Features,False
159,160,Hotel Artemis,-,-,-,"$6,708,147",2407,"$6,708,147",Jun 8,-,False
160,161,A-X-L,-,-,-,"$6,501,381",1710,"$6,501,381",Aug 24,-,False
161,162,Fahrenheit 11/9,-,-,-,"$6,352,306",1719,"$6,352,306",Sep 21,Briarcliff Entertainment,False
162,163,Unbroken: Path to Redemption,-,-,-,"$6,216,897",1620,"$6,216,897",Sep 14,Pure Flix Entertainment,False
163,164,The Hurricane Heist,-,-,-,"$6,115,825",2402,"$6,115,825",Mar 9,Entertainment Studios Motion Pictures,False
164,165,Every Day,-,-,-,"$6,102,076",1669,"$6,102,076",Feb 23,Orion Pictures,False
165,166,Leave No Trace,-,-,-,"$6,046,104",361,"$6,046,104",Jun 29,Bleecker Street Media,False
166,167,Once Upon a Deadpool2018 Re-release,-,-,-,"$6,016,007",1566,"$6,100,309",Dec 12,Twentieth Century Fox,False
167,168,Death of a Nation,-,-,-,"$5,885,881",1005,"$5,885,881",Aug 3,-,False
168,169,Pandas,-,-,-,"$5,757,906",35,"$7,574,012",Apr 6,Warner Bros.,False
169,170,My Hero Academia: Two Heroes,-,-,-,"$5,754,556",535,"$5,754,556",Sep 25,FUNimation Entertainment,False
170,171,God's Not Dead: A Light in Darkness,-,-,-,"$5,728,940",1693,"$5,728,940",Mar 30,Pure Flix Entertainment,False
171,172,Kin,-,-,-,"$5,718,096",2141,"$5,718,096",Aug 31,Lionsgate,False
172,173,Colette,-,-,-,"$5,137,622",593,"$5,137,622",Sep 21,Bleecker Street Media,False
173,174,Action Point,-,-,-,"$5,059,608",2032,"$5,059,608",Jun 1,Paramount Pictures,False
174,175,Beirut,-,-,-,"$5,019,226",755,"$5,019,226",Apr 11,Bleecker Street Media,False
175,176,Gringo,-,-,-,"$4,969,853",2404,"$4,969,853",Mar 9,STX Entertainment,False
176,177,Samson,-,-,-,"$4,719,928",1249,"$4,719,928",Feb 16,Pure Flix Entertainment,False
177,178,Father Figures,-,-,-,"$4,615,957",2902,"$17,501,244",Dec 22,Warner Bros.,False
178,179,Johnny English Strikes Again,-,-,-,"$4,412,170",552,"$4,412,170",Oct 26,Universal Pictures,False
179,180,Gotti,-,-,-,"$4,343,227",503,"$4,343,227",Jun 15,Vertical Entertainment,False
180,181,Blindspotting,-,-,-,"$4,333,394",523,"$4,333,394",Jul 20,Lionsgate,False
181,182,Burn the Stage: The Movie,-,-,-,"$4,201,819",645,"$4,201,819",Nov 15,Trafalgar Releasing,False
182,183,Ya veremos,-,-,-,"$4,165,949",369,"$4,165,949",Aug 31,Pantelion Films,False
183,184,Life Itself,-,-,-,"$4,102,648",2609,"$4,102,648",Sep 21,Amazon Studios,False
184,185,Sgt. Stubby: An American Hero,-,-,-,"$4,015,323",1633,"$4,015,935",Apr 13,-,False
185,186,Thor: Ragnarok,-,-,-,"$3,833,139",4080,"$315,058,289",Nov 3,Walt Disney Studios Motion Pictures,False
186,187,Gosnell: The Trial of America's Biggest Serial Killer,-,-,-,"$3,679,893",673,"$3,679,893",Oct 12,GVN Releasing,False
187,188,Indivisible,-,-,-,"$3,509,836",830,"$3,511,417",Oct 26,Pure Flix Entertainment,False
188,189,The Oscar Nominated Short Films 2018: Live Action,-,-,-,"$3,508,777",272,"$3,508,777",Feb 9,Shorts International,False
189,190,Disobedience,-,-,-,"$3,498,782",247,"$3,498,782",Apr 27,Bleecker Street Media,False
190,191,Justice League,-,-,-,"$3,478,000",4051,"$229,024,295",Nov 17,Warner Bros.,False
191,192,First Reformed,-,-,-,"$3,448,256",334,"$3,448,256",May 18,A24,False
192,193,"Juliet, Naked",-,-,-,"$3,444,895",467,"$3,444,895",Aug 17,Roadside Attractions,False
193,194,Bad Samaritan,-,-,-,"$3,435,047",2007,"$3,435,047",May 4,Electric Entertainment,False
194,195,7 Days in Entebbe,-,-,-,"$3,326,885",838,"$3,326,885",Mar 16,Focus Features,False
195,196,The Disaster Artist,-,-,-,"$3,258,821",1010,"$21,120,616",Dec 1,A24,False
196,197,2001: A Space Odyssey2018 Re-release,-,-,-,"$3,236,321",13,"$3,236,321",May 18,Warner Bros.,False
197,198,2.0,-,-,-,"$3,222,000",314,"$4,152,000",Nov 30,-,False
198,199,The Leisure Seeker,-,-,-,"$3,212,298",353,"$3,226,443",Dec 15,Sony Pictures Classics,False
199,200,The Sisters Brothers,-,-,-,"$3,143,056",1141,"$3,143,056",Sep 21,Annapurna Pictures,False
