,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
17,18,The Pursuit of Happyness,-,-,-,"$98,411,670",3169,"$163,566,459",Dec 15,Sony Pictures Entertainment (SPE),False
18,19,Scary Movie 4,-,-,-,"$90,710,620",3674,"$90,710,620",Apr 14,-,False
19,20,Failure to Launch,-,-,-,"$88,715,192",3202,"$88,715,192",Mar 10,Paramount Pictures,False
20,21,Inside Man,-,-,-,"$88,513,495",2867,"$88,513,495",Mar 24,Universal Pictures,False
21,22,Open Season,-,-,-,"$84,303,558",3833,"$85,105,259",Sep 29,Sony Pictures Entertainment (SPE),False
22,23,The Santa Clause 3: The Escape Clause,-,-,-,"$83,549,047",3458,"$84,500,122",Nov 3,Walt Disney Studios Motion Pictures,False
23,24,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",-,-,-,"$82,270,870",3853,"$291,710,957",Dec 9,Walt Disney Studios Motion Pictures,False
24,25,The Pink Panther,-,-,-,"$82,226,474",3477,"$82,226,474",Feb 10,Sony Pictures Entertainment (SPE),False
25,26,Eight Below,-,-,-,"$81,612,565",3122,"$81,612,565",Feb 17,Walt Disney Studios Motion Pictures,False
26,27,Saw III,-,-,-,"$80,238,724",3167,"$80,238,724",Oct 27,Lionsgate,False
27,28,Nacho Libre,-,-,-,"$80,197,993",3083,"$80,197,993",Jun 16,Paramount Pictures,False
28,29,"You, Me and Dupree",-,-,-,"$75,628,110",3137,"$75,628,110",Jul 14,Universal Pictures,False
29,30,Monster House,-,-,-,"$73,661,010",3553,"$73,661,010",Jul 21,Sony Pictures Entertainment (SPE),False
30,31,Jackass Number Two,-,-,-,"$72,778,712",3063,"$72,778,712",Sep 22,Paramount Pictures,False
31,32,Barnyard,-,-,-,"$72,637,803",3311,"$72,637,803",Aug 4,Paramount Pictures,False
32,33,RV,-,-,-,"$71,726,025",3651,"$71,726,025",Apr 28,Sony Pictures Entertainment (SPE),False
33,34,Brokeback Mountain,-,-,-,"$70,612,954",2089,"$83,043,761",Dec 9,Focus Features,False
34,35,V for Vendetta,-,-,-,"$70,511,035",3365,"$70,511,035",Mar 17,Warner Bros.,False
35,36,World Trade Center,-,-,-,"$70,278,893",3021,"$70,278,893",Aug 9,Paramount Pictures,False
36,37,Big Momma's House 2,-,-,-,"$70,165,972",3261,"$70,165,972",Jan 27,Twentieth Century Fox,False
37,38,Step Up,-,-,-,"$65,326,375",2647,"$65,328,121",Aug 11,Walt Disney Studios Motion Pictures,False
38,39,Miami Vice,-,-,-,"$63,450,470",3026,"$63,450,470",Jul 28,Universal Pictures,False
39,40,Madea's Family Reunion,-,-,-,"$63,257,940",2194,"$63,257,940",Feb 24,Lionsgate,False
40,41,The Fast and the Furious: Tokyo Drift,-,-,-,"$62,514,415",3030,"$62,514,415",Jun 16,Universal Pictures,False
41,42,Underworld: Evolution,-,-,-,"$62,318,875",3207,"$62,318,875",Jan 20,Screen Gems,False
42,43,Flushed Away,-,-,-,"$61,733,119",3707,"$64,665,672",Nov 3,DreamWorks,False
43,44,Deja Vu,-,-,-,"$61,574,479",3108,"$64,038,616",Nov 22,Walt Disney Studios Motion Pictures,False
44,45,The Shaggy Dog,-,-,-,"$61,123,569",3501,"$61,123,569",Mar 10,Walt Disney Studios Motion Pictures,False
45,46,Poseidon,-,-,-,"$60,674,817",3555,"$60,674,817",May 12,Warner Bros.,False
46,47,The Benchwarmers,-,-,-,"$59,843,754",3282,"$59,843,754",Apr 7,Revolution Studios,False
47,48,Little Miss Sunshine,-,-,-,"$59,489,083",1602,"$59,891,098",Jul 26,-,False
48,49,King Kong,-,-,-,"$59,370,190",3627,"$218,080,025",Dec 14,Universal Pictures,False
49,50,Little Man,-,-,-,"$58,645,052",2537,"$58,645,052",Jul 14,Revolution Studios,False
50,51,Curious George,-,-,-,"$58,360,760",2609,"$58,360,760",Feb 10,Universal Pictures,False
51,52,Invincible,-,-,-,"$57,806,056",2987,"$57,806,952",Aug 25,Walt Disney Studios Motion Pictures,False
52,53,Eragon,-,-,-,"$56,420,434",3030,"$75,030,163",Dec 15,Twentieth Century Fox,False
53,54,Fun with Dick and Jane,-,-,-,"$56,270,199",3239,"$110,332,737",Dec 21,Sony Pictures Entertainment (SPE),False
54,55,The Guardian,-,-,-,"$54,957,777",3241,"$55,011,732",Sep 29,Walt Disney Studios Motion Pictures,False
55,56,The Omen,-,-,-,"$54,607,383",2723,"$54,607,383",Jun 6,Twentieth Century Fox,False
56,57,Final Destination 3,-,-,-,"$54,097,021",2880,"$54,098,051",Feb 10,New Line Cinema,False
57,58,Charlotte's Web,-,-,-,"$52,532,601",3745,"$82,985,708",Dec 15,Paramount Pictures,False
58,59,The Prestige,-,-,-,"$52,455,154",2305,"$53,089,891",Oct 20,Walt Disney Studios Motion Pictures,False
59,60,The Lake House,-,-,-,"$52,330,111",2645,"$52,330,111",Jun 16,Warner Bros.,False
60,61,Hoodwinked,-,-,-,"$51,386,611",3020,"$51,386,611",Dec 16,The Weinstein Company,False
61,62,The Holiday,-,-,-,"$50,029,085",2698,"$63,224,849",Dec 8,Sony Pictures Entertainment (SPE),False
62,63,Firewall,-,-,-,"$48,751,189",2840,"$48,751,189",Feb 10,Warner Bros.,False
63,64,Date Movie,-,-,-,"$48,548,426",2898,"$48,548,426",Feb 17,Twentieth Century Fox,False
64,65,Rocky Balboa,-,-,-,"$47,940,632",3019,"$70,270,943",Dec 20,Metro-Goldwyn-Mayer (MGM),False
65,66,When a Stranger Calls,-,-,-,"$47,860,214",3004,"$47,860,214",Feb 3,Screen Gems,False
66,67,Hostel,-,-,-,"$47,326,473",2337,"$47,326,473",Jan 6,Lionsgate,False
67,68,Nanny McPhee,-,-,-,"$47,144,110",2148,"$47,144,110",Jan 27,Universal Pictures,False
68,69,Silent Hill,-,-,-,"$46,982,632",2932,"$46,982,632",Apr 21,Sony Pictures Entertainment (SPE),False
69,70,Apocalypto,-,-,-,"$42,654,236",2465,"$50,866,635",Dec 8,Walt Disney Studios Motion Pictures,False
70,71,Glory Road,-,-,-,"$42,647,449",2397,"$42,647,449",Jan 13,Walt Disney Studios Motion Pictures,False
71,72,Lady in the Water,-,-,-,"$42,285,169",3235,"$42,285,169",Jul 21,Warner Bros.,False
72,73,The Hills Have Eyes,-,-,-,"$41,778,863",2621,"$41,778,863",Mar 10,-,False
73,74,John Tucker Must Die,-,-,-,"$41,011,711",2566,"$41,011,711",Jul 28,Twentieth Century Fox,False
74,75,Stranger Than Fiction,-,-,-,"$40,435,190",2270,"$40,660,952",Nov 10,Sony Pictures Entertainment (SPE),False
75,76,The Illusionist,-,-,-,"$39,770,667",1438,"$39,868,642",Aug 18,Yari Film Group Releasing,False
76,77,The Texas Chainsaw Massacre: The Beginning,-,-,-,"$39,505,863",2820,"$39,517,763",Oct 6,New Line Cinema,False
77,78,The Grudge 2,-,-,-,"$39,143,839",3214,"$39,143,839",Oct 13,Sony Pictures Entertainment (SPE),False
78,79,Gridiron Gang,-,-,-,"$38,432,823",3510,"$38,432,823",Sep 15,Sony Pictures Entertainment (SPE),False
79,80,Last Holiday,-,-,-,"$38,399,961",2514,"$38,399,961",Jan 13,Paramount Pictures,False
80,81,The Wild,-,-,-,"$37,384,046",2854,"$37,384,046",Apr 14,Walt Disney Studios Motion Pictures,False
81,82,Man of the Year,-,-,-,"$37,327,390",2626,"$37,327,390",Oct 13,Universal Pictures,False
82,83,Dreamgirls,-,-,-,"$37,064,395",2797,"$103,365,956",Dec 15,DreamWorks,False
83,84,16 Blocks,-,-,-,"$36,895,141",2706,"$36,895,141",Mar 3,Warner Bros.,False
84,85,Cheaper by the Dozen 2,-,-,-,"$36,612,259",3211,"$82,571,173",Dec 21,Twentieth Century Fox,False
85,86,The Nativity Story,-,-,-,"$36,418,000",3083,"$37,629,831",Dec 1,New Line Cinema,False
86,87,Accepted,-,-,-,"$36,323,505",2917,"$36,323,505",Aug 18,Universal Pictures,False
87,88,The Sentinel,-,-,-,"$36,280,697",2851,"$36,280,697",Apr 21,Twentieth Century Fox,False
88,89,Blood Diamond,-,-,-,"$35,726,534",1920,"$57,377,916",Dec 8,Warner Bros.,False
89,90,Munich,-,-,-,"$35,128,025",1498,"$47,403,685",Dec 23,Universal Pictures,False
90,91,The Good Shepherd,-,-,-,"$35,066,495",2250,"$59,952,835",Dec 22,Universal Pictures,False
91,92,Deck the Halls,-,-,-,"$34,753,961",3205,"$35,093,569",Nov 22,Twentieth Century Fox,False
92,93,Take the Lead,-,-,-,"$34,741,730",3009,"$34,742,066",Apr 7,New Line Cinema,False
93,94,Snakes on a Plane,-,-,-,"$34,020,741",3555,"$34,020,814",Aug 18,New Line Cinema,False
94,95,She's the Man,-,-,-,"$33,741,133",2631,"$33,741,133",Mar 17,DreamWorks,False
95,96,Flags of Our Fathers,-,-,-,"$33,602,376",2375,"$33,602,376",Oct 20,DreamWorks,False
96,97,Memoirs of a Geisha,-,-,-,"$32,166,624",1654,"$57,490,508",Dec 9,Sony Pictures Entertainment (SPE),False
97,98,United 93,-,-,-,"$31,483,450",1871,"$31,483,450",Apr 28,Universal Pictures,False
98,99,Walk the Line,-,-,-,"$28,668,398",3160,"$119,519,402",Nov 18,Twentieth Century Fox,False
99,100,Employee of the Month,-,-,-,"$28,444,855",2579,"$28,444,855",Oct 6,Lionsgate,False
100,101,Garfield: A Tail of Two Kitties,-,-,-,"$28,426,747",2981,"$28,426,747",Jun 16,Twentieth Century Fox,False
101,102,The Queen,-,-,-,"$28,191,739",1850,"$56,441,711",Sep 30,Miramax,False
102,103,The Ant Bully,-,-,-,"$28,142,535",3050,"$28,142,535",Jul 28,Warner Bros.,False
103,104,Crank,-,-,-,"$27,838,408",2515,"$27,838,408",Sep 1,Lionsgate,False
104,105,Stick It,-,-,-,"$26,910,056",2044,"$26,910,736",Apr 28,Walt Disney Studios Motion Pictures,False
105,106,The Descent,-,-,-,"$26,024,456",2095,"$26,024,456",Aug 4,Lionsgate,False
106,107,We Are Marshall,-,-,-,"$25,128,312",2606,"$43,545,364",Dec 22,Warner Bros.,False
107,108,Thank You for Smoking,-,-,-,"$24,793,509",1020,"$24,793,509",Mar 17,-,False
108,109,Fearless,-,-,-,"$24,637,306",1810,"$24,633,730",Sep 22,Rogue Pictures,False
109,110,Clerks II,-,-,-,"$24,148,068",2150,"$24,148,068",Jul 21,-,False
110,111,An Inconvenient Truth,-,-,-,"$23,814,997",587,"$24,146,161",May 24,Paramount Classics,False
111,112,The Wicker Man,-,-,-,"$23,649,127",2784,"$23,649,127",Sep 1,Warner Bros.,False
112,113,The Covenant,-,-,-,"$23,380,495",2681,"$23,380,495",Sep 8,Screen Gems,False
113,114,Stay Alive,-,-,-,"$23,086,480",2009,"$23,086,480",Mar 24,Walt Disney Studios Motion Pictures,False
114,115,Match Point,-,-,-,"$22,702,604",512,"$23,151,529",Dec 28,DreamWorks Distribution,False
115,116,The Black Dahlia,-,-,-,"$22,545,080",2236,"$22,545,080",Sep 15,Universal Pictures,False
116,117,My Super Ex-Girlfriend,-,-,-,"$22,530,295",2702,"$22,530,295",Jul 21,Twentieth Century Fox,False
117,118,Lucky Number Slevin,-,-,-,"$22,495,466",1989,"$22,495,466",Apr 7,-,False
118,119,Deep Sea,-,-,-,"$21,973,886",47,"$46,412,757",Mar 3,Warner Bros.,False
119,120,Rumor Has It...,-,-,-,"$21,730,356",2815,"$43,000,262",Dec 25,Warner Bros.,False
120,121,Waist Deep,-,-,-,"$21,331,895",1006,"$21,344,312",Jun 23,Rogue Pictures,False
121,122,ATL,-,-,-,"$21,170,563",1602,"$21,170,563",Mar 31,Warner Bros.,False
122,123,Flicka,-,-,-,"$20,888,606",2877,"$21,000,147",Oct 20,Twentieth Century Fox,False
123,124,A Prairie Home Companion,-,-,-,"$20,342,852",767,"$20,342,852",Jun 9,Picturehouse,False
124,125,Pulse,-,-,-,"$20,264,436",2323,"$20,264,436",Aug 11,-,False
125,126,Babel,-,-,-,"$19,825,138",1251,"$34,302,837",Oct 27,Paramount Vantage,False
126,127,Beerfest,-,-,-,"$19,185,184",2964,"$19,185,184",Aug 25,Warner Bros.,False
127,128,Akeelah and the Bee,-,-,-,"$18,848,430",2195,"$18,848,430",Apr 28,Lionsgate,False
128,129,The Marine,-,-,-,"$18,782,953",2545,"$18,844,784",Oct 13,Twentieth Century Fox,False
129,130,The Family Stone,-,-,-,"$18,657,532",2469,"$60,062,868",Dec 16,Twentieth Century Fox,False
130,131,Aquamarine,-,-,-,"$18,597,342",2538,"$18,597,342",Mar 3,Twentieth Century Fox,False
131,132,Ultraviolet,-,-,-,"$18,535,812",2558,"$18,535,812",Mar 3,Screen Gems,False
132,133,The Ringer,-,-,-,"$18,163,047",1853,"$35,428,675",Dec 23,-,False
133,134,School for Scoundrels,-,-,-,"$17,807,569",3007,"$17,807,569",Sep 29,-,False
134,135,Just My Luck,-,-,-,"$17,326,650",2543,"$17,326,650",May 12,Twentieth Century Fox,False
135,136,Annapolis,-,-,-,"$17,127,992",1607,"$17,127,992",Jan 27,Walt Disney Studios Motion Pictures,False
136,137,Capote,-,-,-,"$17,018,375",1239,"$28,750,530",Sep 30,Sony Pictures Classics,False
137,138,Harry Potter and the Goblet of Fire,-,-,-,"$16,731,856",3858,"$290,013,036",Nov 18,Warner Bros.,False
138,139,An American Haunting,-,-,-,"$16,290,949",1703,"$16,298,046",May 5,Freestyle Releasing,False
139,140,Marie Antoinette,-,-,-,"$15,962,471",870,"$15,962,471",Oct 20,Sony Pictures Entertainment (SPE),False
140,141,Larry the Cable Guy: Health Inspector,-,-,-,"$15,680,099",1747,"$15,680,099",Mar 24,Lionsgate,False
141,142,See No Evil,-,-,-,"$15,032,800",1270,"$15,032,800",May 19,Lionsgate,False
142,143,Unaccompanied Minors,-,-,-,"$14,993,733",2775,"$16,655,224",Dec 8,Warner Bros.,False
143,144,Tristan + Isolde,-,-,-,"$14,734,633",1845,"$14,734,633",Jan 13,Twentieth Century Fox,False
144,145,Syriana,-,-,-,"$14,676,762",1775,"$50,824,620",Nov 23,Warner Bros.,False
145,146,Everyone's Hero,-,-,-,"$14,523,101",2898,"$14,523,101",Sep 15,Twentieth Century Fox,False
146,147,Hollywoodland,-,-,-,"$14,425,753",1551,"$14,426,251",Sep 8,Focus Features,False
147,148,One Night with the King,-,-,-,"$13,394,029",909,"$13,395,961",Oct 13,8x Entertainment,False
148,149,Friends with Money,-,-,-,"$13,366,989",1010,"$13,368,437",Apr 7,Sony Pictures Classics,False
149,150,Flyboys,-,-,-,"$13,090,630",2033,"$13,090,630",Sep 22,Metro-Goldwyn-Mayer (MGM),False
150,151,How to Eat Fried Worms,-,-,-,"$13,040,390",1870,"$13,040,527",Aug 25,New Line Cinema,False
151,152,Bon Cop Bad Cop,-,-,-,"$12,665,721",260,"$12,665,721",Aug 4,Alliance Atlantis Vivafilm,False
152,153,The New World2005 Re-release,-,-,-,"$12,588,149",811,"$12,712,093",Dec 25,New Line Cinema,False
153,154,Idlewild,-,-,-,"$12,571,185",975,"$12,571,185",Aug 25,Universal Pictures,False
154,155,The Matador,-,-,-,"$12,555,022",905,"$12,594,698",Dec 30,The Weinstein Company,False
155,156,Freedomland,-,-,-,"$12,512,886",2361,"$12,512,886",Feb 17,Revolution Studios,False
156,157,The Protector,-,-,-,"$12,044,087",1541,"$12,044,087",Sep 8,Dragon Dynasty,False
157,158,Zoom,-,-,-,"$11,989,328",2501,"$11,989,328",Aug 11,Revolution Studios,False
158,159,End of the Spear,-,-,-,"$11,746,686",1163,"$11,967,000",Jan 20,Rocky Mountain Pictures,False
159,160,Dave Chappelle's Block Party,-,-,-,"$11,720,590",1200,"$11,718,595",Mar 3,Rogue Pictures,False
160,161,The Last Kiss,-,-,-,"$11,614,790",1359,"$11,614,790",Sep 15,DreamWorks,False
161,162,Something New,-,-,-,"$11,469,090",1265,"$11,468,568",Feb 3,Focus Features,False
162,163,Material Girls,-,-,-,"$11,449,638",1509,"$11,449,638",Aug 18,Metro-Goldwyn-Mayer (MGM),False
163,164,Bobby,-,-,-,"$11,034,972",1670,"$11,242,801",Nov 17,-,False
164,165,Black Christmas,-,-,-,"$10,917,918",1544,"$16,273,581",Dec 25,-,False
165,166,Mrs. Henderson Presents,-,-,-,"$10,661,180",522,"$11,036,366",Dec 9,The Weinstein Company,False
166,167,Casanova,-,-,-,"$10,579,075",1011,"$11,304,403",Dec 25,Walt Disney Studios Motion Pictures,False
167,168,Magnificent Desolation: Walking on the Moon,-,-,-,"$10,571,573",82,"$34,137,524",Sep 23,IMAX,False
168,169,Scoop,-,-,-,"$10,526,261",541,"$10,525,717",Jul 28,Focus Features,False
169,170,The Producers,-,-,-,"$10,134,990",978,"$19,398,532",Dec 16,Universal Pictures,False
170,171,Facing the Giants,-,-,-,"$10,066,143",441,"$10,178,331",Sep 29,IDP Distribution,False
171,172,The Fountain,-,-,-,"$9,930,941",1472,"$10,144,010",Nov 22,Warner Bros.,False
172,173,Transamerica,-,-,-,"$8,770,560",656,"$9,015,303",Dec 2,The Weinstein Company,False
173,174,The Nightmare Before Christmas2006 3D Release,-,-,-,"$8,686,272",168,"$8,700,869",Oct 20,Walt Disney Studios Motion Pictures,False
174,175,Tenacious D in the Pick of Destiny,-,-,-,"$8,311,739",1919,"$8,334,575",Nov 22,New Line Cinema,False
175,176,Hoot,-,-,-,"$8,118,000",3018,"$8,117,637",May 5,New Line Cinema,False
176,177,"Good Night, and Good Luck.",-,-,-,"$8,114,382",929,"$31,558,003",Oct 7,Warner Independent Pictures (WIP),False
177,178,The Night Listener,-,-,-,"$7,835,046",1370,"$7,836,393",Aug 4,Miramax,False
178,179,Slither,-,-,-,"$7,802,450",1946,"$7,802,450",Mar 31,Universal Pictures,False
179,180,The Return,-,-,-,"$7,750,613",1986,"$7,749,851",Nov 10,Rogue Pictures,False
180,181,Doogal,-,-,-,"$7,438,119",2319,"$7,438,000",Feb 24,The Weinstein Company,False
181,182,A Good Year,-,-,-,"$7,430,241",2067,"$7,459,300",Nov 10,Twentieth Century Fox,False
182,183,All the King's Men,-,-,-,"$7,221,458",1520,"$7,221,458",Sep 22,Sony Pictures Entertainment (SPE),False
183,184,American Dreamz,-,-,-,"$7,191,830",1500,"$7,191,830",Apr 21,Universal Pictures,False
184,185,Phat Girlz,-,-,-,"$7,061,128",1060,"$7,061,128",Apr 7,-,False
185,186,Crossover,-,-,-,"$7,009,668",1023,"$7,009,668",Sep 1,Sony Pictures Entertainment (SPE),False
186,187,Turistas,-,-,-,"$6,947,433",1572,"$7,027,762",Dec 1,Fox Atomic,False
187,188,Running Scared,-,-,-,"$6,845,051",1611,"$6,855,137",Feb 24,New Line Cinema,False
188,189,Running with Scissors,-,-,-,"$6,754,898",586,"$7,022,827",Oct 20,Sony Pictures Entertainment (SPE),False
189,190,Grandma's Boy,-,-,-,"$6,090,172",2016,"$6,090,172",Jan 6,Twentieth Century Fox,False
190,191,Basic Instinct 2,-,-,-,"$5,971,336",1453,"$5,971,336",Mar 31,Sony Pictures Entertainment (SPE),False
191,192,Wild Safari - A South African Adventure,-,-,-,"$5,811,433",21,"$16,621,530",Apr 8,-,False
192,193,Wolf Creek,-,-,-,"$5,626,960",1761,"$16,188,180",Dec 25,-,False
193,194,A Scanner Darkly,-,-,-,"$5,501,616",263,"$5,501,616",Jul 7,Warner Independent Pictures (WIP),False
194,195,Roving Mars,-,-,-,"$5,461,675",27,"$10,407,978",Jan 27,Walt Disney Studios Motion Pictures,False
195,196,For Your Consideration,-,-,-,"$5,414,596",625,"$5,549,923",Nov 17,Warner Independent Pictures (WIP),False
196,197,Pride & Prejudice,-,-,-,"$5,140,796",1335,"$38,405,088",Nov 11,Focus Features,False
197,198,The Three Burials of Melquiades Estrada,-,-,-,"$4,996,040",356,"$5,027,684",Dec 14,Sony Pictures Classics,False
198,199,The World's Fastest Indian,-,-,-,"$4,971,721",251,"$5,128,124",Dec 7,Magnolia Pictures,False
199,200,The Libertine,-,-,-,"$4,790,603",819,"$4,835,065",Nov 25,The Weinstein Company,False
