,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
115,116,Wild,-,-,-,"$19,742,647",1361,"$37,880,356",Dec 3,-,False
116,117,Gravity,-,-,-,"$19,231,476",3820,"$274,092,705",Oct 4,Warner Bros.,False
117,118,"I, Frankenstein",-,-,-,"$19,075,290",2753,"$19,075,290",Jan 24,Lionsgate,False
118,119,The Gambler,-,-,-,"$18,880,856",2494,"$33,680,992",Dec 25,Paramount Pictures,False
119,120,The Legend of Hercules,-,-,-,"$18,848,538",2104,"$18,848,538",Jan 10,Lionsgate,False
120,121,12 Years a Slave,-,-,-,"$18,720,622",1474,"$56,671,993",Oct 18,-,False
121,122,Bears,-,-,-,"$17,780,194",1790,"$17,780,194",Apr 18,Walt Disney Studios Motion Pictures,False
122,123,Addicted,-,-,-,"$17,390,770",1037,"$17,390,770",Oct 10,Lionsgate,False
123,124,A Haunted House 2,-,-,-,"$17,329,486",2310,"$17,329,486",Apr 18,Open Road Films (II),False
124,125,A Most Wanted Man,-,-,-,"$17,237,855",801,"$17,237,855",Jul 25,Roadside Attractions,False
125,126,Begin Again,-,-,-,"$16,170,632",1302,"$16,170,632",Jun 27,The Weinstein Company,False
126,127,The Single Moms Club,-,-,-,"$15,973,881",1896,"$15,973,881",Mar 14,Lionsgate,False
127,128,Devil's Due,-,-,-,"$15,821,461",2544,"$15,821,461",Jan 17,Twentieth Century Fox,False
128,129,And So It Goes,-,-,-,"$15,160,801",1816,"$15,160,801",Jul 25,Clarius Entertainment,False
129,130,Step Up All In,-,-,-,"$14,904,384",2072,"$14,904,384",Aug 8,Lionsgate,False
130,131,Beyond the Lights,-,-,-,"$14,537,635",1789,"$14,618,727",Nov 14,Relativity Media,False
131,132,47 Ronin,-,-,-,"$14,509,700",2690,"$38,362,475",Dec 25,Universal Pictures,False
132,133,America: Imagine the World Without Her,-,-,-,"$14,444,502",1105,"$14,444,502",Jun 27,Lionsgate,False
133,134,Left Behind,-,-,-,"$14,019,924",1887,"$14,019,924",Oct 3,Freestyle Releasing,False
134,135,Sin City: A Dame to Kill For,-,-,-,"$13,757,804",2894,"$13,757,804",Aug 22,-,False
135,136,Grudge Match,-,-,-,"$13,567,034",2856,"$29,807,260",Dec 25,Warner Bros.,False
136,137,Labor Day,-,-,-,"$13,371,528",2584,"$13,371,528",Jan 31,Paramount Pictures,False
137,138,Winter's Tale,-,-,-,"$12,600,231",2965,"$12,600,231",Feb 14,Warner Bros.,False
138,139,Walking with Dinosaurs 3D,-,-,-,"$11,730,354",3243,"$36,076,121",Dec 20,Twentieth Century Fox,False
139,140,Nebraska,-,-,-,"$11,596,814",968,"$17,654,912",Nov 15,Paramount Pictures,False
140,141,Dallas Buyers Club,-,-,-,"$11,451,072",1110,"$27,298,285",Nov 1,Focus Features,False
141,142,Belle,-,-,-,"$10,726,630",525,"$10,726,630",May 2,-,False
142,143,The Drop,-,-,-,"$10,724,389",1192,"$10,724,389",Sep 12,-,False
143,144,Magic in the Moonlight,-,-,-,"$10,549,326",964,"$10,539,326",Jul 25,Sony Pictures Classics,False
144,145,Sabotage,-,-,-,"$10,508,518",2486,"$10,508,518",Mar 28,Open Road Films (II),False
145,146,Moms' Night Out,-,-,-,"$10,429,707",1046,"$10,429,707",May 9,TriStar Pictures,False
146,147,PK,-,-,-,"$8,668,996",272,"$10,616,104",Dec 19,UTV Motion Pictures,False
147,148,The Quiet Ones,-,-,-,"$8,509,867",2027,"$8,509,867",Apr 25,Lionsgate,False
148,149,Legends of Oz: Dorothy's Return,-,-,-,"$8,462,347",2658,"$8,462,347",May 9,Clarius Entertainment,False
149,150,Island of Lemurs: Madagascar,-,-,-,"$8,438,735",302,"$11,272,213",Apr 4,Warner Bros.,False
150,151,Inside Llewyn Davis,-,-,-,"$8,036,391",729,"$13,235,319",Dec 6,CBS Films,False
151,152,Vampire Academy,-,-,-,"$7,791,979",2676,"$7,791,979",Feb 7,The Weinstein Company,False
152,153,Bad Words,-,-,-,"$7,779,614",1074,"$7,779,614",Mar 14,Focus Features,False
153,154,A Madea Christmas,-,-,-,"$7,260,501",2194,"$52,543,354",Dec 13,Lionsgate,False
154,155,Foxcatcher,-,-,-,"$6,777,120",759,"$12,096,300",Nov 14,Sony Pictures Classics,False
155,156,Cantinflas,-,-,-,"$6,382,924",429,"$6,382,924",Aug 29,Lionsgate,False
156,157,Big Eyes,-,-,-,"$6,327,678",1408,"$14,482,031",Dec 25,The Weinstein Company,False
157,158,Meet the Mormons,-,-,-,"$6,018,855",333,"$6,047,363",Oct 10,Purdie Distribution,False
158,159,Whiplash,-,-,-,"$5,631,787",567,"$13,092,000",Oct 10,Sony Pictures Classics,False
159,160,Cesar Chavez2014 Re-release,-,-,-,"$5,571,497",664,"$5,571,497",Mar 28,Lionsgate,False
160,161,The Skeleton Twins,-,-,-,"$5,284,309",461,"$5,284,309",Sep 12,Roadside Attractions,False
161,162,The Wind Rises,-,-,-,"$5,209,580",496,"$5,209,580",Feb 21,Walt Disney Studios Motion Pictures,False
162,163,Journey to the South Pacific,-,-,-,"$5,075,069",19,"$7,653,913",Nov 27,IMAX,False
163,164,Jerusalem,-,-,-,"$4,816,453",33,"$8,020,721",Sep 13,National Geographic Entertainment,False
164,165,Hubble,-,-,-,"$4,807,401",151,"$52,522,904",Mar 19,Warner Bros.,False
165,166,Snowpiercer,-,-,-,"$4,563,650",356,"$4,563,650",Jun 27,RADiUS-TWC,False
166,167,The Railway Man,-,-,-,"$4,438,438",600,"$4,438,438",Apr 11,The Weinstein Company,False
167,168,Dear White People,-,-,-,"$4,370,703",393,"$4,404,154",Oct 17,Roadside Attractions,False
168,169,The Lunchbox2013 Re-release,-,-,-,"$4,235,151",165,"$4,235,151",Feb 28,Sony Pictures Classics,False
169,170,My Old Lady,-,-,-,"$3,990,825",273,"$4,013,786",Sep 10,Cohen Media Group,False
170,171,Fading Gigolo,-,-,-,"$3,769,873",356,"$3,769,873",Apr 18,Millennium Entertainment,False
171,172,Thor: The Dark World,-,-,-,"$3,710,408",3841,"$206,362,140",Nov 8,Walt Disney Studios Motion Pictures,False
172,173,Ida,-,-,-,"$3,704,612",137,"$3,827,060",May 2,Music Box Films,False
173,174,Calvary,-,-,-,"$3,600,006",322,"$3,600,006",Aug 1,-,False
174,175,Wish I Was Here,-,-,-,"$3,591,299",753,"$3,591,299",Jul 18,Focus Features,False
175,176,Ghostbusters30th Anniversary Release,-,-,-,"$3,580,343",784,"$3,580,343",Aug 29,Sony Pictures Entertainment (SPE),False
176,177,The Interview,-,-,-,"$3,552,778",581,"$6,105,175",Dec 25,Sony Pictures Entertainment (SPE),False
177,178,What If,-,-,-,"$3,493,000",787,"$3,493,000",Aug 8,CBS Films,False
178,179,The Grand Seduction,-,-,-,"$3,430,018",124,"$3,430,018",May 23,Entertainment One,False
179,180,Veronica Mars,-,-,-,"$3,322,127",347,"$3,322,127",Mar 14,Warner Bros.,False
180,181,Mommy,-,-,-,"$3,298,280",83,"$3,494,070",Sep 19,Roadside Attractions,False
181,182,The Book Thief,-,-,-,"$3,273,749",1316,"$21,488,481",Nov 8,Twentieth Century Fox,False
182,183,Before I Go to Sleep,-,-,-,"$3,242,457",1902,"$3,242,457",Oct 31,Clarius Entertainment,False
183,184,Rosewater,-,-,-,"$3,125,746",371,"$3,128,941",Nov 14,Open Road Films (II),False
184,185,Obvious Child,-,-,-,"$3,123,963",202,"$3,123,963",Jun 6,A24,False
185,186,Mandela: Long Walk to Freedom,-,-,-,"$3,086,965",1010,"$8,323,085",Nov 29,The Weinstein Company,False
186,187,Cloudy with a Chance of Meatballs 2,-,-,-,"$2,936,113",4001,"$119,793,567",Sep 27,Sony Pictures Entertainment (SPE),False
187,188,The Trip to Italy,-,-,-,"$2,880,537",199,"$2,880,537",Aug 15,IFC Films,False
188,189,The Identical,-,-,-,"$2,827,666",1956,"$2,827,666",Sep 5,Freestyle Releasing,False
189,190,The Fluffy Movie: Unity Through Laughter,-,-,-,"$2,827,393",432,"$2,827,393",Jul 25,Open Road Films (II),False
190,191,Kirk Cameron's Saving Christmas,-,-,-,"$2,783,970",410,"$2,783,970",Nov 14,The Samuel Goldwyn Company,False
191,192,The Good Lie,-,-,-,"$2,702,251",461,"$2,722,209",Oct 3,Warner Bros.,False
192,193,The Pyramid,-,-,-,"$2,692,919",685,"$2,756,333",Dec 5,Twentieth Century Fox,False
193,194,Space Station 3D,-,-,-,"$2,672,152",64,"$93,383,953",Apr 19,IMAX,False
194,195,The Raid 2,-,-,-,"$2,627,209",954,"$2,627,209",Mar 28,Sony Pictures Classics,False
195,196,Under the Skin,-,-,-,"$2,614,251",176,"$2,614,251",Apr 4,A24,False
196,197,The Admiral: Roaring Currents,-,-,-,"$2,589,811",45,"$2,589,811",Aug 8,CJ Entertainment,False
197,198,Dragon Ball Z: Battle of Gods,-,-,-,"$2,553,002",692,"$2,553,002",Aug 5,Screenvision,False
198,199,Bang Bang,-,-,-,"$2,546,172",271,"$2,546,172",Oct 2,FIP,False
199,200,Kick,-,-,-,"$2,472,695",180,"$2,472,695",Jul 25,UTV Motion Pictures,False
