,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
65,66,Stardust,-,-,-,"$38,634,938",2565,"$38,634,938",Aug 10,Paramount Pictures,False
66,67,Pan's Labyrinth,-,-,-,"$37,065,974",1143,"$37,634,615",Dec 29,Picturehouse,False
67,68,The Brave One,-,-,-,"$36,793,804",2837,"$36,793,804",Sep 14,Warner Bros.,False
68,69,The Heartbreak Kid,-,-,-,"$36,787,257",3233,"$36,787,257",Oct 5,DreamWorks,False
69,70,Freedom Writers,-,-,-,"$36,605,602",2286,"$36,605,602",Jan 5,Paramount Pictures,False
70,71,Smokin' Aces,-,-,-,"$35,787,686",2219,"$35,787,686",Jan 26,Universal Pictures,False
71,72,The Messengers,-,-,-,"$35,374,833",2529,"$35,374,833",Feb 2,Screen Gems,False
72,73,The Number 23,-,-,-,"$35,189,000",2759,"$35,193,167",Feb 23,New Line Cinema,False
73,74,Good Luck Chuck,-,-,-,"$35,017,297",2612,"$35,017,297",Sep 21,Lionsgate,False
74,75,Children of Men,-,-,-,"$34,469,579",1524,"$35,552,383",Dec 25,Universal Pictures,False
75,76,Breach,-,-,-,"$33,231,264",1505,"$33,231,264",Feb 16,Universal Pictures,False
76,77,Zodiac,-,-,-,"$33,080,084",2379,"$33,080,084",Mar 2,Paramount Pictures,False
77,78,Balls of Fury,-,-,-,"$32,887,212",3081,"$32,886,940",Aug 29,Rogue Pictures,False
78,79,Mr. Bean's Holiday,-,-,-,"$32,589,350",1778,"$33,302,167",Aug 24,Universal Pictures,False
79,80,Daddy's Little Girls,-,-,-,"$31,366,978",2111,"$31,366,978",Feb 14,Lionsgate,False
80,81,Mr. Magorium's Wonder Emporium,-,-,-,"$31,049,456",3168,"$32,061,555",Nov 16,Twentieth Century Fox,False
81,82,August Rush,-,-,-,"$30,098,712",2310,"$31,664,162",Nov 21,Warner Bros.,False
82,83,Charlotte's Web,-,-,-,"$30,067,167",3745,"$82,985,708",Dec 15,Paramount Pictures,False
83,84,28 Weeks Later,-,-,-,"$28,638,916",2305,"$28,638,916",May 11,Fox Atomic,False
84,85,We Own the Night,-,-,-,"$28,563,179",2402,"$28,563,179",Oct 12,Sony Pictures Entertainment (SPE),False
85,86,Mr. Brooks,-,-,-,"$28,549,298",2453,"$28,549,298",Jun 1,Metro-Goldwyn-Mayer (MGM),False
86,87,Sweeney Todd: The Demon Barber of Fleet Street,-,-,-,"$28,284,597",1507,"$52,898,073",Dec 21,DreamWorks,False
87,88,The Queen,-,-,-,"$28,243,685",1850,"$56,441,711",Sep 30,Miramax,False
88,89,Aliens vs. Predator: Requiem,-,-,-,"$28,206,419",2617,"$41,797,066",Dec 25,Twentieth Century Fox,False
89,90,Juno,-,-,-,"$27,926,452",2534,"$143,495,265",Dec 5,-,False
90,91,Hannibal Rising,-,-,-,"$27,670,986",3003,"$27,670,986",Feb 9,-,False
91,92,The Nanny Diaries,-,-,-,"$25,930,652",2636,"$25,930,652",Aug 24,-,False
92,93,Mr. Woodcock,-,-,-,"$25,798,627",2237,"$25,799,486",Sep 14,New Line Cinema,False
93,94,Nancy Drew,-,-,-,"$25,612,520",2612,"$25,612,520",Jun 15,Warner Bros.,False
94,95,The Mist,-,-,-,"$25,300,068",2423,"$25,594,957",Nov 21,-,False
95,96,P.S. I Love You,-,-,-,"$25,290,121",2471,"$53,695,808",Dec 21,Warner Bros.,False
96,97,The Reaping,-,-,-,"$25,126,214",2603,"$25,126,214",Apr 5,Warner Bros.,False
97,98,Grindhouse,-,-,-,"$25,037,897",2629,"$25,037,897",Apr 6,-,False
98,99,The Good Shepherd,-,-,-,"$24,886,340",2250,"$59,952,835",Dec 22,Universal Pictures,False
99,100,Sicko,-,-,-,"$24,540,079",1117,"$24,540,079",Jun 22,Lionsgate,False
100,101,Across the Universe,-,-,-,"$24,343,673",964,"$24,343,673",Sep 14,Revolution Studios,False
101,102,Perfect Stranger,-,-,-,"$23,984,949",2661,"$23,984,949",Apr 13,Revolution Studios,False
102,103,Hot Fuzz,-,-,-,"$23,641,691",1272,"$23,637,265",Apr 20,Rogue Pictures,False
103,104,War,-,-,-,"$22,486,409",2277,"$22,486,409",Aug 24,Lionsgate,False
104,105,Rocky Balboa,-,-,-,"$22,330,311",3019,"$70,270,943",Dec 20,Metro-Goldwyn-Mayer (MGM),False
105,106,Happy Feet,-,-,-,"$22,032,690",3804,"$198,000,317",Nov 17,Warner Bros.,False
106,107,Blood Diamond,-,-,-,"$21,651,382",1920,"$57,377,916",Dec 8,Warner Bros.,False
107,108,The Last Mimzy,-,-,-,"$21,501,320",3017,"$21,471,047",Mar 23,New Line Cinema,False
108,109,Amazing Grace,-,-,-,"$21,253,061",1162,"$21,250,683",Feb 23,IDP Distribution,False
109,110,The Hills Have Eyes 2,-,-,-,"$20,804,166",2465,"$20,804,166",Mar 23,Fox Atomic,False
110,111,The Invisible,-,-,-,"$20,578,909",2019,"$20,578,909",Apr 27,Walt Disney Studios Motion Pictures,False
111,112,Reno 911!: Miami,-,-,-,"$20,342,161",2702,"$20,342,161",Feb 23,Twentieth Century Fox,False
112,113,Gone Baby Gone,-,-,-,"$20,263,775",1713,"$20,300,218",Oct 19,Miramax,False
113,114,Reign Over Me,-,-,-,"$19,661,987",1747,"$19,661,987",Mar 23,Sony Pictures Entertainment (SPE),False
114,115,Vacancy,-,-,-,"$19,363,565",2551,"$19,363,565",Apr 20,Screen Gems,False
115,116,Georgia Rule,-,-,-,"$19,103,072",2531,"$19,103,072",May 11,Universal Pictures,False
116,117,Waitress,-,-,-,"$19,074,800",707,"$19,074,800",May 2,-,False
117,118,The Water Horse,-,-,-,"$19,060,024",2777,"$40,946,255",Dec 25,Revolution Studios,False
118,119,Becoming Jane,-,-,-,"$18,667,765",1210,"$18,670,946",Aug 3,Miramax,False
119,120,Eragon,-,-,-,"$18,609,729",3030,"$75,030,163",Dec 15,Twentieth Century Fox,False
120,121,We Are Marshall,-,-,-,"$18,417,052",2606,"$43,545,364",Dec 22,Warner Bros.,False
121,122,Next,-,-,-,"$18,211,013",2733,"$18,211,013",Apr 27,Paramount Pictures,False
122,123,Hostel: Part II,-,-,-,"$17,609,452",2350,"$17,609,452",Jun 8,Lionsgate,False
123,124,Eastern Promises,-,-,-,"$17,266,000",1408,"$17,266,000",Sep 14,Focus Features,False
124,125,Into the Wild,-,-,-,"$17,016,349",660,"$18,354,356",Sep 21,Paramount Vantage,False
125,126,Notes on a Scandal,-,-,-,"$16,896,774",682,"$17,510,118",Dec 25,-,False
126,127,Dead Silence,-,-,-,"$16,809,076",1806,"$16,809,076",Mar 16,Universal Pictures,False
127,128,The Hitcher,-,-,-,"$16,471,663",2836,"$16,472,961",Jan 19,Rogue Pictures,False
128,129,Elizabeth: The Golden Age,-,-,-,"$16,383,509",2006,"$16,383,509",Oct 12,Universal Pictures,False
129,130,Happily N'Ever After,-,-,-,"$15,589,393",2381,"$15,589,393",Jan 5,Lionsgate,False
130,131,Catch and Release,-,-,-,"$15,539,051",1622,"$15,539,051",Jan 26,Sony Pictures Entertainment (SPE),False
131,132,Alpha Dog,-,-,-,"$15,242,450",1292,"$15,309,602",Jan 12,Universal Pictures,False
132,133,Arthur and the Invisibles,-,-,-,"$15,132,763",2248,"$15,132,763",Dec 29,-,False
133,134,The Invasion,-,-,-,"$15,074,191",2776,"$15,074,191",Aug 17,Warner Bros.,False
134,135,Lions for Lambs,-,-,-,"$14,934,940",2216,"$15,002,854",Nov 9,United Artists,False
135,136,The Great Debaters,-,-,-,"$14,692,291",1290,"$30,236,407",Dec 25,-,False
136,137,The Nightmare Before Christmas2008 3D Release,-,-,-,"$14,486,897",564,"$14,486,897",Oct 19,Walt Disney Studios Motion Pictures,False
137,138,Babel,-,-,-,"$14,477,699",1251,"$34,302,837",Oct 27,Paramount Vantage,False
138,139,Awake,-,-,-,"$14,061,840",2023,"$14,377,198",Nov 30,-,False
139,140,The Last King of Scotland,-,-,-,"$13,987,084",540,"$17,606,684",Sep 27,-,False
140,141,Hot Rod,-,-,-,"$13,938,332",2607,"$13,938,332",Aug 3,Paramount Pictures,False
141,142,Firehouse Dog,-,-,-,"$13,932,383",2881,"$13,932,383",Apr 4,Twentieth Century Fox,False
142,143,Casino Royale,-,-,-,"$13,914,016",3443,"$167,445,960",Nov 17,Sony Pictures Entertainment (SPE),False
143,144,The Namesake,-,-,-,"$13,569,248",335,"$13,569,248",Mar 9,-,False
144,145,Letters from Iwo Jima,-,-,-,"$13,439,713",781,"$13,756,082",Dec 20,Warner Bros.,False
145,146,The Comebacks,-,-,-,"$13,349,927",2812,"$13,349,927",Oct 19,Fox Atomic,False
146,147,Daddy Day Camp,-,-,-,"$13,235,267",2332,"$13,235,267",Aug 8,Revolution Studios,False
147,148,The Holiday,-,-,-,"$13,195,764",2698,"$63,224,849",Dec 8,Sony Pictures Entertainment (SPE),False
148,149,Walk Hard: The Dewey Cox Story,-,-,-,"$13,075,101",2650,"$18,317,151",Dec 21,Sony Pictures Entertainment (SPE),False
149,150,Shoot 'Em Up,-,-,-,"$12,808,249",2108,"$12,807,139",Sep 7,New Line Cinema,False
150,151,I Think I Love My Wife,-,-,-,"$12,550,605",1794,"$12,550,605",Mar 16,-,False
151,152,Evening,-,-,-,"$12,491,578",979,"$12,492,481",Jun 29,Focus Features,False
152,153,Atonement,-,-,-,"$12,038,713",1400,"$50,927,067",Dec 7,Focus Features,False
153,154,The Departed,-,-,-,"$12,024,702",3017,"$132,384,315",Oct 6,Warner Bros.,False
154,155,Deep Sea,-,-,-,"$11,779,806",47,"$46,412,757",Mar 3,Warner Bros.,False
155,156,Sydney White,-,-,-,"$11,730,515",2106,"$11,892,415",Sep 21,Universal Pictures,False
156,157,The Darjeeling Limited,-,-,-,"$11,688,596",698,"$11,902,715",Sep 29,-,False
157,158,The Lives of Others,-,-,-,"$11,279,373",259,"$11,286,112",Feb 9,Sony Pictures Classics,False
158,159,In the Land of Women,-,-,-,"$11,052,958",2155,"$11,052,958",Apr 20,Warner Bros.,False
159,160,The Astronaut Farmer,-,-,-,"$11,003,643",2155,"$11,003,643",Feb 23,Warner Bros.,False
160,161,Dragon Wars: D-War,-,-,-,"$10,976,790",2277,"$10,977,721",Sep 14,Freestyle Releasing,False
161,162,Primeval,-,-,-,"$10,597,734",2444,"$10,597,734",Jan 12,Walt Disney Studios Motion Pictures,False
162,163,La Vie En Rose,-,-,-,"$10,317,536",178,"$10,301,706",Jun 8,Picturehouse,False
163,164,Pathfinder,-,-,-,"$10,232,081",1756,"$10,232,081",Apr 13,Twentieth Century Fox,False
164,165,Bratz,-,-,-,"$10,010,209",1509,"$10,010,209",Aug 3,Lionsgate,False
165,166,Rendition,-,-,-,"$9,737,921",2250,"$9,736,045",Oct 19,New Line Cinema,False
166,167,Death Sentence,-,-,-,"$9,534,258",1823,"$9,534,258",Aug 31,Twentieth Century Fox,False
167,168,Once,-,-,-,"$9,439,923",150,"$9,439,923",May 16,-,False
168,169,Black Snake Moan,-,-,-,"$9,396,870",1253,"$9,396,870",Mar 2,Paramount Vantage,False
169,170,A Mighty Heart,-,-,-,"$9,176,787",1355,"$9,176,787",Jun 22,Paramount Vantage,False
170,171,The Seeker: The Dark Is Rising,-,-,-,"$8,794,452",3173,"$8,794,452",Oct 5,Twentieth Century Fox,False
171,172,Death at a Funeral,-,-,-,"$8,579,033",324,"$8,580,428",Aug 17,Metro-Goldwyn-Mayer (MGM),False
172,173,Apocalypto,-,-,-,"$8,212,399",2465,"$50,866,635",Dec 8,Walt Disney Studios Motion Pictures,False
173,174,Code Name: The Cleaner,-,-,-,"$8,135,361",1736,"$8,135,024",Jan 5,New Line Cinema,False
174,175,Delta Farce,-,-,-,"$8,130,530",1931,"$8,130,530",May 11,Lionsgate,False
175,176,Space Station 3D,-,-,-,"$7,924,229",64,"$93,383,953",Apr 19,IMAX,False
176,177,Volver,-,-,-,"$7,745,994",689,"$12,899,867",Nov 3,Sony Pictures Classics,False
177,178,Bella,-,-,-,"$7,604,523",457,"$8,070,537",Oct 26,Roadside Attractions,False
178,179,The Painted Veil,-,-,-,"$7,563,049",287,"$8,060,487",Dec 20,Warner Independent Pictures (WIP),False
179,180,El cantante,-,-,-,"$7,556,712",542,"$7,556,712",Aug 3,Picturehouse,False
180,181,Martian Child,-,-,-,"$7,499,980",2020,"$7,500,310",Nov 2,New Line Cinema,False
181,182,I Know Who Killed Me,-,-,-,"$7,498,716",1320,"$7,498,716",Jul 27,Sony Pictures Entertainment (SPE),False
182,183,The Condemned,-,-,-,"$7,371,706",2310,"$7,371,706",Apr 27,Lionsgate,False
183,184,The Hoax,-,-,-,"$7,164,561",1069,"$7,164,995",Apr 6,Miramax,False
184,185,Pride,-,-,-,"$7,057,600",1518,"$7,057,600",Mar 23,Lionsgate,False
185,186,Bug,-,-,-,"$7,025,810",1661,"$7,025,810",May 25,Lionsgate,False
186,187,Redline,-,-,-,"$6,881,022",1607,"$6,881,022",Apr 13,Chicago Pictures,False
187,188,In the Valley of Elah,-,-,-,"$6,765,023",978,"$6,777,741",Sep 14,Warner Independent Pictures (WIP),False
188,189,Before the Devil Knows You're Dead,-,-,-,"$6,417,429",321,"$7,084,227",Oct 26,THINKFilm,False
189,190,The Last Legion,-,-,-,"$5,933,494",2002,"$5,933,494",Aug 17,The Weinstein Company,False
190,191,Feel the Noise,-,-,-,"$5,898,393",1020,"$5,898,393",Oct 5,-,False
191,192,The Kite Runner,-,-,-,"$5,849,481",715,"$15,800,078",Dec 14,Paramount Vantage,False
192,193,Sea Monsters: A Prehistoric Adventure,-,-,-,"$5,846,578",252,"$23,746,066",Oct 5,National Geographic Entertainment,False
193,194,Lucky You,-,-,-,"$5,758,950",2525,"$5,758,950",May 4,Warner Bros.,False
194,195,Who's Your Caddy?,-,-,-,"$5,713,425",1019,"$5,713,425",Jul 27,-,False
195,196,Lars and the Real Girl,-,-,-,"$5,695,030",321,"$5,972,884",Oct 12,Metro-Goldwyn-Mayer (MGM),False
196,197,Magnificent Desolation: Walking on the Moon,-,-,-,"$5,568,672",82,"$34,137,524",Sep 23,IMAX,False
197,198,Aqua Teen Hunger Force Colon Movie Film for Theaters,-,-,-,"$5,520,131",877,"$5,520,368",Apr 13,First Look International,False
198,199,Rescue Dawn,-,-,-,"$5,490,423",505,"$5,490,423",Jul 4,Metro-Goldwyn-Mayer (MGM),False
199,200,The Perfect Holiday,-,-,-,"$5,453,295",1307,"$5,812,781",Dec 12,Yari Film Group Releasing,False
