,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
45,46,Dolphin Tale,-,-,-,"$71,922,716",3515,"$72,286,779",Sep 23,Warner Bros.,False
46,47,Jack and Jill,-,-,-,"$71,635,888",3438,"$74,158,157",Nov 11,Sony Pictures Entertainment (SPE),False
47,48,No Strings Attached,-,-,-,"$70,662,220",3050,"$70,662,220",Jan 21,Paramount Pictures,False
48,49,Mr. Popper's Penguins,-,-,-,"$68,224,452",3342,"$68,224,452",Jun 17,Twentieth Century Fox,False
49,50,Black Swan,-,-,-,"$66,088,335",2407,"$106,954,678",Dec 3,-,False
50,51,Little Fockers,-,-,-,"$63,881,175",3675,"$148,438,600",Dec 22,Universal Pictures,False
51,52,Unknown,-,-,-,"$63,686,397",3043,"$63,686,397",Feb 18,Warner Bros.,False
52,53,The Adjustment Bureau,-,-,-,"$62,495,645",2847,"$62,495,645",Mar 4,Universal Pictures,False
53,54,Happy Feet Two,-,-,-,"$60,692,394",3611,"$64,006,466",Nov 18,Warner Bros.,False
54,55,Water for Elephants,-,-,-,"$58,709,717",2820,"$58,709,717",Apr 22,Twentieth Century Fox,False
55,56,The Lincoln Lawyer,-,-,-,"$58,009,200",2707,"$58,009,200",Mar 18,Lionsgate,False
56,57,Midnight in Paris,-,-,-,"$56,369,174",1038,"$56,817,045",May 20,Sony Pictures Classics,False
57,58,Friends with Benefits,-,-,-,"$55,802,754",2926,"$55,802,754",Jul 22,Screen Gems,False
58,59,I Am Number Four,-,-,-,"$55,100,437",3156,"$55,100,437",Feb 18,Walt Disney Studios Motion Pictures,False
59,60,Source Code,-,-,-,"$54,712,227",2971,"$54,712,227",Apr 1,Summit Entertainment,False
60,61,The Fighter,-,-,-,"$54,575,215",2534,"$93,617,009",Dec 10,Paramount Pictures,False
61,62,Tron: Legacy,-,-,-,"$54,522,682",3451,"$172,062,763",Dec 17,Walt Disney Studios Motion Pictures,False
62,63,Insidious,-,-,-,"$54,009,150",2419,"$54,009,150",Apr 1,FilmDistrict,False
63,64,Madea's Big Happy Family,-,-,-,"$53,345,287",2288,"$53,345,287",Apr 22,Lionsgate,False
64,65,Diary of a Wimpy Kid: Rodrick Rules,-,-,-,"$52,698,535",3169,"$52,698,535",Mar 25,Twentieth Century Fox,False
65,66,Footloose2011 Re-release,-,-,-,"$51,614,979",3555,"$51,802,742",Oct 14,Paramount Pictures,False
66,67,The Girl with the Dragon Tattoo,-,-,-,"$50,338,690",2950,"$102,515,793",Dec 21,Sony Pictures Entertainment (SPE),False
67,68,Hugo,-,-,-,"$48,623,365",2608,"$73,864,507",Nov 23,Paramount Pictures,False
68,69,The Dilemma,-,-,-,"$48,475,290",2943,"$48,475,290",Jan 14,Universal Pictures,False
69,70,Arthur Christmas,-,-,-,"$45,650,370",3376,"$46,462,469",Nov 23,Sony Pictures Entertainment (SPE),False
70,71,Hall Pass,-,-,-,"$45,060,734",2950,"$45,060,734",Feb 25,Warner Bros.,False
71,72,New Year's Eve,-,-,-,"$44,205,254",3505,"$54,544,638",Dec 9,Warner Bros.,False
72,73,Soul Surfer,-,-,-,"$43,853,424",2240,"$43,853,424",Apr 8,TriStar Pictures,False
73,74,The Adventures of Tintin,-,-,-,"$43,852,027",3087,"$77,591,831",Dec 21,Paramount Pictures,False
74,75,Yogi Bear,-,-,-,"$42,827,461",3515,"$100,246,011",Dec 17,Warner Bros.,False
75,76,Final Destination 5,-,-,-,"$42,587,643",3155,"$42,587,643",Aug 12,Warner Bros.,False
76,77,The Ides of March,-,-,-,"$40,796,111",2199,"$40,962,534",Oct 7,Sony Pictures Entertainment (SPE),False
77,78,Hanna,-,-,-,"$40,259,119",2545,"$40,259,119",Apr 8,Focus Features,False
78,79,Tangled,-,-,-,"$39,537,546",3603,"$200,821,936",Nov 24,Walt Disney Studios Motion Pictures,False
79,80,Something Borrowed,-,-,-,"$39,046,489",2904,"$39,046,489",May 6,Warner Bros.,False
80,81,Spy Kids 4: All the Time in the World,-,-,-,"$38,538,188",3305,"$38,538,188",Aug 19,-,False
81,82,The Descendants,-,-,-,"$38,295,831",2038,"$82,584,160",Nov 16,-,False
82,83,Scream 4,-,-,-,"$38,180,928",3314,"$38,180,928",Apr 15,-,False
83,84,"Big Mommas: Like Father, Like Son",-,-,-,"$37,915,414",2821,"$37,915,414",Feb 18,Twentieth Century Fox,False
84,85,Red Riding Hood,-,-,-,"$37,662,162",3030,"$37,662,162",Mar 11,Warner Bros.,False
85,86,Paul,-,-,-,"$37,412,945",2806,"$37,412,945",Mar 18,Universal Pictures,False
86,87,The Roommate,-,-,-,"$37,300,000",2534,"$37,300,000",Feb 4,Screen Gems,False
87,88,We Bought a Zoo,-,-,-,"$37,297,939",3170,"$75,624,550",Dec 23,Twentieth Century Fox,False
88,89,Jumping the Broom,-,-,-,"$37,295,394",2035,"$37,295,394",May 6,TriStar Pictures,False
89,90,The Change-Up,-,-,-,"$37,081,475",2913,"$37,081,475",Aug 5,Universal Pictures,False
90,91,30 Minutes or Less,-,-,-,"$37,053,924",2888,"$37,053,924",Aug 12,Sony Pictures Entertainment (SPE),False
91,92,In Time,-,-,-,"$37,012,131",3127,"$37,520,095",Oct 28,Twentieth Century Fox,False
92,93,Colombiana,-,-,-,"$36,665,854",2614,"$36,665,854",Aug 26,TriStar Pictures,False
93,94,J. Edgar,-,-,-,"$36,493,051",1985,"$37,306,030",Nov 9,Warner Bros.,False
94,95,Sucker Punch,-,-,-,"$36,392,502",3033,"$36,392,502",Mar 25,Warner Bros.,False
95,96,War Horse,-,-,-,"$36,352,197",2856,"$79,884,879",Dec 25,Walt Disney Studios Motion Pictures,False
96,97,Larry Crowne,-,-,-,"$35,608,245",2976,"$35,608,245",Jul 1,Universal Pictures,False
97,98,50/50,-,-,-,"$35,014,192",2479,"$35,014,192",Sep 30,Summit Entertainment,False
98,99,A Very Harold & Kumar Christmas,-,-,-,"$34,853,056",2875,"$35,061,031",Nov 4,Warner Bros.,False
99,100,Drive,-,-,-,"$34,820,731",2904,"$35,061,555",Sep 16,FilmDistrict,False
100,101,Courageous,-,-,-,"$33,975,486",1214,"$34,522,221",Sep 30,TriStar Pictures,False
101,102,The Rite,-,-,-,"$33,047,633",2985,"$33,047,633",Jan 28,Warner Bros.,False
102,103,Arthur,-,-,-,"$33,035,397",3276,"$33,035,397",Apr 8,Warner Bros.,False
103,104,The Debt,-,-,-,"$31,177,548",1874,"$31,177,548",Aug 31,Focus Features,False
104,105,Priest,-,-,-,"$29,137,000",2864,"$29,137,000",May 13,Screen Gems,False
105,106,The Mechanic,-,-,-,"$29,121,498",2704,"$29,121,498",Jan 28,CBS Films,False
106,107,Abduction,-,-,-,"$28,087,155",3118,"$28,087,155",Sep 23,Lionsgate,False
107,108,Beastly,-,-,-,"$27,865,571",1959,"$27,865,571",Mar 4,CBS Films,False
108,109,Winnie the Pooh,-,-,-,"$26,692,846",2405,"$26,692,846",Jul 15,Walt Disney Studios Motion Pictures,False
109,110,The Sitter,-,-,-,"$25,610,935",2752,"$30,441,326",Dec 9,Twentieth Century Fox,False
110,111,Killer Elite,-,-,-,"$25,124,966",2986,"$25,124,966",Sep 23,Open Road Films (II),False
111,112,Season of the Witch,-,-,-,"$24,827,228",2827,"$24,827,228",Jan 7,Relativity Media,False
112,113,Our Idiot Brother,-,-,-,"$24,816,118",2555,"$24,816,118",Aug 26,The Weinstein Company,False
113,114,The Chronicles of Narnia: The Voyage of the Dawn Treader,-,-,-,"$24,320,853",3555,"$104,386,950",Dec 10,Twentieth Century Fox,False
114,115,Don't Be Afraid of the Dark,-,-,-,"$24,046,682",2780,"$24,046,682",Aug 26,FilmDistrict,False
115,116,Sanctum,-,-,-,"$23,209,310",2789,"$23,209,310",Feb 4,Universal Pictures,False
116,117,Monte Carlo,-,-,-,"$23,186,769",2473,"$23,186,769",Jul 1,Twentieth Century Fox,False
117,118,Gulliver's Travels,-,-,-,"$21,657,544",3089,"$42,779,261",Dec 25,Twentieth Century Fox,False
118,119,Your Highness,-,-,-,"$21,596,445",2772,"$21,596,445",Apr 8,Universal Pictures,False
119,120,Mars Needs Moms,-,-,-,"$21,392,758",3117,"$21,392,758",Mar 11,Walt Disney Studios Motion Pictures,False
120,121,Dream House,-,-,-,"$21,302,340",2664,"$21,302,340",Sep 30,Universal Pictures,False
121,122,Conan the Barbarian,-,-,-,"$21,295,021",3015,"$21,295,021",Aug 19,Lionsgate,False
122,123,The Three Musketeers,-,-,-,"$20,374,484",3017,"$20,374,484",Oct 21,Summit Entertainment,False
123,124,Country Strong,-,-,-,"$20,129,285",1441,"$20,218,921",Dec 22,Screen Gems,False
124,125,The Eagle,-,-,-,"$19,490,041",2296,"$19,490,041",Feb 11,Focus Features,False
125,126,Shark Night,-,-,-,"$18,877,153",2848,"$18,877,153",Sep 2,Relativity Media,False
126,127,Fright Night,-,-,-,"$18,302,607",3114,"$18,302,607",Aug 19,Walt Disney Studios Motion Pictures,False
127,128,Apollo 18,-,-,-,"$17,687,709",3330,"$17,687,709",Sep 2,-,False
128,129,The Tourist,-,-,-,"$17,664,192",2756,"$67,631,157",Dec 10,Sony Pictures Entertainment (SPE),False
129,130,The Thing,-,-,-,"$16,928,670",2996,"$16,928,670",Oct 14,Universal Pictures,False
130,131,Harry Potter and the Deathly Hallows: Part 1,-,-,-,"$15,753,178",4125,"$295,983,305",Nov 19,Warner Bros.,False
131,132,African Cats,-,-,-,"$15,428,747",1224,"$15,428,747",Apr 22,Walt Disney Studios Motion Pictures,False
132,133,Born to Be Wild,-,-,-,"$15,134,212",208,"$25,978,556",Apr 8,Warner Bros.,False
133,134,Judy Moody and the Not Bummer Summer,-,-,-,"$15,013,650",2524,"$15,013,650",Jun 10,Relativity Media,False
134,135,What's Your Number?,-,-,-,"$14,011,084",3011,"$14,011,084",Sep 30,Twentieth Century Fox,False
135,136,One Day,-,-,-,"$13,843,771",1725,"$13,843,771",Aug 19,Focus Features,False
136,137,Warrior,-,-,-,"$13,657,115",1883,"$13,657,115",Sep 9,Lionsgate,False
137,138,The Tree of Life,-,-,-,"$13,303,319",237,"$13,303,319",May 27,-,False
138,139,The Rum Diary,-,-,-,"$13,109,815",2292,"$13,109,815",Oct 28,FilmDistrict,False
139,140,Glee: The 3D Concert Movie,-,-,-,"$11,862,398",2040,"$11,862,398",Aug 12,Twentieth Century Fox,False
140,141,The Darkest Hour,-,-,-,"$11,672,484",2327,"$21,443,494",Dec 25,Summit Entertainment,False
141,142,The Conspirator,-,-,-,"$11,538,204",849,"$11,538,204",Apr 15,Roadside Attractions,False
142,143,Young Adult,-,-,-,"$11,306,815",987,"$16,311,571",Dec 9,Paramount Pictures,False
143,144,Jane Eyre,-,-,-,"$11,242,660",319,"$11,242,660",Mar 11,Focus Features,False
144,145,Drive Angry,-,-,-,"$10,721,033",2290,"$10,721,033",Feb 25,Summit Entertainment,False
145,146,Straw Dogs,-,-,-,"$10,324,441",2408,"$10,324,441",Sep 16,Screen Gems,False
146,147,Win Win,-,-,-,"$10,179,275",388,"$10,179,275",Mar 18,-,False
147,148,Hoodwinked 2: Hood vs. Evil,-,-,-,"$10,143,779",2505,"$10,143,779",Apr 29,The Weinstein Company,False
148,149,Prom,-,-,-,"$10,130,219",2730,"$10,130,219",Apr 29,Walt Disney Studios Motion Pictures,False
149,150,Hubble,-,-,-,"$9,918,825",151,"$52,522,904",Mar 19,Warner Bros.,False
150,151,I Don't Know How She Does It,-,-,-,"$9,662,284",2490,"$9,662,284",Sep 16,The Weinstein Company,False
151,152,Blue Valentine,-,-,-,"$9,571,672",450,"$9,706,328",Dec 29,The Weinstein Company,False
152,153,My Week with Marilyn,-,-,-,"$8,616,645",630,"$14,600,347",Nov 23,The Weinstein Company,False
153,154,How Do You Know,-,-,-,"$8,403,729",2483,"$30,212,620",Dec 17,Sony Pictures Entertainment (SPE),False
154,155,Johnny English Reborn,-,-,-,"$8,305,970",1554,"$8,305,970",Oct 21,Universal Pictures,False
155,156,127 Hours,-,-,-,"$8,132,002",916,"$18,335,230",Nov 5,-,False
156,157,Kevin Hart: Laugh at My Pain,-,-,-,"$7,706,436",287,"$7,706,436",Sep 9,Codeblack Entertainment,False
157,158,Elle s'appelait Sarah,-,-,-,"$7,693,187",319,"$7,693,187",Jul 22,The Weinstein Company,False
158,159,The Big Year,-,-,-,"$7,204,138",2150,"$7,204,138",Oct 14,Twentieth Century Fox,False
159,160,Take Me Home Tonight,-,-,-,"$6,928,068",2003,"$6,928,068",Mar 4,Relativity Media,False
160,161,Cedar Rapids,-,-,-,"$6,861,102",462,"$6,861,102",Feb 11,-,False
161,162,Beginners,-,-,-,"$5,790,894",170,"$5,790,894",Jun 3,Focus Features,False
162,163,The Guard,-,-,-,"$5,334,881",203,"$5,360,274",Jul 29,Sony Pictures Classics,False
163,164,Cave of Forgotten Dreams,-,-,-,"$5,304,920",123,"$5,304,920",Apr 29,IFC Films,False
164,165,Margin Call,-,-,-,"$5,237,509",199,"$5,354,039",Oct 21,Roadside Attractions,False
165,166,Biutiful,-,-,-,"$5,101,237",191,"$5,101,237",Jan 28,Roadside Attractions,False
166,167,Megamind,-,-,-,"$4,648,061",3949,"$148,415,853",Nov 5,DreamWorks,False
167,168,Atlas Shrugged: Part I,-,-,-,"$4,627,375",465,"$4,627,375",Apr 15,Rocky Mountain Pictures,False
168,169,The Artist,-,-,-,"$4,596,579",1756,"$44,671,682",Nov 25,The Weinstein Company,False
169,170,Anonymous,-,-,-,"$4,463,292",513,"$4,463,292",Oct 28,Sony Pictures Entertainment (SPE),False
170,171,The Company Men,-,-,-,"$4,441,272",277,"$4,441,272",Jan 21,The Weinstein Company,False
171,172,Barney's Version,-,-,-,"$4,439,201",281,"$4,439,201",Jan 14,Sony Pictures Classics,False
172,173,Seven Days in Utopia,-,-,-,"$4,373,074",561,"$4,373,074",Sep 2,Visio Entertainment,False
173,174,The Way2010 Re-release,-,-,-,"$4,154,206",283,"$4,430,765",Oct 7,-,False
174,175,The Social Network,-,-,-,"$4,086,412",2921,"$96,962,694",Oct 1,Sony Pictures Entertainment (SPE),False
175,176,Buck,-,-,-,"$4,038,912",152,"$4,038,912",Jun 17,IFC Films,False
176,177,Of Gods and Men,-,-,-,"$3,939,252",120,"$3,951,596",Feb 25,Sony Pictures Classics,False
177,178,Under the Sea 3D,-,-,-,"$3,602,854",108,"$36,262,926",Feb 13,Warner Bros.,False
178,179,Tinker Tailor Soldier Spy,-,-,-,"$3,566,606",886,"$24,149,393",Dec 9,Focus Features,False
179,180,Like Crazy,-,-,-,"$3,365,267",162,"$3,395,391",Oct 28,Paramount Vantage,False
180,181,The King's SpeechPG-13 Version,-,-,-,"$3,344,306",1011,"$3,344,306",Apr 1,The Weinstein Company,False
181,182,Sea Rex 3D: Journey to a Prehistoric World,-,-,-,"$3,324,264",14,"$6,096,582",May 28,3D Entertainment,False
182,183,Zindagi Na Milegi Dobara,-,-,-,"$3,108,485",100,"$3,108,485",Jul 15,Eros Worldwide,False
183,184,From Prada to Nada,-,-,-,"$3,033,623",261,"$3,033,623",Jan 28,Lionsgate,False
184,185,The Skin I Live In,-,-,-,"$3,032,532",116,"$3,185,812",Oct 14,Sony Pictures Classics,False
185,186,Martha Marcy May Marlene,-,-,-,"$2,990,625",183,"$2,990,625",Oct 21,-,False
186,187,Another Year,-,-,-,"$2,989,252",236,"$3,205,706",Dec 29,Sony Pictures Classics,False
187,188,Don 2,-,-,-,"$2,952,602",167,"$3,680,306",Dec 22,Reliance Big Pictures,False
188,189,Everything Must Go,-,-,-,"$2,711,643",245,"$2,711,643",May 13,Roadside Attractions,False
189,190,The Way Back,-,-,-,"$2,701,859",678,"$2,701,859",Jan 21,Newmarket Films,False
190,191,Bucky Larson: Born to Be a Star,-,-,-,"$2,529,395",1500,"$2,529,395",Sep 9,Sony Pictures Entertainment (SPE),False
191,192,Ra.One,-,-,-,"$2,511,689",189,"$2,511,689",Oct 26,Eros Worldwide,False
192,193,Melancholia,-,-,-,"$2,492,800",145,"$3,030,848",Nov 11,Magnolia Pictures,False
193,194,Unstoppable,-,-,-,"$2,458,185",3261,"$81,562,942",Nov 12,Twentieth Century Fox,False
194,195,The Grace Card,-,-,-,"$2,430,735",352,"$2,430,735",Feb 25,The Samuel Goldwyn Company,False
195,196,Space Station 3D,-,-,-,"$2,175,891",64,"$93,383,953",Apr 19,IMAX,False
196,197,The Illusionist,-,-,-,"$2,144,648",206,"$2,231,474",Dec 25,Sony Pictures Classics,False
197,198,Incendies,-,-,-,"$2,071,334",90,"$2,071,334",Apr 22,Sony Pictures Classics,False
198,199,Burlesque,-,-,-,"$2,037,608",3037,"$39,440,655",Nov 24,Screen Gems,False
199,200,The Trip,-,-,-,"$2,030,962",62,"$2,030,962",Jun 10,IFC Films,False
