,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
86,87,This Is 40,-,-,-,"$38,951,960",2931,"$67,544,505",Dec 21,Universal Pictures,False
87,88,We Bought a Zoo,-,-,-,"$38,785,097",3170,"$75,624,550",Dec 23,Twentieth Century Fox,False
88,89,Rock of Ages,-,-,-,"$38,518,613",3470,"$38,518,613",Jun 15,Warner Bros.,False
89,90,Abraham Lincoln: Vampire Hunter,-,-,-,"$37,519,139",3109,"$37,519,139",Jun 22,Twentieth Century Fox,False
90,91,Lawless,-,-,-,"$37,400,127",3138,"$37,400,127",Aug 29,The Weinstein Company,False
91,92,That's My Boy,-,-,-,"$36,931,089",3030,"$36,931,089",Jun 15,Sony Pictures Entertainment (SPE),False
92,93,Trouble with the Curve,-,-,-,"$35,763,137",3212,"$35,763,137",Sep 21,Warner Bros.,False
93,94,The Watch,-,-,-,"$35,353,000",3168,"$35,353,000",Jul 27,Twentieth Century Fox,False
94,95,Step Up Revolution,-,-,-,"$35,074,677",2606,"$35,074,677",Jul 27,Lionsgate,False
95,96,Good Deeds,-,-,-,"$35,025,791",2132,"$35,025,791",Feb 24,Lionsgate,False
96,97,Frankenweenie,-,-,-,"$34,713,382",3005,"$35,291,068",Oct 5,Walt Disney Studios Motion Pictures,False
97,98,Parental Guidance,-,-,-,"$33,993,350",3368,"$77,267,296",Dec 25,Twentieth Century Fox,False
98,99,The Adventures of Tintin,-,-,-,"$33,739,804",3087,"$77,591,831",Dec 21,Paramount Pictures,False
99,100,2016: Obama's America,-,-,-,"$33,448,794",2017,"$33,449,086",Jul 13,Rocky Mountain Pictures,False
100,101,House at the End of the Street,-,-,-,"$31,611,916",3083,"$31,611,916",Sep 21,Relativity Media,False
101,102,Extremely Loud & Incredibly Close,-,-,-,"$31,579,958",2630,"$31,847,881",Dec 25,Warner Bros.,False
102,103,The Pirates! Band of Misfits,-,-,-,"$31,051,126",3358,"$31,051,126",Apr 27,Sony Pictures Entertainment (SPE),False
103,104,Joyful Noise,-,-,-,"$30,932,113",2735,"$30,932,113",Jan 13,Warner Bros.,False
104,105,The Iron Lady,-,-,-,"$29,875,240",1244,"$30,017,992",Dec 30,The Weinstein Company,False
105,106,Chimpanzee,-,-,-,"$28,972,764",1567,"$28,972,764",Apr 20,Walt Disney Studios Motion Pictures,False
106,107,The Five-Year Engagement,-,-,-,"$28,835,528",2941,"$28,835,528",Apr 27,Universal Pictures,False
107,108,Silver Linings Playbook,-,-,-,"$28,458,986",2809,"$132,092,958",Nov 16,The Weinstein Company,False
108,109,Cloud Atlas,-,-,-,"$26,785,673",2023,"$27,108,272",Oct 26,Warner Bros.,False
109,110,One for the Money,-,-,-,"$26,414,527",2737,"$26,414,527",Jan 27,Lionsgate,False
110,111,Alex Cross,-,-,-,"$25,869,488",2541,"$25,888,412",Oct 19,Lionsgate,False
111,112,Part of Me,-,-,-,"$25,326,071",2732,"$25,326,071",Jul 5,Paramount Pictures,False
112,113,Hugo,-,-,-,"$25,241,242",2608,"$73,864,507",Nov 23,Paramount Pictures,False
113,114,Sparkle,-,-,-,"$24,397,469",2244,"$24,397,469",Aug 17,TriStar Pictures,False
114,115,The Guilt Trip,-,-,-,"$22,770,921",2431,"$37,134,215",Dec 19,Paramount Pictures,False
115,116,Tinker Tailor Soldier Spy,-,-,-,"$20,582,787",886,"$24,149,393",Dec 9,Focus Features,False
116,117,Premium Rush,-,-,-,"$20,275,446",2255,"$20,275,446",Aug 24,Sony Pictures Entertainment (SPE),False
117,118,Big Miracle,-,-,-,"$20,157,300",2133,"$20,157,300",Feb 3,Universal Pictures,False
118,119,"Monsters, Inc.2012 3D Release",-,-,-,"$20,013,980",2618,"$34,043,006",Dec 19,Walt Disney Studios Motion Pictures,False
119,120,The Secret World of Arrietty,-,-,-,"$19,202,743",1522,"$19,202,743",Feb 17,Walt Disney Studios Motion Pictures,False
120,121,Haywire,-,-,-,"$18,942,396",2441,"$18,942,396",Jan 20,Relativity Media,False
121,122,Man on a Ledge,-,-,-,"$18,620,000",2998,"$18,620,000",Jan 27,Lionsgate,False
122,123,A Thousand Words,-,-,-,"$18,450,127",1895,"$18,450,127",Mar 9,DreamWorks,False
123,124,Chernobyl Diaries,-,-,-,"$18,119,640",2433,"$18,119,640",May 25,Warner Bros.,False
124,125,Silent Hill: Revelation,-,-,-,"$17,529,157",2933,"$17,529,157",Oct 26,Open Road Films (II),False
125,126,Wanderlust,-,-,-,"$17,450,535",2002,"$17,450,535",Feb 24,Universal Pictures,False
126,127,The Perks of Being a Wallflower,-,-,-,"$17,328,057",745,"$17,742,948",Sep 21,Lionsgate,False
127,128,Safe,-,-,-,"$17,142,080",2271,"$17,142,080",Apr 27,Lionsgate,False
128,129,To Rome with Love,-,-,-,"$16,685,867",806,"$16,685,867",Jun 22,Sony Pictures Classics,False
129,130,The Raven,-,-,-,"$16,008,272",2209,"$16,008,272",Apr 27,Relativity Media,False
130,131,The Master,-,-,-,"$15,959,567",864,"$16,377,274",Sep 14,The Weinstein Company,False
131,132,The Man with the Iron Fists,-,-,-,"$15,634,090",1872,"$15,634,090",Nov 2,Universal Pictures,False
132,133,Seven Psychopaths,-,-,-,"$15,024,049",1480,"$15,024,049",Oct 12,CBS Films,False
133,134,Killing Them Softly,-,-,-,"$14,836,630",2424,"$15,026,056",Nov 30,The Weinstein Company,False
134,135,Lockout,-,-,-,"$14,326,864",2335,"$14,326,864",Apr 13,FilmDistrict,False
135,136,Hit and Run,-,-,-,"$13,749,300",2870,"$13,749,300",Aug 22,Open Road Films (II),False
136,137,Dredd,-,-,-,"$13,414,714",2557,"$13,414,714",Sep 21,Lionsgate,False
137,138,Silent House,-,-,-,"$12,754,783",2124,"$12,754,783",Mar 9,Open Road Films (II),False
138,139,Playing for Keeps,-,-,-,"$12,717,917",2840,"$13,103,272",Dec 7,FilmDistrict,False
139,140,People Like Us,-,-,-,"$12,434,778",2055,"$12,434,778",Jun 29,Walt Disney Studios Motion Pictures,False
140,141,Gone,-,-,-,"$11,682,205",2186,"$11,682,205",Feb 24,Lionsgate,False
141,142,The Words,-,-,-,"$11,494,838",2801,"$11,494,838",Sep 7,CBS Films,False
142,143,Beasts of the Southern Wild,-,-,-,"$11,249,128",318,"$12,795,746",Jun 27,-,False
143,144,Anna Karenina,-,-,-,"$10,825,005",422,"$12,816,367",Nov 16,Focus Features,False
144,145,To the Arctic 3D,-,-,-,"$10,518,625",52,"$14,560,838",Apr 20,Warner Bros.,False
145,146,New Year's Eve,-,-,-,"$10,339,384",3505,"$54,544,638",Dec 9,Warner Bros.,False
146,147,The Intouchables,-,-,-,"$10,145,870",194,"$10,198,820",May 25,The Weinstein Company,False
147,148,The Darkest Hour,-,-,-,"$9,771,010",2327,"$21,443,494",Dec 25,Summit Entertainment,False
148,149,Fun Size,-,-,-,"$9,409,538",3016,"$9,409,538",Oct 26,Paramount Pictures,False
149,150,Bernie,-,-,-,"$9,206,631",332,"$9,206,470",Apr 27,Millennium Entertainment,False
150,151,Salmon Fishing in the Yemen,-,-,-,"$9,047,981",524,"$9,047,981",Mar 9,CBS Films,False
151,152,Cirque du Soleil: Worlds Away,-,-,-,"$8,090,841",840,"$12,512,862",Dec 21,Paramount Pictures,False
152,153,Arbitrage,-,-,-,"$7,909,613",256,"$7,919,574",Sep 14,Roadside Attractions,False
153,154,Friends with Kids,-,-,-,"$7,241,073",640,"$7,251,073",Mar 9,Roadside Attractions,False
154,155,Seeking a Friend for the End of the World,-,-,-,"$7,078,738",1625,"$7,078,738",Jun 22,Focus Features,False
155,156,A Separation,-,-,-,"$7,068,937",282,"$7,099,055",Dec 30,Sony Pictures Classics,False
156,157,The Collection,-,-,-,"$6,842,058",1403,"$6,842,058",Nov 30,LD Entertainment,False
157,158,The Muppets,-,-,-,"$6,835,954",3440,"$88,631,237",Nov 23,Walt Disney Studios Motion Pictures,False
158,159,Born to Be Wild,-,-,-,"$6,498,379",208,"$25,978,556",Apr 8,Warner Bros.,False
159,160,The Twilight Saga: Breaking Dawn - Part 1,-,-,-,"$6,445,179",4066,"$281,287,133",Nov 18,Summit Entertainment,False
160,161,My Week with Marilyn,-,-,-,"$5,983,702",630,"$14,600,347",Nov 23,The Weinstein Company,False
161,162,Chasing Mavericks,-,-,-,"$5,944,870",2030,"$6,002,756",Oct 26,Twentieth Century Fox,False
162,163,Casa de mi Padre,-,-,-,"$5,909,483",475,"$5,909,483",Mar 16,Lionsgate,False
163,164,Outlaws,-,-,-,"$5,672,846",757,"$5,672,846",Jun 1,Arc Entertainment,False
164,165,The Sessions,-,-,-,"$5,529,310",516,"$6,002,451",Oct 19,-,False
165,166,Won't Back Down,-,-,-,"$5,310,554",2517,"$5,310,554",Sep 28,Twentieth Century Fox,False
166,167,Hubble,-,-,-,"$5,275,577",151,"$52,522,904",Mar 19,Warner Bros.,False
167,168,October Baby2012 Re-release,-,-,-,"$5,157,886",390,"$5,157,886",Mar 23,The Samuel Goldwyn Company,False
168,169,Hitchcock,-,-,-,"$5,091,207",561,"$6,008,677",Nov 23,-,False
169,170,Young Adult,-,-,-,"$5,004,756",987,"$16,311,571",Dec 9,Paramount Pictures,False
170,171,The Apparition,-,-,-,"$4,936,819",810,"$4,936,819",Aug 24,Warner Bros.,False
171,172,The Sitter,-,-,-,"$4,830,391",2752,"$30,441,326",Dec 9,Twentieth Century Fox,False
172,173,A Dangerous Method,-,-,-,"$4,278,441",365,"$5,704,709",Nov 23,Sony Pictures Classics,False
173,174,"Jeff, Who Lives at Home",-,-,-,"$4,269,426",513,"$4,269,426",Mar 16,Paramount Vantage,False
174,175,Goon,-,-,-,"$4,168,528",242,"$4,168,528",Feb 24,Magnolia Pictures,False
175,176,The Raid: Redemption,-,-,-,"$4,105,187",881,"$4,105,187",Mar 23,Sony Pictures Classics,False
176,177,Safety Not Guaranteed,-,-,-,"$4,010,957",182,"$4,010,957",Jun 8,FilmDistrict,False
177,178,Puss in Boots,-,-,-,"$4,009,554",3963,"$149,260,504",Oct 28,DreamWorks,False
178,179,Bully2012 Re-release,-,-,-,"$3,863,446",263,"$3,863,446",Apr 13,The Weinstein Company,False
179,180,Flying Monsters 3D with David Attenborough,-,-,-,"$3,825,431",27,"$5,705,874",Oct 7,National Geographic Entertainment,False
180,181,The Cold Light of Day,-,-,-,"$3,763,583",1511,"$3,763,583",Sep 7,Lionsgate,False
181,182,Nitro Circus: The Movie,-,-,-,"$3,377,618",800,"$3,377,618",Aug 8,Arc Entertainment,False
182,183,Atlas Shrugged II: The Strike,-,-,-,"$3,336,053",1012,"$3,336,053",Oct 12,Atlas Distribution Company,False
183,184,Last Ounce of Courage,-,-,-,"$3,328,674",1407,"$3,329,674",Sep 14,Rocky Mountain Pictures,False
184,185,Pina,-,-,-,"$3,326,405",84,"$3,524,826",Dec 23,IFC Films,False
185,186,Happy Feet Two,-,-,-,"$3,314,072",3611,"$64,006,466",Nov 18,Warner Bros.,False
186,187,Robot & Frank,-,-,-,"$3,298,969",209,"$3,325,038",Aug 17,The Samuel Goldwyn Company,False
187,188,Indiana Jones and the Raiders of the Lost Ark2012 IMAX Release,-,-,-,"$3,125,613",322,"$3,125,613",Sep 7,Paramount Pictures,False
188,189,Celeste & Jesse Forever,-,-,-,"$3,094,813",586,"$3,094,813",Aug 3,Sony Pictures Classics,False
189,190,Jab Tak Hai Jaan,-,-,-,"$3,047,539",164,"$3,047,539",Nov 13,Yash Raj Films,False
190,191,Albert Nobbs,-,-,-,"$3,014,696",245,"$3,014,696",Jan 27,Roadside Attractions,False
191,192,Searching for Sugar Man,-,-,-,"$3,008,598",157,"$3,696,196",Jul 27,Sony Pictures Classics,False
192,193,Talaash: The Answer Lies Within,-,-,-,"$2,853,901",172,"$2,871,956",Nov 30,Reliance Big Pictures,False
193,194,Barfi!,-,-,-,"$2,804,874",132,"$2,804,874",Sep 14,UTV Motion Pictures,False
194,195,Singin' in the Rain2012 Re-release,-,-,-,"$2,630,639",561,"$1,608,925",Jul 12,Warner Bros.,False
195,196,Samsara,-,-,-,"$2,618,734",70,"$2,672,413",Aug 24,Oscilloscope,False
196,197,Girl in Progress,-,-,-,"$2,609,412",322,"$2,609,412",May 11,Lionsgate,False
197,198,Jiro Dreams of Sushi,-,-,-,"$2,552,478",80,"$2,552,478",Mar 9,Magnolia Pictures,False
198,199,Ruby Sparks,-,-,-,"$2,540,106",261,"$2,540,106",Jul 25,-,False
199,200,Jack and Jill,-,-,-,"$2,459,220",3438,"$74,158,157",Nov 11,Sony Pictures Entertainment (SPE),False
