,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
94,95,Gifted,-,-,-,"$24,801,212",2215,"$24,801,212",Apr 7,-,False
95,96,"Three Billboards Outside Ebbing, Missouri",-,-,-,"$24,164,629",1726,"$54,513,740",Nov 10,-,False
96,97,The Bye Bye Man,-,-,-,"$22,395,806",2220,"$22,395,806",Jan 13,STX Entertainment,False
97,98,Victoria & Abdul,-,-,-,"$22,233,285",1060,"$22,245,070",Sep 22,Focus Features,False
98,99,Rough Night,-,-,-,"$22,105,643",3162,"$22,105,643",Jun 16,Sony Pictures Entertainment (SPE),False
99,100,My Little Pony: The Movie,-,-,-,"$21,885,107",2528,"$21,885,107",Oct 6,Lionsgate,False
100,101,Leap!2017 Re-release,-,-,-,"$21,858,070",2705,"$21,858,070",Aug 25,The Weinstein Company,False
101,102,Sleepless,-,-,-,"$20,783,704",1803,"$20,783,704",Jan 13,Open Road Films (II),False
102,103,Diary of a Wimpy Kid: The Long Haul,-,-,-,"$20,738,724",3174,"$20,738,724",May 19,Twentieth Century Fox,False
103,104,Manchester by the Sea,-,-,-,"$20,640,332",1213,"$47,695,371",Nov 18,Roadside Attractions,False
104,105,The Circle,-,-,-,"$20,497,844",3163,"$20,497,844",Apr 28,STX Entertainment,False
105,106,Baahubali 2: The Conclusion,-,-,-,"$20,186,659",425,"$20,186,659",Apr 28,Great India Films,False
106,107,CHIPS,-,-,-,"$18,600,152",2464,"$18,600,152",Mar 24,Warner Bros.,False
107,108,Assassin's Creed,-,-,-,"$18,232,781",2996,"$54,647,948",Dec 21,Twentieth Century Fox,False
108,109,Only the Brave,-,-,-,"$18,181,288",2577,"$18,343,983",Oct 20,Sony Pictures Entertainment (SPE),False
109,110,Darkest Hour,-,-,-,"$18,132,857",1733,"$56,468,410",Nov 22,Focus Features,False
110,111,The Disaster Artist,-,-,-,"$17,861,795",1010,"$21,120,616",Dec 1,A24,False
111,112,Mother!,-,-,-,"$17,800,004",2368,"$17,800,004",Sep 15,Paramount Pictures,False
112,113,The Zookeeper's Wife,-,-,-,"$17,571,660",1057,"$17,571,660",Mar 31,Focus Features,False
113,114,The Glass Castle,-,-,-,"$17,273,059",1461,"$17,273,059",Aug 11,Lionsgate,False
114,115,Downsizing,-,-,-,"$17,160,674",2668,"$24,449,754",Dec 22,Paramount Pictures,False
115,116,Flatliners,-,-,-,"$16,883,115",2552,"$16,883,115",Sep 29,Sony Pictures Entertainment (SPE),False
116,117,Detroit,-,-,-,"$16,790,139",3007,"$16,790,139",Jul 28,Annapurna Pictures,False
117,118,The Shape of Water,-,-,-,"$15,670,177",2341,"$63,859,435",Dec 1,-,False
118,119,Moonlight,-,-,-,"$15,365,833",1564,"$27,854,932",Oct 21,A24,False
119,120,The Case for Christ,-,-,-,"$14,682,684",1386,"$14,682,684",Apr 7,Pure Flix Entertainment,False
120,121,Wish Upon,-,-,-,"$14,301,505",2250,"$14,301,505",Jul 14,Broad Green Pictures,False
121,122,It Comes at Night,-,-,-,"$13,985,117",2533,"$13,985,117",Jun 9,A24,False
122,123,Born in China,-,-,-,"$13,873,211",1508,"$13,873,211",Apr 21,Walt Disney Studios Motion Pictures,False
123,124,Megan Leavey,-,-,-,"$13,406,304",1956,"$13,406,883",Jun 9,Bleecker Street Media,False
124,125,Father Figures,-,-,-,"$12,885,287",2902,"$17,501,244",Dec 22,Warner Bros.,False
125,126,The Founder,-,-,-,"$12,786,053",1115,"$12,786,053",Jan 19,The Weinstein Company,False
126,127,All the Money in the World,-,-,-,"$12,712,380",2123,"$25,113,707",Dec 25,TriStar Pictures,False
127,128,Battle of the Sexes,-,-,-,"$12,638,526",1822,"$12,638,526",Sep 22,-,False
128,129,Before I Fall,-,-,-,"$12,241,122",2346,"$12,241,122",Mar 3,Open Road Films (II),False
129,130,"Roman J. Israel, Esq.",-,-,-,"$11,851,274",1669,"$11,962,778",Nov 17,Sony Pictures Entertainment (SPE),False
130,131,Unforgettable,-,-,-,"$11,368,012",2417,"$11,368,012",Apr 21,Warner Bros.,False
131,132,Fantastic Beasts and Where to Find Them,-,-,-,"$11,362,002",4144,"$234,037,575",Nov 18,Warner Bros.,False
132,133,The Beguiled,-,-,-,"$10,709,995",941,"$10,709,995",Jun 23,Focus Features,False
133,134,Live by Night,-,-,-,"$10,283,585",2822,"$10,378,555",Dec 25,Warner Bros.,False
134,135,The Belko Experiment,-,-,-,"$10,166,820",1341,"$10,166,820",Mar 17,BH Tilt,False
135,136,Thank You for Your Service,-,-,-,"$9,536,300",2083,"$9,536,300",Oct 27,Universal Pictures,False
136,137,Marshall,-,-,-,"$9,468,318",821,"$10,051,659",Oct 13,Open Road Films (II),False
137,138,Rock Dog,-,-,-,"$9,420,546",2077,"$9,420,546",Feb 24,Lionsgate,False
138,139,Arrival,-,-,-,"$8,870,040",3115,"$100,546,139",Nov 11,Paramount Pictures,False
139,140,The Lost City of Z,-,-,-,"$8,580,410",866,"$8,580,410",Apr 14,Bleecker Street Media,False
140,141,The Promise,-,-,-,"$8,224,288",2251,"$8,224,288",Apr 21,Open Road Films (II),False
141,142,A Cure for Wellness,-,-,-,"$8,106,986",2704,"$8,106,986",Feb 17,Twentieth Century Fox,False
142,143,The Space Between Us,-,-,-,"$7,885,294",2812,"$7,885,294",Feb 3,STX Entertainment,False
143,144,Jackie,-,-,-,"$7,490,669",508,"$13,960,394",Dec 2,-,False
144,145,Gold,-,-,-,"$7,227,038",2166,"$7,227,038",Jan 27,The Weinstein Company,False
145,146,Let There Be Light,-,-,-,"$7,208,088",774,"$7,233,471",Oct 27,Atlas Distribution Company,False
146,147,I Am Not Your Negro,-,-,-,"$7,123,919",320,"$7,123,919",Feb 3,Magnolia Pictures,False
147,148,Beatriz at Dinner,-,-,-,"$7,115,854",683,"$7,115,854",Jun 9,Roadside Attractions,False
148,149,Birth of the Dragon,-,-,-,"$6,901,965",1633,"$6,901,965",Aug 25,BH Tilt,False
149,150,Silence,-,-,-,"$6,823,622",1580,"$7,100,177",Dec 23,Paramount Pictures,False
150,151,The Snowman,-,-,-,"$6,700,035",1815,"$6,700,035",Oct 20,Universal Pictures,False
151,152,Collateral Beauty,-,-,-,"$6,673,543",3028,"$31,016,021",Dec 16,Warner Bros.,False
152,153,Same Kind of Different as Me,-,-,-,"$6,394,006",1362,"$6,423,605",Oct 20,Pure Flix Entertainment,False
153,154,Lowriders,-,-,-,"$6,303,560",365,"$6,303,560",May 12,BH Tilt,False
154,155,Loving Vincent,-,-,-,"$6,240,935",218,"$6,735,118",Sep 22,Good Deed Entertainment,False
155,156,Maudie,-,-,-,"$6,171,598",233,"$6,170,998",Apr 14,Sony Pictures Classics,False
156,157,Just Getting Started,-,-,-,"$6,034,990",2161,"$6,069,605",Dec 8,Broad Green Pictures,False
157,158,All Saints,-,-,-,"$5,802,208",846,"$5,802,208",Aug 25,Affirm Films,False
158,159,Suburbicon,-,-,-,"$5,775,178",2046,"$5,775,178",Oct 27,Paramount Pictures,False
159,160,Paris Can Wait,-,-,-,"$5,617,731",447,"$5,617,731",May 12,Sony Pictures Classics,False
160,161,The Man Who Invented Christmas,-,-,-,"$5,575,759",720,"$5,676,486",Nov 22,Bleecker Street Media,False
161,162,20th Century Women,-,-,-,"$5,526,783",650,"$5,664,764",Dec 28,A24,False
162,163,Molly's Game,-,-,-,"$5,377,480",1708,"$28,780,744",Dec 25,STX Entertainment,False
163,164,The Florida Project,-,-,-,"$5,297,299",229,"$5,904,366",Oct 6,A24,False
164,165,Your Name.,-,-,-,"$5,017,246",311,"$5,017,246",Apr 7,FUNimation Entertainment,False
165,166,Office Christmas Party,-,-,-,"$4,952,318",3210,"$54,767,494",Dec 9,Paramount Pictures,False
166,167,A Beautiful Planet,-,-,-,"$4,676,580",155,"$15,650,615",Apr 29,IMAX,False
167,168,Tiger Lives,-,-,-,"$4,572,231",299,"$5,560,921",Dec 22,Yash Raj Films,False
168,169,Call Me by Your Name,-,-,-,"$4,516,120",914,"$18,095,701",Nov 24,Sony Pictures Classics,False
169,170,The Book of Henry,-,-,-,"$4,504,974",650,"$4,504,974",Jun 16,Focus Features,False
170,171,Stronger,-,-,-,"$4,211,129",645,"$4,211,129",Sep 22,Roadside Attractions,False
171,172,The Hero,-,-,-,"$4,077,333",447,"$4,077,333",Jun 9,The Orchard,False
172,173,Dangal,-,-,-,"$4,037,118",338,"$12,391,761",Dec 21,UTV Motion Pictures,False
173,174,Sleight,-,-,-,"$3,986,245",591,"$3,986,245",Apr 28,BH Tilt,False
174,175,A United Kingdom,-,-,-,"$3,902,185",317,"$3,902,185",Feb 10,-,False
175,176,Norman,-,-,-,"$3,814,868",373,"$3,814,868",Apr 14,Sony Pictures Classics,False
176,177,Friend Request,-,-,-,"$3,759,078",2573,"$3,759,078",Sep 22,Entertainment Studios Motion Pictures,False
177,178,A Monster Calls,-,-,-,"$3,676,757",1523,"$3,740,823",Dec 23,Focus Features,False
178,179,Table 19,-,-,-,"$3,614,896",868,"$3,614,896",Mar 3,-,False
179,180,Their Finest,-,-,-,"$3,603,484",330,"$3,603,484",Apr 7,STX Entertainment,False
180,181,Phoenix Forgotten,-,-,-,"$3,600,146",1626,"$3,600,146",Apr 21,Cinelou Films,False
181,182,Trolls,-,-,-,"$3,576,772",4066,"$153,707,064",Nov 4,Twentieth Century Fox,False
182,183,An Inconvenient Sequel: Truth to Power,-,-,-,"$3,496,795",556,"$3,496,795",Jul 28,Paramount Pictures,False
183,184,Til Death Do Us Part,-,-,-,"$3,455,268",562,"$3,455,267",Sep 29,-,False
184,185,Raees,-,-,-,"$3,262,954",265,"$3,262,954",Jan 25,-,False
185,186,Close Encounters of the Third Kind2017 Re-release,-,-,-,"$3,100,479",901,"$3,100,479",Sep 1,Sony Pictures Entertainment (SPE),False
186,187,Colossal,-,-,-,"$3,029,287",327,"$3,029,287",Apr 7,Neon,False
187,188,Ingrid Goes West,-,-,-,"$3,024,308",647,"$3,024,308",Aug 11,Neon,False
188,189,Leap!,-,-,-,"$2,844,490",237,"$2,844,490",Feb 24,Entertainment One,False
189,190,The Oscar Nominated Short Films 2017: Live Action,-,-,-,"$2,835,355",272,"$2,835,355",Feb 10,Shorts International,False
190,191,Kedi,-,-,-,"$2,835,047",130,"$2,835,047",Feb 10,Oscilloscope,False
191,192,Doctor Strange,-,-,-,"$2,765,583",3882,"$232,641,920",Nov 4,Walt Disney Studios Motion Pictures,False
192,193,Hacksaw Ridge,-,-,-,"$2,746,401",2971,"$67,209,615",Nov 4,Lionsgate,False
193,194,Wolf Warrior 2,-,-,-,"$2,721,100",53,"$2,721,100",Jul 28,The H Collective,False
194,195,My Cousin Rachel,-,-,-,"$2,716,368",531,"$2,716,368",Jun 9,-,False
195,196,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,-,-,-,"$2,620,183",532,"$2,620,183",Aug 26,Fathom Events,False
196,197,A Question of Faith,-,-,-,"$2,587,072",661,"$2,587,072",Sep 29,Pure Flix Entertainment,False
197,198,Is Genesis History?,-,-,-,"$2,570,392",704,"$2,570,392",Feb 23,Fathom Events,False
198,199,Disney's Newsies: The Broadway Musical!,-,-,-,"$2,545,060",780,"$2,545,060",Feb 18,Fathom Events,False
199,200,IN OUR HANDS: Battle for Jerusalem,-,-,-,"$2,534,370",733,"$2,534,370",May 23,Fathom Events,False
