,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
47,48,Big Fish,-,-,-,"$61,844,175",2514,"$66,809,693",Dec 10,Sony Pictures Entertainment (SPE),False
48,49,Friday Night Lights,-,-,-,"$61,255,921",3004,"$61,255,921",Oct 8,Universal Pictures,False
49,50,Hellboy,-,-,-,"$59,623,958",3043,"$59,623,958",Apr 2,Revolution Studios,False
50,51,Something's Gotta Give,-,-,-,"$59,497,973",2876,"$124,728,738",Dec 12,Sony Pictures Entertainment (SPE),False
51,52,The Stepford Wives,-,-,-,"$59,484,742",3057,"$59,484,742",Jun 11,Paramount Pictures,False
52,53,Dawn of the Dead,-,-,-,"$59,020,957",2748,"$59,020,957",Mar 19,Universal Pictures,False
53,54,Without a Paddle,-,-,-,"$58,085,096",2756,"$58,169,327",Aug 20,Paramount Pictures,False
54,55,The Butterfly Effect,-,-,-,"$57,939,826",2605,"$57,938,693",Jan 23,New Line Cinema,False
55,56,The Chronicles of Riddick,-,-,-,"$57,761,012",2757,"$57,761,012",Jun 11,Universal Pictures,False
56,57,13 Going on 30,-,-,-,"$57,231,747",3453,"$57,231,747",Apr 23,Revolution Studios,False
57,58,Shall We Dance,-,-,-,"$57,004,141",2542,"$57,890,460",Oct 15,Miramax,False
58,59,Saw,-,-,-,"$55,185,045",2467,"$55,185,045",Oct 29,Lionsgate,False
59,60,Hero,-,-,-,"$53,707,388",2175,"$53,710,019",Aug 27,Miramax,False
60,61,King Arthur,-,-,-,"$51,882,244",3086,"$51,882,244",Jul 7,Walt Disney Studios Motion Pictures,False
61,62,A Cinderella Story,-,-,-,"$51,438,175",2625,"$51,438,175",Jul 16,Warner Bros.,False
62,63,Resident Evil: Apocalypse,-,-,-,"$51,201,453",3284,"$51,201,453",Sep 10,Screen Gems,False
63,64,Home on the Range,-,-,-,"$50,030,461",3058,"$50,030,461",Apr 2,Walt Disney Studios Motion Pictures,False
64,65,Secret Window,-,-,-,"$48,022,900",3018,"$48,022,900",Mar 12,Sony Pictures Entertainment (SPE),False
65,66,Walking Tall,-,-,-,"$46,437,717",2836,"$46,437,717",Apr 2,Metro-Goldwyn-Mayer (MGM),False
66,67,Blade: Trinity,-,-,-,"$45,688,172",2912,"$52,411,906",Dec 8,New Line Cinema,False
67,68,Napoleon Dynamite,-,-,-,"$44,374,626",1027,"$44,540,956",Jun 11,-,False
68,69,Exorcist: The Beginning,-,-,-,"$41,821,986",2813,"$41,821,986",Aug 20,Warner Bros.,False
69,70,You Got Served,-,-,-,"$40,363,810",1943,"$40,363,810",Jan 30,Screen Gems,False
70,71,Catwoman,-,-,-,"$40,202,379",3117,"$40,202,379",Jul 23,Warner Bros.,False
71,72,The Ladykillers,-,-,-,"$39,799,191",1589,"$39,799,191",Mar 26,Walt Disney Studios Motion Pictures,False
72,73,Bridget Jones: The Edge of Reason,-,-,-,"$39,778,585",2473,"$40,226,215",Nov 12,Universal Pictures,False
73,74,Sky Captain and the World of Tomorrow,-,-,-,"$37,762,677",3170,"$37,762,677",Sep 17,Paramount Pictures,False
74,75,Raising Helen,-,-,-,"$37,486,512",2721,"$37,486,512",May 28,Walt Disney Studios Motion Pictures,False
75,76,Mystic River,-,-,-,"$36,369,586",1581,"$90,135,191",Oct 8,Warner Bros.,False
76,77,Taxi2004 Re-release,-,-,-,"$36,311,572",3001,"$36,611,066",Oct 6,Twentieth Century Fox,False
77,78,Eternal Sunshine of the Spotless Mind,-,-,-,"$34,400,739",1357,"$34,400,301",Mar 19,Focus Features,False
78,79,Monster,-,-,-,"$34,310,570",1093,"$34,469,210",Dec 24,Newmarket Films,False
79,80,Alexander,-,-,-,"$33,963,605",2445,"$34,297,191",Nov 24,Warner Bros.,False
80,81,The Punisher,-,-,-,"$33,812,504",2649,"$33,810,189",Apr 16,Lionsgate,False
81,82,Team America: World Police,-,-,-,"$32,736,542",2620,"$32,786,074",Oct 15,Paramount Pictures,False
82,83,Taking Lives,-,-,-,"$32,682,342",2705,"$32,682,342",Mar 19,Warner Bros.,False
83,84,Anacondas: The Hunt for the Blood Orchid,-,-,-,"$32,238,923",2905,"$32,238,923",Aug 27,Screen Gems,False
84,85,Cellular,-,-,-,"$32,005,186",2763,"$32,003,620",Sep 10,New Line Cinema,False
85,86,The Last Samurai,-,-,-,"$31,404,757",2938,"$111,127,263",Dec 5,Warner Bros.,False
86,87,Johnson Family Vacation,-,-,-,"$31,203,964",1326,"$31,203,964",Apr 7,-,False
87,88,Open Water,-,-,-,"$30,612,360",2709,"$30,610,863",Aug 6,Lionsgate,False
88,89,Calendar Girls,-,-,-,"$29,976,515",967,"$31,041,759",Dec 19,Walt Disney Studios Motion Pictures,False
89,90,Confessions of a Teenage Drama Queen,-,-,-,"$29,331,068",2503,"$29,331,068",Feb 20,Walt Disney Studios Motion Pictures,False
90,91,Paycheck,-,-,-,"$28,768,374",2762,"$53,790,451",Dec 25,Paramount Pictures,False
91,92,The Prince and Me,-,-,-,"$28,176,497",2711,"$28,176,497",Apr 2,Paramount Pictures,False
92,93,After the Sunset,-,-,-,"$28,064,533",2819,"$28,331,233",Nov 12,New Line Cinema,False
93,94,Garden State,-,-,-,"$26,745,860",813,"$26,782,316",Jul 28,-,False
94,95,Spanglish,-,-,-,"$26,486,622",2587,"$42,726,869",Dec 17,Sony Pictures Entertainment (SPE),False
95,96,Peter Pan,-,-,-,"$26,351,143",2813,"$48,462,608",Dec 25,Universal Pictures,False
96,97,Fat Albert,-,-,-,"$26,180,374",2744,"$48,116,322",Dec 25,Twentieth Century Fox,False
97,98,Closer,-,-,-,"$25,757,869",1098,"$33,987,757",Dec 3,Sony Pictures Entertainment (SPE),False
98,99,Jersey Girl,-,-,-,"$25,293,276",1821,"$25,268,157",Mar 26,Miramax,False
99,100,Mona Lisa Smile,-,-,-,"$25,266,797",2714,"$63,860,942",Dec 19,Revolution Studios,False
100,101,Twisted,-,-,-,"$25,198,598",2704,"$25,198,598",Feb 27,Paramount Pictures,False
101,102,The Aviator,-,-,-,"$24,088,726",2530,"$102,610,330",Dec 17,Miramax,False
102,103,Around the World in 80 Days,-,-,-,"$24,008,137",2801,"$24,008,137",Jun 16,Walt Disney Studios Motion Pictures,False
103,104,Agent Cody Banks 2: Destination London,-,-,-,"$23,630,159",2973,"$23,630,159",Mar 12,Metro-Goldwyn-Mayer (MGM),False
104,105,Ella Enchanted,-,-,-,"$22,948,987",2149,"$22,918,387",Apr 9,Miramax,False
105,106,Finding Neverland,-,-,-,"$22,675,510",1411,"$51,680,613",Nov 12,Miramax,False
106,107,The Alamo,-,-,-,"$22,414,961",2609,"$22,414,961",Apr 9,Walt Disney Studios Motion Pictures,False
107,108,Mr. 3000,-,-,-,"$21,811,187",2736,"$21,811,187",Sep 17,Walt Disney Studios Motion Pictures,False
108,109,Torque,-,-,-,"$21,215,059",2463,"$21,215,059",Jan 16,Warner Bros.,False
109,110,Sideways,-,-,-,"$20,868,408",1786,"$71,503,593",Oct 22,-,False
110,111,Little Black Book,-,-,-,"$20,698,668",2445,"$20,698,668",Aug 6,Revolution Studios,False
111,112,Yu-Gi-Oh!: The Movie - Pyramid of Light,-,-,-,"$19,765,868",2411,"$19,765,868",Aug 13,Warner Bros.,False
112,113,NASCAR: The IMAX Experience,-,-,-,"$19,541,074",73,"$21,583,831",Mar 12,Warner Bros.,False
113,114,Two Brothers,-,-,-,"$19,176,754",2181,"$19,176,754",Jun 25,Universal Pictures,False
114,115,Harold & Kumar Go to White Castle,-,-,-,"$18,249,648",2163,"$18,250,550",Jul 30,New Line Cinema,False
115,116,Laws of Attraction,-,-,-,"$17,795,140",2449,"$17,871,255",Apr 30,New Line Cinema,False
116,117,EuroTrip,-,-,-,"$17,771,387",2544,"$17,771,387",Feb 20,DreamWorks Distribution,False
117,118,My Baby's Daddy,-,-,-,"$17,669,609",1448,"$17,669,317",Jan 9,Miramax,False
118,119,Seed of Chucky,-,-,-,"$17,083,364",2062,"$17,083,732",Nov 12,Rogue Pictures,False
119,120,Win a Date with Tad Hamilton!,-,-,-,"$17,071,962",2808,"$17,071,962",Jan 23,DreamWorks Distribution,False
120,121,Wimbledon,-,-,-,"$17,001,133",2039,"$17,001,133",Sep 17,Universal Pictures,False
121,122,Catch That Kid,-,-,-,"$16,703,799",2848,"$16,703,799",Feb 6,Twentieth Century Fox,False
122,123,The Whole Ten Yards,-,-,-,"$16,328,471",2654,"$16,328,471",Apr 9,Warner Bros.,False
123,124,Vanity Fair,-,-,-,"$16,134,657",1054,"$16,136,476",Sep 1,Focus Features,False
124,125,Paparazzi,-,-,-,"$15,714,234",2153,"$15,714,234",Sep 3,Twentieth Century Fox,False
125,126,The Motorcycle Diaries,-,-,-,"$15,575,375",272,"$16,781,387",Sep 24,Focus Features,False
126,127,The Girl Next Door,-,-,-,"$14,589,444",2148,"$14,589,444",Apr 9,Twentieth Century Fox,False
127,128,Flight of the Phoenix,-,-,-,"$14,559,140",2604,"$21,009,180",Dec 17,Twentieth Century Fox,False
128,129,Welcome to Mooseport,-,-,-,"$14,470,947",2868,"$14,470,947",Feb 20,Twentieth Century Fox,False
129,130,Godsend,-,-,-,"$14,378,469",2323,"$14,379,751",Apr 30,Lionsgate,False
130,131,Soul Plane,-,-,-,"$14,190,750",1566,"$14,190,750",May 28,Metro-Goldwyn-Mayer (MGM),False
131,132,Dirty Dancing: Havana Nights,-,-,-,"$14,161,656",2042,"$14,161,590",Feb 27,Lionsgate,False
132,133,New York Minute,-,-,-,"$14,071,441",3006,"$14,071,441",May 7,Warner Bros.,False
133,134,Lost in Translation,-,-,-,"$13,614,949",882,"$44,585,453",Sep 12,Focus Features,False
134,135,Envy,-,-,-,"$13,598,653",2445,"$13,562,325",Apr 30,DreamWorks Distribution,False
135,136,Shaun of the Dead,-,-,-,"$13,542,662",675,"$13,542,874",Sep 24,Rogue Pictures,False
136,137,De-Lovely,-,-,-,"$13,456,633",410,"$13,456,633",Jul 2,United Artists,False
137,138,Alfie,-,-,-,"$13,381,998",2215,"$13,399,812",Nov 5,Paramount Pictures,False
138,139,Wicker Park,-,-,-,"$13,001,257",2598,"$13,001,257",Sep 3,Metro-Goldwyn-Mayer (MGM),False
139,140,The Phantom of the Opera,-,-,-,"$12,956,893",1515,"$51,268,815",Dec 22,Warner Bros.,False
140,141,Darkness,-,-,-,"$12,872,058",1718,"$22,163,442",Dec 25,Dimension Films,False
141,142,I Heart Huckabees,-,-,-,"$12,576,126",901,"$12,785,432",Oct 1,-,False
142,143,Master and Commander: The Far Side of the World,-,-,-,"$12,396,172",3101,"$93,927,920",Nov 14,Twentieth Century Fox,False
143,144,Breakin' All the Rules,-,-,-,"$12,264,319",1318,"$12,264,319",May 14,Screen Gems,False
144,145,Chasing Liberty,-,-,-,"$12,195,626",2400,"$12,195,626",Jan 9,Warner Bros.,False
145,146,In America,-,-,-,"$11,858,450",403,"$15,539,656",Nov 26,-,False
146,147,The Cookout,-,-,-,"$11,814,019",1303,"$11,814,019",Sep 3,Lionsgate,False
147,148,Surviving Christmas,-,-,-,"$11,663,156",2755,"$11,663,156",Oct 22,DreamWorks Distribution,False
148,149,Super Size Me,-,-,-,"$11,535,710",230,"$11,536,423",May 7,IDP Distribution,False
149,150,The Life Aquatic with Steve Zissou,-,-,-,"$11,361,325",1105,"$24,020,403",Dec 10,Walt Disney Studios Motion Pictures,False
150,151,Girl with a Pearl Earring,-,-,-,"$11,070,310",402,"$11,670,971",Dec 12,Lionsgate,False
151,152,21 Grams,-,-,-,"$10,835,411",411,"$16,290,476",Nov 21,Focus Features,False
152,153,Raise Your Voice,-,-,-,"$10,413,484",2521,"$10,411,980",Oct 8,New Line Cinema,False
153,154,The Perfect Score,-,-,-,"$10,391,003",2208,"$10,391,003",Jan 30,Paramount Pictures,False
154,155,Space Station 3D,-,-,-,"$10,241,152",64,"$93,383,953",Apr 19,IMAX,False
155,156,House of Sand and Fog,-,-,-,"$10,094,363",598,"$13,040,288",Dec 19,DreamWorks Distribution,False
156,157,What the #$*! Do We (K)now!?,-,-,-,"$10,040,325",146,"$10,942,306",Feb 6,-,False
157,158,Bugs!,-,-,-,"$9,694,425",33,"$19,063,544",Mar 12,SK Films,False
158,159,Sleepover,-,-,-,"$9,436,390",2207,"$9,436,390",Jul 9,Metro-Goldwyn-Mayer (MGM),False
159,160,Superbabies: Baby Geniuses 2,-,-,-,"$9,219,388",1276,"$9,219,388",Aug 27,Triumph Releasing Corporation,False
160,161,First Daughter,-,-,-,"$9,055,921",2280,"$9,055,921",Sep 24,Twentieth Century Fox,False
161,162,Saved!,-,-,-,"$8,940,582",592,"$8,940,582",May 28,United Artists,False
162,163,The Haunted Mansion,-,-,-,"$8,830,978",3122,"$75,847,266",Nov 26,Walt Disney Studios Motion Pictures,False
163,164,Suspect Zero,-,-,-,"$8,725,813",1501,"$8,725,813",Aug 27,Paramount Pictures,False
164,165,Connie and Carla,-,-,-,"$8,085,771",1016,"$8,085,771",Apr 16,Universal Pictures,False
165,166,Bad Santa,-,-,-,"$7,211,279",2540,"$60,060,328",Nov 26,Dimension Films,False
166,167,Stuck on You,-,-,-,"$7,069,085",3007,"$33,832,741",Dec 12,Twentieth Century Fox,False
167,168,The Cooler,-,-,-,"$6,882,556",408,"$8,291,572",Nov 26,Lionsgate,False
168,169,Thunderbirds,-,-,-,"$6,880,917",2062,"$6,880,917",Jul 30,Universal Pictures,False
169,170,Woman Thou Art Loosed,-,-,-,"$6,879,730",521,"$6,879,730",Oct 1,Magnolia Pictures,False
170,171,Maria Full of Grace,-,-,-,"$6,529,624",127,"$6,529,624",Jul 16,Fine Line Features,False
171,172,Teacher's Pet,-,-,-,"$6,491,969",2027,"$6,491,969",Jan 16,Walt Disney Studios Motion Pictures,False
172,173,The Big Bounce,-,-,-,"$6,489,476",2304,"$6,489,476",Jan 30,Warner Bros.,False
173,174,Kinsey,-,-,-,"$6,326,263",588,"$10,254,979",Nov 12,-,False
174,175,The Triplets of Belleville,-,-,-,"$6,245,780",463,"$7,007,149",Nov 26,Sony Pictures Classics,False
175,176,Against the Ropes,-,-,-,"$5,884,190",1601,"$5,884,190",Feb 20,Paramount Pictures,False
176,177,Elf,-,-,-,"$5,852,220",3381,"$173,398,518",Nov 7,New Line Cinema,False
177,178,Before Sunset,-,-,-,"$5,820,649",204,"$5,820,649",Jul 2,Warner Independent Pictures (WIP),False
178,179,The Clearing,-,-,-,"$5,763,875",449,"$5,763,875",Jul 2,-,False
179,180,Never Die Alone,-,-,-,"$5,645,298",1160,"$5,645,298",Mar 26,-,False
180,181,The Young Black Stallion,-,-,-,"$5,242,131",51,"$6,751,389",Dec 25,Walt Disney Studios Motion Pictures,False
181,182,Club Dread,-,-,-,"$5,001,708",1807,"$5,001,708",Feb 27,-,False
182,183,Birth,-,-,-,"$4,762,995",550,"$5,095,038",Oct 29,New Line Cinema,False
183,184,Touching the Void,-,-,-,"$4,593,598",137,"$4,593,598",Jan 23,IFC Films,False
184,185,Spartan,-,-,-,"$4,434,432",832,"$4,434,432",Mar 12,Warner Bros.,False
185,186,Love Don't Cost a Thing,-,-,-,"$4,321,550",1844,"$21,924,226",Dec 12,Warner Bros.,False
186,187,A Day Without a Mexican,-,-,-,"$4,195,471",107,"$4,179,890",May 14,Televisa Cine,False
187,188,Good Bye Lenin!,-,-,-,"$4,064,200",125,"$4,064,200",Feb 27,Sony Pictures Classics,False
188,189,The Fog of War,-,-,-,"$4,020,568",261,"$4,198,566",Dec 19,Sony Pictures Classics,False
189,190,Camping sauvage,-,-,-,"$3,894,585",99,"$3,894,585",Jul 9,Alliance Atlantis Vivafilm,False
190,191,The Door in the Floor,-,-,-,"$3,842,119",134,"$3,854,624",Jul 14,Focus Features,False
191,192,Benji: Off the Leash!,-,-,-,"$3,817,362",877,"$3,817,362",Aug 20,-,False
192,193,House of Flying Daggers,-,-,-,"$3,564,467",1189,"$11,050,094",Dec 3,Sony Pictures Classics,False
193,194,Being Julia,-,-,-,"$3,518,676",328,"$7,739,049",Oct 15,Sony Pictures Classics,False
194,195,City of God,-,-,-,"$3,499,198",242,"$7,564,459",Jan 17,Miramax,False
195,196,Love Actually,-,-,-,"$3,249,904",1714,"$59,696,144",Nov 7,Universal Pictures,False
196,197,The Cat in the Hat,-,-,-,"$3,098,290",3467,"$101,149,285",Nov 21,Universal Pictures,False
197,198,Honey,-,-,-,"$2,940,217",1972,"$30,308,417",Dec 5,Universal Pictures,False
198,199,Clifford's Really Big Movie,-,-,-,"$2,922,354",471,"$2,922,354",Apr 20,Warner Bros.,False
199,200,Veer Zaara,-,-,-,"$2,863,026",88,"$2,938,532",Nov 11,Yash Raj Films,False
