,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
77,78,Uptown Girls,-,-,-,"$37,182,494",2495,"$37,182,494",Aug 15,Metro-Goldwyn-Mayer (MGM),False
78,79,Matchstick Men,-,-,-,"$36,906,460",2711,"$36,906,460",Sep 12,Warner Bros.,False
79,80,National Security,-,-,-,"$36,377,344",2729,"$36,381,186",Jan 17,Sony Pictures Entertainment (SPE),False
80,81,What a Girl Wants,-,-,-,"$36,105,433",2964,"$36,105,433",Apr 4,Warner Bros.,False
81,82,Jeepers Creepers 2,-,-,-,"$35,666,252",3124,"$35,667,218",Aug 29,United Artists,False
82,83,Intolerable Cruelty,-,-,-,"$35,267,692",2570,"$35,327,628",Oct 10,Universal Pictures,False
83,84,Cradle 2 the Grave,-,-,-,"$34,712,347",2625,"$34,712,347",Feb 28,Warner Bros.,False
84,85,Malibu's Most Wanted,-,-,-,"$34,432,201",2503,"$34,432,201",Apr 18,Warner Bros.,False
85,86,The Hunted,-,-,-,"$34,244,097",2517,"$34,244,097",Mar 14,Paramount Pictures,False
86,87,Dreamcatcher,-,-,-,"$33,715,436",2945,"$33,715,436",Mar 21,Warner Bros.,False
87,88,Darkness Falls,-,-,-,"$32,554,133",2865,"$32,551,396",Jan 24,Revolution Studios,False
88,89,Bend It Like Beckham,-,-,-,"$32,543,449",1002,"$32,543,449",Mar 12,-,False
89,90,The Pianist,-,-,-,"$32,366,947",842,"$32,572,577",Dec 25,Focus Features,False
90,91,Maid in Manhattan,-,-,-,"$31,880,424",3050,"$94,011,225",Dec 13,Revolution Studios,False
91,92,The Core,-,-,-,"$31,186,896",3019,"$31,186,896",Mar 28,Paramount Pictures,False
92,93,Lost in Translation,-,-,-,"$30,961,436",882,"$44,585,453",Sep 12,Focus Features,False
93,94,Hollywood Homicide,-,-,-,"$30,940,691",2840,"$30,940,691",Jun 13,Revolution Studios,False
94,95,The Fighting Temptations,-,-,-,"$30,250,745",2026,"$30,250,745",Sep 19,Paramount Pictures,False
95,96,Johnny English,-,-,-,"$28,082,366",2236,"$28,082,366",Jul 18,Universal Pictures,False
96,97,Cold Mountain,-,-,-,"$28,051,514",2802,"$95,636,509",Dec 25,Miramax,False
97,98,Honey,-,-,-,"$27,368,200",1972,"$30,308,417",Dec 5,Universal Pictures,False
98,99,A Man Apart,-,-,-,"$26,798,622",2495,"$26,736,098",Apr 4,New Line Cinema,False
99,100,Basic,-,-,-,"$26,793,311",2876,"$26,793,311",Mar 28,Sony Pictures Entertainment (SPE),False
100,101,Stuck on You,-,-,-,"$26,763,656",3007,"$33,832,741",Dec 12,Twentieth Century Fox,False
101,102,Sinbad: Legend of the Seven Seas,-,-,-,"$26,483,452",3086,"$26,483,452",Jul 2,DreamWorks Distribution,False
102,103,Dumb and Dumberer: When Harry Met Lloyd,-,-,-,"$26,277,757",2609,"$26,276,465",Jun 13,New Line Cinema,False
103,104,The Missing,-,-,-,"$25,904,967",2756,"$27,011,180",Nov 26,Revolution Studios,False
104,105,Paycheck,-,-,-,"$25,022,077",2762,"$53,790,451",Dec 25,Paramount Pictures,False
105,106,Bulletproof Monk,-,-,-,"$23,358,708",2955,"$23,358,708",Apr 16,Metro-Goldwyn-Mayer (MGM),False
106,107,Piglet's Big Movie,-,-,-,"$23,101,950",2084,"$23,103,423",Mar 21,Walt Disney Studios Motion Pictures,False
107,108,Dickie Roberts: Former Child Star,-,-,-,"$22,738,671",2083,"$22,738,671",Sep 5,Paramount Pictures,False
108,109,The Medallion,-,-,-,"$22,219,192",2652,"$22,219,192",Aug 22,TriStar Pictures,False
109,110,Peter Pan,-,-,-,"$22,111,465",2813,"$48,462,608",Dec 25,Universal Pictures,False
110,111,Biker Boyz,-,-,-,"$22,064,769",1769,"$22,076,772",Jan 31,DreamWorks Distribution,False
111,112,Cold Creek Manor,-,-,-,"$21,386,011",2035,"$21,386,011",Sep 19,Walt Disney Studios Motion Pictures,False
112,113,Cabin Fever,-,-,-,"$21,157,359",2105,"$21,158,188",Sep 12,Lionsgate,False
113,114,Whale Rider,-,-,-,"$20,779,666",556,"$20,779,666",Jun 6,Newmarket Films,False
114,115,The In-Laws,-,-,-,"$20,453,431",2652,"$20,453,431",May 23,Warner Bros.,False
115,116,Looney Tunes: Back in Action,-,-,-,"$20,382,757",2903,"$20,991,364",Nov 14,Warner Bros.,False
116,117,Down with Love,-,-,-,"$20,305,251",2123,"$20,305,251",May 9,Twentieth Century Fox,False
117,118,The Life of David Gale,-,-,-,"$19,955,598",2003,"$19,955,598",Feb 21,Universal Pictures,False
118,119,Timeline,-,-,-,"$19,068,097",2787,"$19,481,943",Nov 26,Paramount Pictures,False
119,120,Harry Potter and the Chamber of Secrets,-,-,-,"$18,121,111",3682,"$261,988,482",Nov 15,Warner Bros.,False
120,121,Adaptation.,-,-,-,"$17,946,961",672,"$22,498,520",Dec 6,Sony Pictures Entertainment (SPE),False
121,122,My Big Fat Greek Wedding,-,-,-,"$17,785,714",2016,"$241,438,208",Apr 19,IFC Films,False
122,123,A Mighty Wind,-,-,-,"$17,781,006",770,"$17,781,006",Apr 16,Warner Bros.,False
123,124,The Wild Thornberrys,-,-,-,"$17,697,164",3012,"$40,108,697",Dec 20,Paramount Pictures,False
124,125,Love Don't Cost a Thing,-,-,-,"$17,602,676",1844,"$21,924,226",Dec 12,Warner Bros.,False
125,126,Deliver Us from Eva,-,-,-,"$17,539,222",1139,"$17,573,594",Feb 7,Focus Features,False
126,127,Antwone Fisher,-,-,-,"$17,406,808",1021,"$21,078,145",Dec 19,-,False
127,128,Drumline,-,-,-,"$17,282,795",1837,"$56,399,184",Dec 13,Twentieth Century Fox,False
128,129,Space Station 3D,-,-,-,"$16,077,213",64,"$93,383,953",Apr 19,IMAX,False
129,130,Confessions of a Dangerous Mind,-,-,-,"$15,986,590",1776,"$16,007,718",Dec 31,Miramax,False
130,131,View from the Top,-,-,-,"$15,613,897",2508,"$15,614,000",Mar 21,Miramax,False
131,132,My Boss's Daughter,-,-,-,"$15,548,548",2206,"$15,550,605",Aug 22,Dimension Films,False
132,133,A Guy Thing,-,-,-,"$15,545,431",2520,"$15,545,431",Jan 17,Metro-Goldwyn-Mayer (MGM),False
133,134,Wrong Turn,-,-,-,"$15,418,790",1615,"$15,418,790",May 30,Twentieth Century Fox,False
134,135,Ghosts of the Abyss,-,-,-,"$15,259,623",97,"$17,040,871",Apr 11,Walt Disney Studios Motion Pictures,False
135,136,Dirty Pretty Things,-,-,-,"$14,864,314",493,"$8,112,414",Jul 18,Miramax,False
136,137,Alex & Emma,-,-,-,"$14,218,698",2310,"$14,218,698",Jun 20,Warner Bros.,False
137,138,How to Deal,-,-,-,"$14,197,991",2319,"$14,195,227",Jul 18,New Line Cinema,False
138,139,Gods and Generals,-,-,-,"$12,882,935",1533,"$12,882,934",Feb 21,Warner Bros.,False
139,140,25th Hour,-,-,-,"$12,676,545",495,"$13,084,595",Dec 19,Walt Disney Studios Motion Pictures,False
140,141,House of 1000 Corpses,-,-,-,"$12,631,898",847,"$12,634,962",Apr 11,Lionsgate,False
141,142,The Quiet American,-,-,-,"$12,488,421",396,"$12,988,801",Nov 22,Miramax,False
142,143,Confidence,-,-,-,"$12,252,063",1871,"$12,251,640",Apr 25,Lionsgate,False
143,144,Die Another Day,-,-,-,"$12,176,580",3377,"$160,942,139",Nov 22,Metro-Goldwyn-Mayer (MGM),False
144,145,The Lion King2002 IMAX Release,-,-,-,"$11,977,577",66,"$15,686,215",Dec 27,Walt Disney Studios Motion Pictures,False
145,146,The Hot Chick,-,-,-,"$11,085,987",2246,"$35,081,594",Dec 13,Walt Disney Studios Motion Pictures,False
146,147,Winged Migration2003 Re-release,-,-,-,"$10,763,402",202,"$10,764,402",Apr 18,Sony Pictures Classics,False
147,148,Narc,-,-,-,"$10,256,880",822,"$10,465,659",Dec 20,Paramount Pictures,False
148,149,House of the Dead,-,-,-,"$10,249,719",1540,"$10,249,719",Oct 10,Artisan Entertainment,False
149,150,Swimming Pool,-,-,-,"$10,133,961",259,"$10,130,108",Jul 2,Focus Features,False
150,151,Duplex,-,-,-,"$9,692,219",2191,"$9,692,135",Sep 26,Miramax,False
151,152,Dark Blue,-,-,-,"$9,250,301",2176,"$9,250,301",Feb 21,United Artists,False
152,153,The Divorce,-,-,-,"$9,081,057",701,"$9,081,057",Aug 8,-,False
153,154,Boat Trip,-,-,-,"$8,599,116",1803,"$8,600,126",Mar 21,Artisan Entertainment,False
154,155,Seducing Doctor Lewis,-,-,-,"$8,025,397",80,"$9,354,342",Jul 11,Odeon,False
155,156,Talk to Her2002 Re-release,-,-,-,"$7,772,256",255,"$9,285,469",Nov 22,Sony Pictures Classics,False
156,157,Star Trek: Nemesis,-,-,-,"$7,760,057",2711,"$43,254,409",Dec 13,Paramount Pictures,False
157,158,Tupac: Resurrection,-,-,-,"$7,718,961",804,"$7,718,961",Nov 14,Paramount Pictures,False
158,159,The Order,-,-,-,"$7,660,806",1975,"$7,660,806",Sep 5,Twentieth Century Fox,False
159,160,It Runs in the Family,-,-,-,"$7,491,839",1207,"$7,491,839",Apr 25,Metro-Goldwyn-Mayer (MGM),False
160,161,Willard,-,-,-,"$6,885,125",1762,"$6,886,089",Mar 14,New Line Cinema,False
161,162,Bowling for Columbine,-,-,-,"$6,202,134",248,"$21,576,018",Oct 11,United Artists,False
162,163,Nowhere in Africa,-,-,-,"$6,178,808",78,"$6,180,200",Mar 7,Zeitgeist Films,False
163,164,Chasing Papi,-,-,-,"$6,130,049",585,"$6,130,049",Apr 16,Twentieth Century Fox,False
164,165,Gigli,-,-,-,"$6,087,542",2215,"$6,087,542",Aug 1,Revolution Studios,False
165,166,American Splendor,-,-,-,"$6,011,630",272,"$6,010,990",Aug 15,Fine Line Features,False
166,167,Spellbound,-,-,-,"$5,728,581",117,"$5,728,581",Apr 30,THINKFilm,False
167,168,T-Rex: Back to the Cretaceous,-,-,-,"$5,727,822",38,"$53,354,743",Oct 23,IMAX,False
168,169,Far from Heaven,-,-,-,"$5,597,865",291,"$15,901,849",Nov 8,Focus Features,False
169,170,21 Grams,-,-,-,"$5,564,820",411,"$16,290,476",Nov 21,Focus Features,False
170,171,Luther,-,-,-,"$5,485,926",400,"$5,791,328",Sep 26,R.S. Entertainment,False
171,172,Frida,-,-,-,"$5,372,495",794,"$25,885,000",Oct 25,Miramax,False
172,173,The Human Stain,-,-,-,"$5,353,851",388,"$5,381,908",Oct 31,Miramax,False
173,174,Grind,-,-,-,"$5,123,696",2253,"$5,123,696",Aug 15,Warner Bros.,False
174,175,Rabbit-Proof Fence,-,-,-,"$5,100,906",153,"$6,199,600",Nov 27,Miramax,False
175,176,The Barbarian Invasions,-,-,-,"$5,037,785",134,"$5,109,226",May 9,Alliance Atlantis Vivafilm,False
176,177,Big Fish,-,-,-,"$4,965,533",2514,"$66,809,693",Dec 10,Sony Pictures Entertainment (SPE),False
177,178,From Justin to Kelly,-,-,-,"$4,928,883",2001,"$4,928,883",Jun 20,Twentieth Century Fox,False
178,179,In the Cut,-,-,-,"$4,750,602",825,"$4,750,602",Oct 22,Screen Gems,False
179,180,Spirited Away,-,-,-,"$4,640,765",714,"$10,055,859",Sep 20,Walt Disney Studios Motion Pictures,False
180,181,Thirteen,-,-,-,"$4,601,043",243,"$4,601,043",Aug 20,-,False
181,182,City of God,-,-,-,"$4,583,534",242,"$7,564,459",Jan 17,Miramax,False
182,183,The Magdalene Sisters2003 Re-release,-,-,-,"$4,581,436",295,"$4,583,889",Aug 1,Miramax,False
183,184,The Station Agent,-,-,-,"$4,464,135",198,"$5,739,376",Oct 3,Miramax,False
184,185,Beyond Borders,-,-,-,"$4,430,101",1798,"$4,430,101",Oct 24,Paramount Pictures,False
185,186,Treasure Planet,-,-,-,"$4,409,766",3227,"$38,176,783",Nov 27,Walt Disney Studios Motion Pictures,False
186,187,The Real Cancun,-,-,-,"$3,823,269",2261,"$3,825,421",Apr 25,New Line Cinema,False
187,188,Better Luck Tomorrow,-,-,-,"$3,802,390",387,"$3,802,390",Apr 11,Paramount Pictures,False
188,189,In America,-,-,-,"$3,681,206",403,"$15,539,656",Nov 26,-,False
189,190,Step Into Liquid,-,-,-,"$3,680,394",91,"$3,681,803",Aug 8,Artisan Entertainment,False
190,191,Laurel Canyon,-,-,-,"$3,662,159",121,"$3,663,356",Mar 7,Sony Pictures Classics,False
191,192,The Secret Lives of Dentists,-,-,-,"$3,618,566",181,"$3,707,346",Aug 1,-,False
192,193,The Good Thief,-,-,-,"$3,517,797",222,"$3,517,797",Apr 2,-,False
193,194,Analyze That,-,-,-,"$3,390,920",2635,"$32,130,627",Dec 6,Warner Bros.,False
194,195,Anything Else,-,-,-,"$3,212,310",1033,"$3,212,310",Sep 19,DreamWorks Distribution,False
195,196,Mambo Italiano2003 Re-release,-,-,-,"$3,205,730",183,"$3,205,730",Sep 19,IDP Distribution,False
196,197,Capturing the Friedmans,-,-,-,"$3,119,113",78,"$3,119,113",May 30,Magnolia Pictures,False
197,198,The Guru,-,-,-,"$3,095,506",98,"$3,095,506",Jan 31,Universal Pictures,False
198,199,The Gospel of John,-,-,-,"$3,084,128",113,"$4,069,090",Sep 26,THINKFilm,False
199,200,Mambo Italiano,-,-,-,"$3,047,296",100,"$3,047,296",Jun 6,-,False
