,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
53,54,The Tigger Movie,-,-,-,"$45,554,533",2818,"$45,554,533",Feb 11,Walt Disney Studios Motion Pictures,False
54,55,Frequency,-,-,-,"$45,010,278",2631,"$45,010,278",Apr 28,New Line Cinema,False
55,56,The Replacements,-,-,-,"$44,737,059",2754,"$44,737,059",Aug 11,Warner Bros.,False
56,57,Pokémon the Movie 2000,-,-,-,"$43,758,684",2752,"$43,758,684",Jul 21,Warner Bros.,False
57,58,Miss Congeniality,-,-,-,"$41,784,460",2668,"$106,807,667",Dec 22,Warner Bros.,False
58,59,Any Given Sunday,-,-,-,"$39,882,713",2505,"$75,530,832",Dec 22,Warner Bros.,False
59,60,The Beach,-,-,-,"$39,785,027",2587,"$39,785,027",Feb 11,Twentieth Century Fox,False
60,61,The Exorcist2000 Director's Cut,-,-,-,"$39,671,011",1708,"$39,671,011",Sep 22,Warner Bros.,False
61,62,Pitch Black,-,-,-,"$39,240,659",1930,"$39,240,659",Feb 18,USA Films,False
62,63,The Emperor's New Groove,-,-,-,"$38,960,149",2887,"$89,302,687",Dec 15,Walt Disney Studios Motion Pictures,False
63,64,The Family Man,-,-,-,"$38,817,090",2441,"$75,793,305",Dec 22,Universal Pictures,False
64,65,Little Nicky,-,-,-,"$38,801,062",2910,"$39,464,775",Nov 10,New Line Cinema,False
65,66,The Original Kings of Comedy,-,-,-,"$38,182,790",1082,"$38,182,790",Aug 18,Paramount Pictures,False
66,67,Autumn in New York,-,-,-,"$37,761,915",2282,"$37,761,915",Aug 11,Metro-Goldwyn-Mayer (MGM),False
67,68,Bedazzled,-,-,-,"$37,472,420",2571,"$37,886,980",Oct 20,Twentieth Century Fox,False
68,69,28 Days,-,-,-,"$37,170,488",2523,"$37,170,488",Apr 14,Sony Pictures Entertainment (SPE),False
69,70,Keeping the Faith,-,-,-,"$37,047,880",2171,"$37,047,880",Apr 14,Walt Disney Studios Motion Pictures,False
70,71,Bounce,-,-,-,"$36,637,217",2028,"$36,805,288",Nov 17,Miramax,False
71,72,Hanging Up,-,-,-,"$36,050,230",2618,"$36,050,230",Feb 18,Sony Pictures Entertainment (SPE),False
72,73,The Flintstones in Viva Rock Vegas,-,-,-,"$35,268,275",3125,"$35,268,275",Apr 28,Universal Pictures,False
73,74,The Skulls,-,-,-,"$35,046,120",2416,"$35,046,120",Mar 31,Universal Pictures,False
74,75,Mysteries of Egypt,-,-,-,"$34,271,224",27,"$40,593,486",Aug 21,IMAX,False
75,76,The 6th Day,-,-,-,"$34,259,361",2516,"$34,604,280",Nov 17,Sony Pictures Entertainment (SPE),False
76,77,My Dog Skip,-,-,-,"$34,134,641",2331,"$34,134,641",Jan 14,Warner Bros.,False
77,78,Where the Heart Is,-,-,-,"$33,772,838",2439,"$33,772,838",Apr 28,Twentieth Century Fox,False
78,79,"Dude, Where's My Car?",-,-,-,"$33,113,843",2100,"$46,729,800",Dec 15,Twentieth Century Fox,False
79,80,Pay It Forward,-,-,-,"$32,960,771",2130,"$33,519,628",Oct 20,Warner Bros.,False
80,81,Return to Me,-,-,-,"$32,722,798",2320,"$32,722,798",Apr 7,Metro-Goldwyn-Mayer (MGM),False
81,82,Almost Famous,-,-,-,"$31,932,799",2262,"$32,534,850",Sep 15,DreamWorks Distribution,False
82,83,The Legend of Bagger Vance,-,-,-,"$30,688,488",2162,"$30,919,168",Nov 3,DreamWorks Distribution,False
83,84,The Art of War,-,-,-,"$30,208,599",2630,"$30,208,599",Aug 25,Warner Bros.,False
84,85,Bless the Child,-,-,-,"$29,381,494",2524,"$29,381,494",Aug 11,Paramount Pictures,False
85,86,The Watcher,-,-,-,"$28,946,615",2777,"$28,946,615",Sep 8,Universal Pictures,False
86,87,"Girl, Interrupted",-,-,-,"$28,562,738",1935,"$28,912,646",Dec 21,Sony Pictures Entertainment (SPE),False
87,88,Love & Basketball,-,-,-,"$27,459,615",1245,"$27,459,615",Apr 21,New Line Cinema,False
88,89,High Fidelity,-,-,-,"$27,287,137",1231,"$27,287,137",Mar 31,Walt Disney Studios Motion Pictures,False
89,90,Book of Shadows: Blair Witch 2,-,-,-,"$26,437,094",3320,"$26,437,094",Oct 27,Artisan Entertainment,False
90,91,Proof of Life,-,-,-,"$26,380,380",2705,"$32,598,931",Dec 8,Warner Bros.,False
91,92,The Adventures of Rocky & Bullwinkle,-,-,-,"$26,005,820",2482,"$26,005,820",Jun 30,Universal Pictures,False
92,93,Nurse Betty,-,-,-,"$25,170,054",1491,"$25,170,054",Sep 8,USA Films,False
93,94,Bicentennial Man,-,-,-,"$24,838,165",2767,"$58,223,861",Dec 17,Walt Disney Studios Motion Pictures,False
94,95,Deuce Bigalow: Male Gigolo,-,-,-,"$23,565,651",2162,"$65,538,755",Dec 10,Walt Disney Studios Motion Pictures,False
95,96,Reindeer Games,-,-,-,"$23,244,837",2204,"$23,368,995",Feb 25,Miramax,False
96,97,Titan A.E.,-,-,-,"$22,753,426",2775,"$22,753,426",Jun 16,Twentieth Century Fox,False
97,98,Boys and Girls,-,-,-,"$21,799,652",1989,"$21,799,652",Jun 16,Dimension Films,False
98,99,Magnolia,-,-,-,"$21,540,572",1086,"$22,455,976",Dec 17,New Line Cinema,False
99,100,Battlefield Earth,-,-,-,"$21,471,685",3307,"$21,471,685",May 12,Warner Bros.,False
100,101,Urban Legends: Final Cut,-,-,-,"$21,468,807",2539,"$21,468,807",Sep 22,Sony Pictures Entertainment (SPE),False
101,102,Down to You,-,-,-,"$20,069,008",2003,"$20,069,008",Jan 21,Miramax,False
102,103,Wonder Boys,-,-,-,"$19,272,097",1509,"$19,393,557",Feb 23,Paramount Pictures,False
103,104,Anna and the King,-,-,-,"$18,745,638",2132,"$39,263,420",Dec 17,Twentieth Century Fox,False
104,105,The Ninth Gate,-,-,-,"$18,661,336",1694,"$18,661,336",Mar 10,Artisan Entertainment,False
105,106,Dracula 2000,-,-,-,"$18,347,231",2204,"$33,022,767",Dec 22,Miramax,False
106,107,The Contender,-,-,-,"$17,793,086",1639,"$17,872,723",Oct 13,DreamWorks Distribution,False
107,108,The Sixth Sense,-,-,-,"$17,392,617",2821,"$293,506,292",Aug 6,Walt Disney Studios Motion Pictures,False
108,109,Small Time Crooks,-,-,-,"$17,266,359",886,"$17,266,359",May 19,DreamWorks Distribution,False
109,110,Red Planet,-,-,-,"$17,224,802",2703,"$17,480,890",Nov 10,Warner Bros.,False
110,111,Center Stage,-,-,-,"$17,200,925",1506,"$17,200,925",May 12,Sony Pictures Entertainment (SPE),False
111,112,Best in Show,-,-,-,"$17,077,142",497,"$18,715,392",Sep 29,Warner Bros.,False
112,113,Boiler Room,-,-,-,"$16,970,581",1335,"$16,970,581",Feb 18,New Line Cinema,False
113,114,Billy Elliot,-,-,-,"$16,875,428",510,"$21,995,263",Oct 13,Focus Features,False
114,115,Lost Souls,-,-,-,"$16,815,253",1970,"$16,815,253",Oct 13,New Line Cinema,False
115,116,Eye of the Beholder,-,-,-,"$16,500,786",1751,"$16,500,786",Jan 28,Destination Films,False
116,117,Thomas and the Magic Railroad,-,-,-,"$15,891,056",2110,"$15,933,506",Jul 26,Destination Films,False
117,118,Loser,-,-,-,"$15,618,626",2016,"$15,618,626",Jul 21,Sony Pictures Entertainment (SPE),False
118,119,Drowning Mona,-,-,-,"$15,506,764",1981,"$15,506,764",Mar 3,Destination Films,False
119,120,Bait,-,-,-,"$15,325,127",2352,"$15,325,127",Sep 15,Warner Bros.,False
120,121,American Psycho,-,-,-,"$15,070,285",1242,"$15,070,285",Apr 14,Lionsgate,False
121,122,Get Carter,-,-,-,"$14,967,182",2315,"$14,967,182",Oct 6,Warner Bros.,False
122,123,The Next Best Thing,-,-,-,"$14,941,324",2035,"$14,990,582",Mar 3,Paramount Pictures,False
123,124,Man on the Moon,-,-,-,"$14,682,505",2079,"$34,607,430",Dec 22,Universal Pictures,False
124,125,Snow Falling on Cedars,-,-,-,"$14,316,301",1155,"$14,417,593",Dec 22,Universal Pictures,False
125,126,Michael Jordan to the Max,-,-,-,"$14,289,413",56,"$18,650,521",May 5,IMAX,False
126,127,Supernova,-,-,-,"$14,230,455",2280,"$14,230,455",Jan 14,Metro-Goldwyn-Mayer (MGM),False
127,128,Dungeons & Dragons,-,-,-,"$13,964,757",2078,"$15,391,970",Dec 8,New Line Cinema,False
128,129,The Ladies Man,-,-,-,"$13,616,610",2043,"$13,616,610",Oct 13,Paramount Pictures,False
129,130,The Little Vampire,-,-,-,"$13,572,400",2009,"$13,572,400",Oct 27,New Line Cinema,False
130,131,Dr. T & the Women,-,-,-,"$13,113,041",1489,"$13,113,041",Oct 13,Artisan Entertainment,False
131,132,The Crew,-,-,-,"$13,023,075",1515,"$13,023,075",Aug 25,Walt Disney Studios Motion Pictures,False
132,133,Everest,-,-,-,"$13,008,988",62,"$87,178,599",Mar 6,MacGillivray Freeman Films,False
133,134,Angela's Ashes,-,-,-,"$12,903,522",614,"$13,042,112",Dec 25,Paramount Pictures,False
134,135,Highlander: Endgame,-,-,-,"$12,811,858",1546,"$12,811,858",Sep 1,Miramax,False
135,136,Ready to Rumble,-,-,-,"$12,394,327",2585,"$12,394,327",Apr 7,Warner Bros.,False
136,137,"Crouching Tiger, Hidden Dragon",-,-,-,"$12,187,815",2027,"$128,078,872",Dec 8,Sony Pictures Classics,False
137,138,Saving Grace,-,-,-,"$12,178,602",875,"$12,178,602",Aug 4,Fine Line Features,False
138,139,The Legend of Drunken Master,-,-,-,"$11,555,430",1345,"$11,555,430",Oct 20,Miramax,False
139,140,The World Is Not Enough,-,-,-,"$11,365,512",3163,"$126,943,684",Nov 19,Metro-Goldwyn-Mayer (MGM),False
140,141,Here on Earth,-,-,-,"$10,522,168",1713,"$10,522,168",Mar 24,Twentieth Century Fox,False
141,142,Lucky Numbers,-,-,-,"$10,042,516",2528,"$10,042,516",Oct 27,Paramount Pictures,False
142,143,Godzilla 2000: Millennium,-,-,-,"$10,037,390",2111,"$10,037,390",Aug 18,Sony Pictures Entertainment (SPE),False
143,144,3 Strikes,-,-,-,"$9,832,166",678,"$9,832,166",Mar 1,Metro-Goldwyn-Mayer (MGM),False
144,145,Digimon: The Movie,-,-,-,"$9,631,153",1825,"$9,631,153",Oct 6,Twentieth Century Fox,False
145,146,The End of the Affair,-,-,-,"$9,551,124",688,"$10,827,816",Dec 3,Sony Pictures Entertainment (SPE),False
146,147,Sleepy Hollow,-,-,-,"$9,454,475",3069,"$101,071,502",Nov 19,Paramount Pictures,False
147,148,Boys Don't Cry,-,-,-,"$8,926,795",365,"$11,540,607",Oct 8,-,False
148,149,Whatever It Takes,-,-,-,"$8,745,680",2272,"$8,745,680",Mar 24,Sony Pictures Entertainment (SPE),False
149,150,Cirque du Soleil: Journey of Man,-,-,-,"$8,665,626",22,"$15,627,434",May 5,Sony Pictures Classics,False
150,151,Play It to the Bone,-,-,-,"$8,430,780",1588,"$8,434,146",Dec 25,Walt Disney Studios Motion Pictures,False
151,152,T-Rex: Back to the Cretaceous,-,-,-,"$8,260,384",38,"$53,354,743",Oct 23,IMAX,False
152,153,Galapagos,-,-,-,"$7,801,785",14,"$18,630,372",Oct 29,IMAX,False
153,154,Screwed,-,-,-,"$7,027,345",1761,"$7,027,345",May 12,Universal Pictures,False
154,155,All the Pretty Horses,-,-,-,"$6,817,435",1593,"$15,540,353",Dec 25,Miramax,False
155,156,I Dreamed of Africa,-,-,-,"$6,651,522",2112,"$6,651,522",May 5,Sony Pictures Entertainment (SPE),False
156,157,All About My Mother,-,-,-,"$6,385,732",145,"$8,272,296",Nov 5,Sony Pictures Classics,False
157,158,Sunshine,-,-,-,"$6,377,468",153,"$5,096,267",Dec 17,Paramount Classics,False
158,159,What Planet Are You From?,-,-,-,"$6,291,602",2248,"$6,291,602",Mar 3,Sony Pictures Entertainment (SPE),False
159,160,Croupier,-,-,-,"$6,201,143",141,"$6,201,143",Apr 21,-,False
160,161,Topsy-Turvy,-,-,-,"$6,068,998",224,"$6,208,548",Dec 15,USA Films,False
161,162,The Way of the Gun,-,-,-,"$6,055,661",1565,"$6,055,661",Sep 8,Artisan Entertainment,False
162,163,Where the Money Is,-,-,-,"$5,661,798",1538,"$5,661,798",Apr 14,USA Films,False
163,164,The in Crowd,-,-,-,"$5,280,035",1357,"$5,280,035",Jul 21,Warner Bros.,False
164,165,Black & White,-,-,-,"$5,277,299",1284,"$5,277,299",Apr 7,Sony Pictures Entertainment (SPE),False
165,166,Gossip,-,-,-,"$5,108,820",1525,"$5,108,820",Apr 21,Warner Bros.,False
166,167,Woman on Top,-,-,-,"$5,020,111",1086,"$5,020,111",Sep 22,-,False
167,168,End of Days,-,-,-,"$4,988,944",2652,"$66,889,043",Nov 24,Universal Pictures,False
168,169,Being John Malkovich,-,-,-,"$4,980,937",630,"$22,863,596",Oct 29,USA Films,False
169,170,The Virgin Suicides,-,-,-,"$4,906,229",275,"$4,906,229",Apr 21,Paramount Classics,False
170,171,Duets,-,-,-,"$4,739,023",583,"$4,739,023",Sep 15,Walt Disney Studios Motion Pictures,False
171,172,Held Up,-,-,-,"$4,705,631",688,"$4,705,631",May 12,Trimark Pictures,False
172,173,The Tao of Steve,-,-,-,"$4,342,203",189,"$4,342,203",Aug 4,Sony Pictures Classics,False
173,174,Dancer in the Dark,-,-,-,"$4,184,036",126,"$4,184,036",Sep 22,Fine Line Features,False
174,175,East Is East,-,-,-,"$4,177,818",157,"$4,177,818",Apr 14,Miramax,False
175,176,Whipped,-,-,-,"$4,159,986",1581,"$4,159,986",Sep 1,Destination Films,False
176,177,Finding Forrester,-,-,-,"$4,026,419",2002,"$51,804,714",Dec 22,Sony Pictures Entertainment (SPE),False
177,178,You Can Count on Me,-,-,-,"$3,671,059",150,"$9,416,804",Nov 10,Paramount Classics,False
178,179,CyberWorld,-,-,-,"$3,640,193",38,"$11,253,900",Oct 6,IMAX,False
179,180,Chocolat,-,-,-,"$3,471,055",1928,"$71,509,363",Dec 15,Miramax,False
180,181,Extreme,-,-,-,"$3,468,653",21,"$12,475,172",Apr 2,IMAX,False
181,182,Price of Glory,-,-,-,"$3,440,228",807,"$3,440,228",Mar 31,New Line Cinema,False
182,183,Sweet and Lowdown,-,-,-,"$3,438,209",239,"$4,197,015",Dec 3,Sony Pictures Classics,False
183,184,Island of the Sharks,-,-,-,"$3,428,031",17,"$10,658,505",Apr 23,IMAX,False
184,185,Ghost Dog: The Way of the Samurai,-,-,-,"$3,308,029",109,"$3,308,029",Mar 3,Artisan Entertainment,False
185,186,The Big Kahuna,-,-,-,"$3,165,544",309,"$3,165,544",Apr 28,Lionsgate,False
186,187,Beautiful,-,-,-,"$3,157,348",646,"$3,157,348",Sep 29,Destination Films,False
187,188,Siegfried & Roy: The Magic Box,-,-,-,"$3,069,116",22,"$5,231,283",Oct 1,IMAX,False
188,189,The Insider,-,-,-,"$3,064,931",1844,"$29,089,912",Nov 5,Walt Disney Studios Motion Pictures,False
189,190,The Bone Collector,-,-,-,"$3,059,175",2623,"$66,518,655",Nov 5,Universal Pictures,False
190,191,Quills,-,-,-,"$3,015,756",223,"$7,065,332",Nov 24,-,False
191,192,Isn't She Great,-,-,-,"$2,962,465",750,"$2,962,465",Jan 28,Universal Pictures,False
192,193,Up at the Villa,-,-,-,"$2,933,161",112,"$2,933,161",May 5,USA Films,False
193,194,Requiem for a Dream,-,-,-,"$2,813,757",93,"$3,635,482",Oct 6,Artisan Entertainment,False
194,195,Alien Adventure,-,-,-,"$2,806,793",10,"$8,959,784",Aug 20,-,False
195,196,Double Jeopardy,-,-,-,"$2,754,826",3002,"$116,741,558",Sep 24,Paramount Pictures,False
196,197,Africa's Elephant Kingdom,-,-,-,"$2,706,607",15,"$13,485,455",May 1,IMAX,False
197,198,God's Army,-,-,-,"$2,693,795",50,"$2,637,726",Mar 10,-,False
198,199,Wolves,-,-,-,"$2,643,337",16,"$4,811,282",Jun 18,IMAX,False
199,200,Mansfield Park,-,-,-,"$2,634,754",152,"$4,775,847",Nov 19,Miramax,False
