,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
54,55,17 Again,-,-,-,"$64,167,069",3255,"$64,167,069",Apr 17,Warner Bros.,False
55,56,The Time Traveler's Wife,-,-,-,"$63,414,846",2988,"$63,414,846",Aug 14,Warner Bros.,False
56,57,Brüno,-,-,-,"$60,054,530",2759,"$60,054,530",Jul 10,Universal Pictures,False
57,58,Bride Wars,-,-,-,"$58,715,510",3228,"$58,715,510",Jan 9,Twentieth Century Fox,False
58,59,The Haunting in Connecticut,-,-,-,"$55,389,516",2732,"$55,389,516",Mar 27,Lionsgate,False
59,60,Ghosts of Girlfriends Past,-,-,-,"$55,250,026",3175,"$55,250,026",May 1,Warner Bros.,False
60,61,Bedtime Stories,-,-,-,"$53,401,063",3684,"$110,101,975",Dec 25,Walt Disney Studios Motion Pictures,False
61,62,Funny People,-,-,-,"$51,855,045",3008,"$51,855,045",Jul 31,Universal Pictures,False
62,63,I Can Do Bad All by Myself,-,-,-,"$51,733,921",2255,"$51,733,921",Sep 11,Lionsgate,False
63,64,My Bloody Valentine,-,-,-,"$51,545,952",2534,"$51,545,952",Jan 16,Lionsgate,False
64,65,Land of the Lost,-,-,-,"$49,438,370",3534,"$49,438,370",Jun 5,Universal Pictures,False
65,66,My Sister's Keeper,-,-,-,"$49,200,230",2606,"$49,200,230",Jun 26,Warner Bros.,False
66,67,Old Dogs,-,-,-,"$46,528,573",3425,"$49,492,060",Nov 25,Walt Disney Studios Motion Pictures,False
67,68,Underworld: Rise of the Lycans,-,-,-,"$45,802,315",2942,"$45,802,315",Jan 23,Screen Gems,False
68,69,Confessions of a Shopaholic,-,-,-,"$44,277,350",2534,"$44,277,350",Feb 13,Walt Disney Studios Motion Pictures,False
69,70,Year One,-,-,-,"$43,337,279",3024,"$43,337,279",Jun 19,Sony Pictures Entertainment (SPE),False
70,71,The Unborn,-,-,-,"$42,670,410",2359,"$42,670,410",Jan 9,Universal Pictures,False
71,72,Precious,-,-,-,"$42,567,989",1003,"$47,566,524",Nov 6,Lionsgate,False
72,73,Valkyrie,-,-,-,"$42,175,975",2838,"$83,077,833",Dec 25,United Artists,False
73,74,Drag Me to Hell,-,-,-,"$42,100,625",2510,"$42,100,625",May 29,Universal Pictures,False
74,75,Orphan,-,-,-,"$41,596,251",2750,"$41,596,251",Jul 24,Warner Bros.,False
75,76,Duplicity,-,-,-,"$40,572,825",2579,"$40,572,825",Mar 20,Universal Pictures,False
76,77,It's Complicated,-,-,-,"$40,375,875",2955,"$112,735,375",Dec 25,Universal Pictures,False
77,78,Planet 51,-,-,-,"$39,410,558",3035,"$42,194,060",Nov 20,Sony Pictures Entertainment (SPE),False
78,79,Surrogates,-,-,-,"$38,577,772",2992,"$38,577,772",Sep 25,Walt Disney Studios Motion Pictures,False
79,80,Yes Man,-,-,-,"$37,661,286",3434,"$97,690,976",Dec 19,Warner Bros.,False
80,81,Ninja Assassin,-,-,-,"$37,303,465",2503,"$38,122,883",Nov 25,Warner Bros.,False
81,82,State of Play,-,-,-,"$37,017,955",2807,"$37,017,955",Apr 17,Universal Pictures,False
82,83,Notorious,-,-,-,"$36,843,682",1641,"$36,843,682",Jan 16,-,False
83,84,The Pink Panther 2,-,-,-,"$35,922,978",3245,"$35,922,978",Feb 6,Sony Pictures Entertainment (SPE),False
84,85,All About Steve,-,-,-,"$33,862,903",2265,"$33,862,903",Sep 4,Twentieth Century Fox,False
85,86,Up in the Air,-,-,-,"$33,655,213",2218,"$83,823,381",Dec 4,Paramount Pictures,False
86,87,Halloween II,-,-,-,"$33,392,973",3088,"$33,392,973",Aug 28,-,False
87,88,The Informant!,-,-,-,"$33,316,821",2505,"$33,316,821",Sep 18,Warner Bros.,False
88,89,The Last House on the Left,-,-,-,"$32,752,215",2402,"$32,752,215",Mar 13,Universal Pictures,False
89,90,The Reader,-,-,-,"$32,519,680",1203,"$34,194,407",Dec 10,The Weinstein Company,False
90,91,500 Days of Summer,-,-,-,"$32,391,374",1048,"$32,391,374",Jul 17,-,False
91,92,Earth,-,-,-,"$32,011,576",1804,"$32,011,576",Apr 22,Walt Disney Studios Motion Pictures,False
92,93,The Men Who Stare at Goats,-,-,-,"$31,976,937",2453,"$32,428,195",Nov 6,Overture Films,False
93,94,Push,-,-,-,"$31,811,527",2313,"$31,811,527",Feb 6,Summit Entertainment,False
94,95,9,-,-,-,"$31,749,894",2060,"$31,749,894",Sep 9,Focus Features,False
95,96,The Soloist,-,-,-,"$31,720,158",2090,"$31,720,158",Apr 24,DreamWorks,False
96,97,Toy Story2009 Re-release,-,-,-,"$30,702,446",1752,"$30,702,446",Oct 2,Walt Disney Studios Motion Pictures,False
97,98,The Stepfather,-,-,-,"$29,062,561",2734,"$29,062,561",Oct 16,Screen Gems,False
98,99,Defiance,-,-,-,"$28,619,576",1793,"$28,644,813",Dec 31,Paramount Vantage,False
99,100,The Uninvited,-,-,-,"$28,596,818",2344,"$28,596,818",Jan 30,DreamWorks,False
100,101,Saw VI,-,-,-,"$27,693,292",3036,"$27,693,292",Oct 23,Lionsgate,False
101,102,Invictus,-,-,-,"$26,677,133",2170,"$37,491,364",Dec 11,Warner Bros.,False
102,103,Brothers,-,-,-,"$26,222,779",2088,"$28,544,157",Dec 4,Lionsgate,False
103,104,Dance Flick,-,-,-,"$25,662,155",2459,"$25,662,155",May 22,Paramount Pictures,False
104,105,The International,-,-,-,"$25,450,527",2364,"$25,450,527",Feb 13,Sony Pictures Entertainment (SPE),False
105,106,The Fourth Kind,-,-,-,"$25,396,720",2530,"$25,486,040",Nov 6,Universal Pictures,False
106,107,Aliens in the Attic,-,-,-,"$25,200,412",3108,"$25,200,412",Jul 31,Twentieth Century Fox,False
107,108,The Wrestler,-,-,-,"$25,068,864",776,"$26,238,243",Dec 17,-,False
108,109,Seven Pounds,-,-,-,"$24,012,839",2758,"$69,951,824",Dec 19,Sony Pictures Entertainment (SPE),False
109,110,Observe and Report,-,-,-,"$24,007,324",2727,"$24,007,324",Apr 10,Warner Bros.,False
110,111,Fighting,-,-,-,"$23,091,010",2312,"$23,091,010",Apr 24,Universal Pictures,False
111,112,Love Happens,-,-,-,"$22,965,110",1922,"$22,965,110",Sep 18,Universal Pictures,False
112,113,Revolutionary Road,-,-,-,"$22,598,011",1077,"$22,911,480",Dec 26,Paramount Vantage,False
113,114,Fame,-,-,-,"$22,455,510",3133,"$22,455,510",Sep 25,Metro-Goldwyn-Mayer (MGM),False
114,115,Twilight,-,-,-,"$22,096,878",3649,"$192,769,854",Nov 21,Summit Entertainment,False
115,116,Doubt,-,-,-,"$21,635,715",1287,"$33,446,470",Dec 12,Miramax,False
116,117,The Notebook II,-,-,-,"$20,919,166",3105,"$20,919,166",Aug 21,Warner Bros.,False
117,118,Gamer,-,-,-,"$20,534,907",2502,"$20,534,907",Sep 4,Lionsgate,False
118,119,Did You Hear About the Morgans?,-,-,-,"$20,380,046",2718,"$29,580,087",Dec 18,Sony Pictures Entertainment (SPE),False
119,120,Astro Boy,-,-,-,"$19,377,871",3020,"$19,551,067",Oct 23,Summit Entertainment,False
120,121,Under the Sea 3D,-,-,-,"$19,352,570",108,"$36,262,926",Feb 13,Warner Bros.,False
121,122,Jonas Brothers: The 3D Concert Experience,-,-,-,"$19,162,740",1276,"$19,162,740",Feb 27,Walt Disney Studios Motion Pictures,False
122,123,Fantastic Mr. Fox,-,-,-,"$18,644,556",2304,"$21,002,919",Nov 13,Twentieth Century Fox,False
123,124,The Invention of Lying,-,-,-,"$18,451,251",1743,"$18,451,251",Oct 2,Warner Bros.,False
124,125,Inkheart,-,-,-,"$17,303,424",2655,"$17,303,424",Jan 23,Warner Bros.,False
125,126,Milk,-,-,-,"$17,246,974",882,"$31,841,299",Nov 26,Focus Features,False
126,127,Fired Up!,-,-,-,"$17,231,291",1811,"$17,231,291",Feb 20,Screen Gems,False
127,128,The Tale of Despereaux,-,-,-,"$16,857,755",3107,"$50,877,145",Dec 19,Universal Pictures,False
128,129,New in Town,-,-,-,"$16,734,283",1941,"$16,734,283",Jan 30,Lionsgate,False
129,130,Jennifer's Body,-,-,-,"$16,204,793",2738,"$16,204,793",Sep 18,Twentieth Century Fox,False
130,131,Imagine That,-,-,-,"$16,123,323",3011,"$16,123,323",Jun 12,Paramount Pictures,False
131,132,Adventureland,-,-,-,"$16,044,025",1876,"$16,044,025",Apr 3,Miramax,False
132,133,A Perfect Getaway,-,-,-,"$15,515,460",2159,"$15,515,460",Aug 7,Universal Pictures,False
133,134,Armored,-,-,-,"$15,498,240",1919,"$15,988,876",Dec 4,Screen Gems,False
134,135,"The Goods: Live Hard, Sell Hard",-,-,-,"$15,122,676",1849,"$15,122,676",Aug 14,Paramount Vantage,False
135,136,Ponyo,-,-,-,"$15,090,399",927,"$15,090,399",Aug 14,Walt Disney Studios Motion Pictures,False
136,137,The Box,-,-,-,"$15,025,279",2635,"$15,051,977",Nov 6,Warner Bros.,False
137,138,"I Love You, Beth Cooper",-,-,-,"$14,800,725",1872,"$14,800,725",Jul 10,Twentieth Century Fox,False
138,139,Last Chance Harvey,-,-,-,"$14,681,035",1108,"$14,889,042",Dec 25,Overture Films,False
139,140,Capitalism: A Love Story,-,-,-,"$14,363,397",995,"$14,363,397",Sep 23,Overture Films,False
140,141,Frost/Nixon,-,-,-,"$14,252,811",1105,"$18,622,031",Dec 5,Universal Pictures,False
141,142,Amelia,-,-,-,"$14,207,978",1070,"$14,246,488",Oct 23,-,False
142,143,Cirque du Freak: The Vampire's Assistant,-,-,-,"$13,869,515",2754,"$13,869,515",Oct 23,Universal Pictures,False
143,144,Crank: High Voltage,-,-,-,"$13,684,249",2223,"$13,684,249",Apr 17,Lionsgate,False
144,145,Whip It,-,-,-,"$13,043,363",1738,"$13,043,363",Oct 2,-,False
145,146,The Hurt Locker,-,-,-,"$12,671,105",535,"$17,017,811",Jun 26,Summit Entertainment,False
146,147,12 Rounds,-,-,-,"$12,234,694",2331,"$12,234,694",Mar 27,Twentieth Century Fox,False
147,148,The Day the Earth Stood Still,-,-,-,"$12,080,133",3560,"$79,366,978",Dec 12,Twentieth Century Fox,False
148,149,Sunshine Cleaning,-,-,-,"$12,062,558",642,"$12,062,558",Mar 13,Overture Films,False
149,150,Sorority Row,-,-,-,"$11,965,282",2665,"$11,965,282",Sep 11,Summit Entertainment,False
150,151,Extract,-,-,-,"$10,823,158",1614,"$10,823,158",Sep 4,Miramax,False
151,152,Not Easily Broken,-,-,-,"$10,572,742",725,"$10,572,742",Jan 9,Screen Gems,False
152,153,Pandorum,-,-,-,"$10,330,853",2506,"$10,330,853",Sep 25,Overture Films,False
153,154,Whiteout,-,-,-,"$10,274,617",2745,"$10,275,638",Sep 11,Warner Bros.,False
154,155,Next Day Air,-,-,-,"$10,027,047",1139,"$10,027,047",May 8,Summit Entertainment,False
155,156,Nine,-,-,-,"$9,844,753",1412,"$19,676,965",Dec 18,The Weinstein Company,False
156,157,The Boondock Saints II: All Saints Day,-,-,-,"$9,839,784",524,"$10,273,188",Oct 30,Apparition,False
157,158,Away We Go,-,-,-,"$9,451,946",506,"$9,451,946",Jun 5,Focus Features,False
158,159,Dragonball Evolution,-,-,-,"$9,362,785",2181,"$9,362,785",Apr 10,Twentieth Century Fox,False
159,160,Everybody's Fine,-,-,-,"$9,208,876",2141,"$9,208,876",Dec 4,Miramax,False
160,161,A Serious Man,-,-,-,"$9,098,436",262,"$9,228,768",Oct 2,Focus Features,False
161,162,Street Fighter: The Legend of Chun-Li,-,-,-,"$8,742,261",1164,"$8,742,261",Feb 27,Twentieth Century Fox,False
162,163,Bolt,-,-,-,"$8,673,100",3654,"$114,053,579",Nov 21,Walt Disney Studios Motion Pictures,False
163,164,My Life in Ruins,-,-,-,"$8,665,206",1165,"$8,665,206",Jun 5,-,False
164,165,The Boat That Rocked,-,-,-,"$7,949,556",883,"$8,017,917",Nov 13,Focus Features,False
165,166,The Collector,-,-,-,"$7,712,114",1325,"$7,712,114",Jul 31,Freestyle Releasing,False
166,167,An Education,-,-,-,"$7,611,690",763,"$12,574,914",Oct 9,Sony Pictures Classics,False
167,168,Taking Woodstock,-,-,-,"$7,460,204",1395,"$7,460,204",Aug 26,Focus Features,False
168,169,The Spirit,-,-,-,"$6,738,782",2509,"$19,806,188",Dec 25,Lionsgate,False
169,170,Post Grad,-,-,-,"$6,380,019",1959,"$6,380,019",Aug 21,Twentieth Century Fox,False
170,171,The Road,-,-,-,"$6,315,678",396,"$8,117,000",Nov 25,-,False
171,172,Four Christmases,-,-,-,"$6,009,738",3540,"$120,146,040",Nov 26,Warner Bros.,False
172,173,Coco Before Chanel,-,-,-,"$5,977,223",307,"$6,113,834",Sep 25,Sony Pictures Classics,False
173,174,Whatever Works,-,-,-,"$5,306,706",353,"$5,306,706",Jun 19,Sony Pictures Classics,False
174,175,Bandslam,-,-,-,"$5,210,988",2121,"$5,210,988",Aug 14,Summit Entertainment,False
175,176,Moon,-,-,-,"$5,010,163",252,"$5,010,163",Jun 12,Sony Pictures Classics,False
176,177,Miss March,-,-,-,"$4,543,320",1742,"$4,543,320",Mar 13,-,False
177,178,Magnificent Desolation: Walking on the Moon,-,-,-,"$4,468,568",82,"$34,137,524",Sep 23,IMAX,False
178,179,Bright Star,-,-,-,"$4,444,637",380,"$4,444,637",Sep 16,Apparition,False
179,180,Australia,-,-,-,"$4,418,394",2721,"$49,554,002",Nov 26,Twentieth Century Fox,False
180,181,"Food, Inc.",-,-,-,"$4,417,674",155,"$4,417,674",Jun 12,Magnolia Pictures,False
181,182,Madagascar: Escape 2 Africa,-,-,-,"$4,323,016",4065,"$180,010,950",Nov 7,DreamWorks,False
182,183,Good Hair,-,-,-,"$4,144,599",466,"$4,157,223",Oct 9,Roadside Attractions,False
183,184,The September Issue,-,-,-,"$3,815,372",143,"$3,820,067",Aug 28,Roadside Attractions,False
184,185,The Class,-,-,-,"$3,607,666",126,"$3,766,810",Dec 19,Sony Pictures Classics,False
185,186,The Brothers Bloom,-,-,-,"$3,531,756",209,"$3,531,756",May 15,Summit Entertainment,False
186,187,Space Station 3D,-,-,-,"$3,273,055",64,"$93,383,953",Apr 19,IMAX,False
187,188,3 Idiots,-,-,-,"$3,264,664",156,"$6,532,874",Dec 23,Reliance Big Pictures,False
188,189,Two Lovers,-,-,-,"$3,149,034",148,"$3,149,034",Feb 13,Magnolia Pictures,False
189,190,Quantum of Solace,-,-,-,"$3,109,625",3501,"$168,368,427",Nov 14,Sony Pictures Entertainment (SPE),False
190,191,Chéri,-,-,-,"$2,715,657",191,"$2,715,657",Jun 26,Miramax,False
191,192,Rachel Getting Married,-,-,-,"$2,692,542",391,"$12,796,841",Oct 3,Sony Pictures Classics,False
192,193,Easy Virtue,-,-,-,"$2,656,784",255,"$2,656,784",May 22,Sony Pictures Classics,False
193,194,Sin Nombre,-,-,-,"$2,536,665",87,"$2,536,665",Mar 20,Focus Features,False
194,195,My One and Only,-,-,-,"$2,479,538",256,"$2,479,538",Aug 21,Freestyle Releasing,False
195,196,Love Aaj Kal,-,-,-,"$2,430,083",102,"$2,430,083",Jul 31,Eros Worldwide,False
196,197,The Dark Knight,-,-,-,"$2,420,432",4366,"$533,345,358",Jul 18,Warner Bros.,False
197,198,In the Loop,-,-,-,"$2,388,804",92,"$2,388,804",Jul 24,IFC Films,False
198,199,Sea Monsters: A Prehistoric Adventure,-,-,-,"$2,372,748",252,"$23,746,066",Oct 5,National Geographic Entertainment,False
199,200,Adam,-,-,-,"$2,277,396",177,"$2,277,396",Jul 29,-,False
