,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
21,22,G.I. Joe: Retaliation,-,-,-,"$122,523,060",3734,"$122,523,060",Mar 28,Paramount Pictures,False
22,23,Now You See Me,-,-,-,"$117,723,989",3082,"$117,723,989",May 31,Lionsgate,False
23,24,Cloudy with a Chance of Meatballs 2,-,-,-,"$116,857,454",4001,"$119,793,567",Sep 27,Sony Pictures Entertainment (SPE),False
24,25,The Butler,-,-,-,"$116,180,128",3330,"$116,632,095",Aug 16,The Weinstein Company,False
25,26,The Hangover Part III,-,-,-,"$112,200,072",3565,"$112,200,072",May 23,Warner Bros.,False
26,27,Epic,-,-,-,"$107,518,682",3894,"$107,518,682",May 24,Twentieth Century Fox,False
27,28,Captain Phillips,-,-,-,"$104,638,057",3143,"$107,100,855",Oct 11,Sony Pictures Entertainment (SPE),False
28,29,Silver Linings Playbook,-,-,-,"$103,633,972",2809,"$132,092,958",Nov 16,The Weinstein Company,False
29,30,Pacific Rim,-,-,-,"$101,802,906",3285,"$101,802,906",Jul 12,Warner Bros.,False
30,31,This Is the End,-,-,-,"$101,470,202",3055,"$101,470,202",Jun 12,Sony Pictures Entertainment (SPE),False
31,32,Jackass Presents: Bad Grandpa,-,-,-,"$101,337,759",3345,"$102,003,019",Oct 25,Paramount Pictures,False
32,33,Olympus Has Fallen,-,-,-,"$98,925,640",3106,"$98,925,640",Mar 22,FilmDistrict,False
33,34,42,-,-,-,"$95,020,213",3405,"$95,020,213",Apr 12,Warner Bros.,False
34,35,Zero Dark Thirty,-,-,-,"$94,277,984",2946,"$95,720,716",Dec 19,Sony Pictures Entertainment (SPE),False
35,36,Django Unchained,-,-,-,"$94,199,823",3012,"$162,805,434",Dec 25,The Weinstein Company,False
36,37,Elysium,-,-,-,"$93,050,117",3284,"$93,050,117",Aug 9,TriStar Pictures,False
37,38,Anchorman 2: The Legend Continues,-,-,-,"$90,579,768",3507,"$125,168,368",Dec 18,Paramount Pictures,False
38,39,Planes,-,-,-,"$90,288,712",3716,"$90,288,712",Aug 9,Walt Disney Studios Motion Pictures,False
39,40,The Lone Ranger,-,-,-,"$89,302,115",3904,"$89,302,115",Jul 3,Walt Disney Studios Motion Pictures,False
40,41,Oblivion,-,-,-,"$89,107,235",3792,"$89,107,235",Apr 19,Universal Pictures,False
41,42,Insidious: Chapter 2,-,-,-,"$83,586,447",3155,"$83,586,447",Sep 13,FilmDistrict,False
42,43,Turbo,-,-,-,"$83,028,128",3809,"$83,028,128",Jul 17,Twentieth Century Fox,False
43,44,Les Misérables,-,-,-,"$75,842,530",2927,"$148,809,770",Dec 25,Universal Pictures,False
44,45,2 Guns,-,-,-,"$75,612,460",3028,"$75,612,460",Aug 2,Universal Pictures,False
45,46,The Hobbit: An Unexpected Journey,-,-,-,"$74,456,964",4100,"$303,003,568",Dec 14,Warner Bros.,False
46,47,White House Down,-,-,-,"$73,103,784",3222,"$73,103,784",Jun 28,Sony Pictures Entertainment (SPE),False
47,48,Mama,-,-,-,"$71,628,180",2781,"$71,628,180",Jan 18,Universal Pictures,False
48,49,Safe Haven,-,-,-,"$71,349,120",3223,"$71,349,120",Feb 14,Relativity Media,False
49,50,The Smurfs 2,-,-,-,"$71,017,784",3867,"$71,017,784",Jul 31,Sony Pictures Entertainment (SPE),False
50,51,The Best Man Holiday,-,-,-,"$70,313,550",2041,"$70,525,195",Nov 15,Universal Pictures,False
51,52,Percy Jackson: Sea of Monsters,-,-,-,"$68,481,744",3080,"$68,559,554",Aug 7,Twentieth Century Fox,False
52,53,American Hustle,-,-,-,"$67,518,524",2629,"$150,117,807",Dec 13,Sony Pictures Entertainment (SPE),False
53,54,A Good Day to Die Hard,-,-,-,"$67,349,198",3555,"$67,349,198",Feb 14,Twentieth Century Fox,False
54,55,Warm Bodies,-,-,-,"$66,380,662",3009,"$66,380,662",Feb 1,Lionsgate,False
55,56,Jack the Giant Slayer,-,-,-,"$65,187,603",3525,"$65,187,603",Mar 1,Warner Bros.,False
56,57,The Purge,-,-,-,"$64,473,115",2591,"$64,473,115",Jun 7,Universal Pictures,False
57,58,Last Vegas,-,-,-,"$62,791,595",3237,"$63,914,167",Nov 1,CBS Films,False
58,59,Ender's Game,-,-,-,"$61,283,464",3407,"$61,737,191",Nov 1,Lionsgate,False
59,60,Prisoners,-,-,-,"$61,002,302",3290,"$61,002,302",Sep 20,Warner Bros.,False
60,61,After Earth,-,-,-,"$60,522,097",3401,"$60,522,097",May 31,Sony Pictures Entertainment (SPE),False
61,62,Escape from Planet Earth,-,-,-,"$57,012,977",3353,"$57,012,977",Feb 15,The Weinstein Company,False
62,63,Hansel & Gretel: Witch Hunters,-,-,-,"$55,703,475",3375,"$55,703,475",Jan 25,Paramount Pictures,False
63,64,Free Birds,-,-,-,"$54,542,536",3736,"$55,750,480",Nov 1,Relativity Media,False
64,65,Evil Dead,-,-,-,"$54,239,856",3025,"$54,239,856",Apr 5,TriStar Pictures,False
65,66,RED 2,-,-,-,"$53,262,560",3016,"$53,262,560",Jul 19,Lionsgate,False
66,67,Temptation: Confessions of a Marriage Counselor,-,-,-,"$51,975,354",2047,"$51,975,354",Mar 29,Lionsgate,False
67,68,The Call,-,-,-,"$51,872,378",2507,"$51,872,378",Mar 15,TriStar Pictures,False
68,69,Pain & Gain,-,-,-,"$49,875,291",3303,"$49,875,291",Apr 26,Paramount Pictures,False
69,70,Lincoln,-,-,-,"$48,018,876",2293,"$182,207,973",Nov 9,Walt Disney Studios Motion Pictures,False
70,71,Gangster Squad,-,-,-,"$46,000,903",3103,"$46,000,903",Jan 11,Warner Bros.,False
71,72,Jurassic Park2013 Re-release,-,-,-,"$45,385,935",2778,"$45,385,935",Apr 5,Universal Pictures,False
72,73,A Madea Christmas,-,-,-,"$45,282,853",2194,"$52,543,354",Dec 13,Lionsgate,False
73,74,The Internship,-,-,-,"$44,672,764",3399,"$44,672,764",Jun 7,Twentieth Century Fox,False
74,75,Instructions Not Included,-,-,-,"$44,467,206",978,"$44,467,206",Aug 30,Lionsgate,False
75,76,Saving Mr. Banks,-,-,-,"$44,087,469",2671,"$83,301,580",Dec 13,Walt Disney Studios Motion Pictures,False
76,77,Parental Guidance,-,-,-,"$43,273,946",3368,"$77,267,296",Dec 25,Twentieth Century Fox,False
77,78,Snitch,-,-,-,"$42,930,462",2511,"$42,930,462",Feb 22,Lionsgate,False
78,79,Riddick,-,-,-,"$42,025,135",3117,"$42,025,135",Sep 6,Universal Pictures,False
79,80,The Wolf of Wall Street,-,-,-,"$41,448,935",2557,"$116,900,694",Dec 25,Paramount Pictures,False
80,81,A Haunted House,-,-,-,"$40,041,683",2160,"$40,041,683",Jan 11,Open Road Films (II),False
81,82,Life of Pi,-,-,-,"$39,347,207",2946,"$124,987,023",Nov 21,Twentieth Century Fox,False
82,83,12 Years a Slave,-,-,-,"$37,951,371",1474,"$56,671,993",Oct 18,-,False
83,84,The Family,-,-,-,"$36,912,954",3091,"$36,918,811",Sep 13,Relativity Media,False
84,85,Carrie,-,-,-,"$35,266,619",3157,"$35,266,619",Oct 18,Screen Gems,False
85,86,Texas Chainsaw,-,-,-,"$34,341,945",2659,"$34,341,945",Jan 4,Lionsgate,False
86,87,R.I.P.D.,-,-,-,"$33,618,855",2852,"$33,618,855",Jul 19,Universal Pictures,False
87,88,Blue Jasmine,-,-,-,"$33,021,046",1283,"$33,405,481",Jul 26,Sony Pictures Classics,False
88,89,Jack Reacher,-,-,-,"$32,520,094",3352,"$80,070,736",Dec 21,Paramount Pictures,False
89,90,Kevin Hart: Let Me Explain,-,-,-,"$32,244,051",892,"$32,244,051",Jul 3,Lionsgate,False
90,91,Side Effects,-,-,-,"$32,172,757",2605,"$32,172,757",Feb 8,Open Road Films (II),False
91,92,Scary Movie V,-,-,-,"$32,015,787",3402,"$32,015,787",Apr 12,-,False
92,93,The Secret Life of Walter Mitty,-,-,-,"$31,484,331",2922,"$58,236,838",Dec 25,Twentieth Century Fox,False
93,94,The Mortal Instruments: City of Bones,-,-,-,"$31,165,421",3118,"$31,165,421",Aug 21,Screen Gems,False
94,95,Delivery Man,-,-,-,"$29,704,884",3036,"$30,664,106",Nov 22,Walt Disney Studios Motion Pictures,False
95,96,One Direction: This Is Us,-,-,-,"$28,873,374",2735,"$28,873,374",Aug 30,TriStar Pictures,False
96,97,Kick-Ass 2,-,-,-,"$28,795,985",2945,"$28,795,985",Aug 16,Universal Pictures,False
97,98,This Is 40,-,-,-,"$28,592,545",2931,"$67,544,505",Dec 21,Universal Pictures,False
98,99,Argo,-,-,-,"$27,304,583",3247,"$136,025,503",Oct 12,Warner Bros.,False
99,100,Rush,-,-,-,"$26,947,624",2308,"$26,947,624",Sep 20,Universal Pictures,False
100,101,The Host,-,-,-,"$26,627,201",3202,"$26,627,201",Mar 29,Open Road Films (II),False
101,102,The World's End,-,-,-,"$26,004,851",1553,"$26,004,851",Aug 23,Focus Features,False
102,103,21 & Over,-,-,-,"$25,682,380",2771,"$25,682,380",Mar 1,Relativity Media,False
103,104,Escape Plan,-,-,-,"$24,977,645",2883,"$25,135,965",Oct 18,Lionsgate,False
104,105,Don Jon,-,-,-,"$24,469,383",2422,"$24,477,704",Sep 27,Relativity Media,False
105,106,Walking with Dinosaurs 3D,-,-,-,"$24,345,767",3243,"$36,076,121",Dec 20,Twentieth Century Fox,False
106,107,47 Ronin,-,-,-,"$23,852,775",2690,"$38,362,475",Dec 25,Universal Pictures,False
107,108,The Incredible Burt Wonderstone,-,-,-,"$22,537,881",3160,"$22,537,881",Mar 15,Warner Bros.,False
108,109,The Big Wedding,-,-,-,"$21,819,348",2633,"$21,819,348",Apr 26,Lionsgate,False
109,110,Mud,-,-,-,"$21,590,086",960,"$21,590,086",Apr 26,Roadside Attractions,False
110,111,Baggage Claim,-,-,-,"$21,569,509",2230,"$21,569,509",Sep 27,-,False
111,112,The Way Way Back,-,-,-,"$21,506,546",1001,"$21,506,546",Jul 5,-,False
112,113,The Place Beyond the Pines,-,-,-,"$21,403,519",1584,"$21,403,519",Mar 29,Focus Features,False
113,114,Homefront,-,-,-,"$20,122,876",2570,"$20,158,898",Nov 27,Open Road Films (II),False
114,115,Broken City,-,-,-,"$19,701,164",2622,"$19,701,164",Jan 18,Twentieth Century Fox,False
115,116,Beautiful Creatures,-,-,-,"$19,452,138",2950,"$19,452,138",Feb 14,Warner Bros.,False
116,117,Runner Runner,-,-,-,"$19,316,646",3026,"$19,316,646",Oct 4,Twentieth Century Fox,False
117,118,You're Next,-,-,-,"$18,494,006",2437,"$18,494,006",Aug 23,Lionsgate,False
118,119,The Impossible,-,-,-,"$18,491,079",886,"$19,019,882",Dec 21,Lionsgate,False
119,120,Quartet,-,-,-,"$18,390,117",725,"$18,390,117",Jan 11,The Weinstein Company,False
120,121,The Book Thief,-,-,-,"$18,214,732",1316,"$21,488,481",Nov 8,Twentieth Century Fox,False
121,122,Admission,-,-,-,"$18,007,317",2161,"$18,007,317",Mar 22,Focus Features,False
122,123,Parker,-,-,-,"$17,616,641",2238,"$17,616,641",Jan 25,FilmDistrict,False
123,124,Enough Said,-,-,-,"$17,464,587",835,"$17,550,872",Sep 18,-,False
124,125,Dark Skies,-,-,-,"$17,418,667",2313,"$17,418,667",Feb 22,-,False
125,126,Philomena,-,-,-,"$17,312,034",1225,"$37,709,979",Nov 22,The Weinstein Company,False
126,127,The Counselor,-,-,-,"$16,952,766",3044,"$16,973,715",Oct 25,Twentieth Century Fox,False
127,128,Grudge Match,-,-,-,"$16,240,226",2856,"$29,807,260",Dec 25,Warner Bros.,False
128,129,Jobs,-,-,-,"$16,131,410",2381,"$16,131,410",Aug 16,Open Road Films (II),False
129,130,Fruitvale Station,-,-,-,"$16,101,339",1086,"$16,101,339",Jul 12,The Weinstein Company,False
130,131,Dallas Buyers Club,-,-,-,"$15,847,213",1110,"$27,298,285",Nov 1,Focus Features,False
131,132,About Time,-,-,-,"$15,322,921",1280,"$15,322,921",Nov 1,Universal Pictures,False
132,133,The Last Exorcism Part II,-,-,-,"$15,179,302",2700,"$15,179,302",Mar 1,CBS Films,False
133,134,The Guilt Trip,-,-,-,"$14,363,294",2431,"$37,134,215",Dec 19,Paramount Pictures,False
134,135,Spring Breakers,-,-,-,"$14,124,284",1379,"$14,124,284",Mar 15,A24,False
135,136,"Monsters, Inc.2012 3D Release",-,-,-,"$14,029,026",2618,"$34,043,006",Dec 19,Walt Disney Studios Motion Pictures,False
136,137,Skyfall,-,-,-,"$13,456,006",3526,"$304,360,277",Nov 9,Sony Pictures Entertainment (SPE),False
137,138,Wreck-It Ralph,-,-,-,"$13,432,870",3752,"$189,422,889",Nov 2,Walt Disney Studios Motion Pictures,False
138,139,Rise of the Guardians,-,-,-,"$12,075,099",3672,"$103,412,758",Nov 21,DreamWorks,False
139,140,The Last Stand,-,-,-,"$12,050,299",2913,"$12,050,299",Jan 18,Lionsgate,False
140,141,Out of the Furnace,-,-,-,"$11,140,012",2101,"$11,330,849",Dec 4,Relativity Media,False
141,142,Dead Man Down,-,-,-,"$10,895,295",2188,"$10,895,295",Mar 8,FilmDistrict,False
142,143,Getaway,-,-,-,"$10,501,938",2135,"$10,501,938",Aug 30,Warner Bros.,False
143,144,Bullet to the Head,-,-,-,"$9,489,829",2404,"$9,489,829",Feb 1,Warner Bros.,False
144,145,Peeples,-,-,-,"$9,177,065",2041,"$9,177,065",May 10,Lionsgate,False
145,146,Battle of the Year,-,-,-,"$8,888,355",2008,"$8,888,355",Sep 20,Screen Gems,False
146,147,Movie 43,-,-,-,"$8,840,453",2023,"$8,840,453",Jan 25,Relativity Media,False
147,148,Before Midnight,-,-,-,"$8,114,627",897,"$8,114,627",May 24,Sony Pictures Classics,False
148,149,Machete Kills,-,-,-,"$8,008,161",2538,"$8,008,161",Oct 11,Open Road Films (II),False
149,150,Paranoia,-,-,-,"$7,388,654",2459,"$7,388,654",Aug 16,Relativity Media,False
150,151,Promised Land,-,-,-,"$7,371,538",1676,"$7,597,898",Dec 28,Focus Features,False
151,152,Dhoom 3,-,-,-,"$7,194,748",239,"$8,031,955",Dec 20,Yash Raj Films,False
152,153,Black Nativity,-,-,-,"$7,004,330",1525,"$7,018,189",Nov 27,-,False
153,154,The Spectacular Now,-,-,-,"$6,854,611",770,"$6,854,611",Aug 2,A24,False
154,155,The Grandmaster,-,-,-,"$6,594,959",804,"$6,594,959",Aug 23,The Weinstein Company,False
155,156,Amour,-,-,-,"$6,511,320",333,"$6,739,492",Dec 19,Sony Pictures Classics,False
156,157,Hubble,-,-,-,"$6,177,621",151,"$52,522,904",Mar 19,Warner Bros.,False
157,158,Nebraska,-,-,-,"$6,058,098",968,"$17,654,912",Nov 15,Paramount Pictures,False
158,159,All Is Lost,-,-,-,"$5,972,093",483,"$6,263,670",Oct 18,Roadside Attractions,False
159,160,The Twilight Saga: Breaking Dawn - Part 2,-,-,-,"$5,901,844",4070,"$292,324,737",Nov 16,Lionsgate,False
160,161,The Bling Ring,-,-,-,"$5,845,733",650,"$5,845,732",Jun 14,A24,False
161,162,Pulling Strings,-,-,-,"$5,842,961",438,"$5,842,961",Oct 4,Lionsgate,False
162,163,Closed Circuit,-,-,-,"$5,750,401",870,"$5,750,401",Aug 28,Focus Features,False
163,164,The Wizard of Oz2013 3D/IMAX Release,-,-,-,"$5,633,202",318,"$5,633,202",Sep 20,Warner Bros.,False
164,165,Chennai Express,-,-,-,"$5,307,960",196,"$5,307,960",Aug 8,UTV Motion Pictures,False
165,166,Mandela: Long Walk to Freedom,-,-,-,"$5,236,120",1010,"$8,323,085",Nov 29,The Weinstein Company,False
166,167,Inside Llewyn Davis,-,-,-,"$5,198,928",729,"$13,235,319",Dec 6,CBS Films,False
167,168,The Company You Keep,-,-,-,"$5,133,027",807,"$5,133,027",Apr 5,Sony Pictures Classics,False
168,169,Justin Bieber's Believe,-,-,-,"$4,881,936",1037,"$6,206,566",Dec 25,Open Road Films (II),False
169,170,20 Feet from Stardom,-,-,-,"$4,815,564",147,"$4,946,445",Jun 14,RADiUS-TWC,False
170,171,Hyde Park on Hudson,-,-,-,"$4,486,248",246,"$6,376,145",Dec 7,Focus Features,False
171,172,Cirque du Soleil: Worlds Away,-,-,-,"$4,422,021",840,"$12,512,862",Dec 21,Paramount Pictures,False
172,173,Much Ado About Nothing,-,-,-,"$4,328,849",222,"$4,328,849",Jun 7,Roadside Attractions,False
173,174,Frances Ha,-,-,-,"$4,069,826",233,"$4,069,826",May 17,IFC Films,False
174,175,Yeh Jawaani Hai Deewani,-,-,-,"$3,827,466",161,"$3,827,466",May 31,Eros Worldwide,False
175,176,The To Do List,-,-,-,"$3,491,669",591,"$3,491,669",Jul 26,CBS Films,False
176,177,Metallica Through the Never,-,-,-,"$3,419,967",589,"$3,419,967",Sep 27,-,False
177,178,Emperor,-,-,-,"$3,346,275",311,"$3,346,265",Mar 8,Roadside Attractions,False
178,179,Stand Up Guys,-,-,-,"$3,310,031",670,"$3,310,031",Feb 1,Lionsgate,False
179,180,The Fifth Estate,-,-,-,"$3,255,008",1769,"$3,255,008",Oct 18,Walt Disney Studios Motion Pictures,False
180,181,Love Is All You Need,-,-,-,"$3,180,709",101,"$1,631,709",May 3,Sony Pictures Classics,False
181,182,Top Gun2013 3D Release,-,-,-,"$3,018,873",300,"$3,018,873",Feb 8,Paramount Pictures,False
182,183,In a World...,-,-,-,"$2,963,902",144,"$2,963,902",Aug 9,Roadside Attractions,False
183,184,To the Arctic 3D,-,-,-,"$2,925,326",52,"$14,560,838",Apr 20,Warner Bros.,False
184,185,Home Run,-,-,-,"$2,861,020",381,"$2,861,020",Apr 19,The Samuel Goldwyn Company,False
185,186,Filly Brown,-,-,-,"$2,850,357",259,"$2,850,357",Apr 19,Lionsgate,False
186,187,Hotel Transylvania,-,-,-,"$2,775,193",3375,"$148,313,048",Sep 28,Sony Pictures Entertainment (SPE),False
187,188,RamLeela,-,-,-,"$2,738,863",204,"$2,738,863",Nov 15,Eros Worldwide,False
188,189,Space Station 3D,-,-,-,"$2,616,192",64,"$93,383,953",Apr 19,IMAX,False
189,190,Grace Unplugged,-,-,-,"$2,507,201",511,"$2,507,201",Oct 4,Roadside Attractions,False
190,191,The Sapphires,-,-,-,"$2,450,867",126,"$2,450,867",Mar 22,The Weinstein Company,False
191,192,The Gatekeepers,-,-,-,"$2,415,727",131,"$2,415,727",Feb 1,Sony Pictures Classics,False
192,193,I'm in Love with a Church Girl,-,-,-,"$2,387,730",458,"$2,387,730",Oct 18,High Top Releasing,False
193,194,No,-,-,-,"$2,343,664",99,"$2,343,664",Feb 15,Sony Pictures Classics,False
194,195,Trance,-,-,-,"$2,328,743",443,"$2,328,743",Apr 5,-,False
195,196,The East,-,-,-,"$2,301,839",195,"$2,301,839",May 31,-,False
196,197,Renoir,-,-,-,"$2,293,798",86,"$2,293,798",Mar 29,The Samuel Goldwyn Company,False
197,198,The Christmas Candle,-,-,-,"$2,252,400",392,"$2,258,620",Nov 15,EchoLight Studios,False
198,199,Krrish 3,-,-,-,"$2,191,534",208,"$2,191,534",Nov 1,Eros Worldwide,False
199,200,Oldboy,-,-,-,"$2,190,524",583,"$2,193,658",Nov 27,FilmDistrict,False
