,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
46,47,Now You See Me 2,-,-,-,"$65,075,540",3232,"$65,075,540",Jun 10,Lionsgate,False
47,48,Hacksaw Ridge,-,-,-,"$64,463,214",2971,"$67,209,615",Nov 4,Lionsgate,False
48,49,Ice Age: Collision Course,-,-,-,"$64,063,008",3997,"$64,063,008",Jul 22,Twentieth Century Fox,False
49,50,The Boss,-,-,-,"$63,285,885",3495,"$63,285,885",Apr 8,Universal Pictures,False
50,51,London Has Fallen,-,-,-,"$62,524,260",3492,"$62,524,260",Mar 4,Focus Features,False
51,52,Miracles from Heaven,-,-,-,"$61,705,123",3155,"$61,705,123",Mar 16,TriStar Pictures,False
52,53,Deepwater Horizon,-,-,-,"$61,433,527",3403,"$61,433,527",Sep 30,Lionsgate,False
53,54,My Big Fat Greek Wedding 2,-,-,-,"$59,689,605",3179,"$59,689,605",Mar 25,Universal Pictures,False
54,55,Jack Reacher: Never Go Back,-,-,-,"$58,546,937",3780,"$58,697,076",Oct 21,Paramount Pictures,False
55,56,Me Before You,-,-,-,"$56,245,075",2762,"$56,245,075",Jun 3,Warner Bros.,False
56,57,The BFG,-,-,-,"$55,483,770",3392,"$55,483,770",Jul 1,Walt Disney Studios Motion Pictures,False
57,58,Neighbors 2: Sorority Rising,-,-,-,"$55,455,765",3416,"$55,455,765",May 20,Universal Pictures,False
58,59,Passengers,-,-,-,"$55,380,209",3478,"$100,014,699",Dec 21,Sony Pictures Entertainment (SPE),False
59,60,The Shallows,-,-,-,"$55,124,043",2962,"$55,124,043",Jun 24,Sony Pictures Entertainment (SPE),False
60,61,Barbershop: The Next Cut,-,-,-,"$54,030,051",2676,"$54,030,051",Apr 15,Warner Bros.,False
61,62,13 Hours,-,-,-,"$52,853,219",2917,"$52,853,219",Jan 15,Paramount Pictures,False
62,63,Office Christmas Party,-,-,-,"$49,815,176",3210,"$54,767,494",Dec 9,Paramount Pictures,False
63,64,The Huntsman: Winter's War,-,-,-,"$48,390,190",3802,"$48,390,190",Apr 22,Universal Pictures,False
64,65,Kubo and the Two Strings,-,-,-,"$48,023,088",3279,"$48,023,088",Aug 19,Focus Features,False
65,66,Warcraft,-,-,-,"$47,365,290",3406,"$47,365,290",Jun 10,Universal Pictures,False
66,67,How to Be Single,-,-,-,"$46,843,513",3357,"$46,843,513",Feb 12,Warner Bros.,False
67,68,The Big Short,-,-,-,"$46,264,692",2529,"$70,259,870",Dec 11,Paramount Pictures,False
68,69,Mike and Dave Need Wedding Dates,-,-,-,"$46,009,673",3008,"$46,009,673",Jul 8,Twentieth Century Fox,False
69,70,War Dogs,-,-,-,"$43,034,523",3258,"$43,034,523",Aug 19,Warner Bros.,False
70,71,Almost Christmas,-,-,-,"$41,964,925",2379,"$42,158,780",Nov 11,Universal Pictures,False
71,72,Money Monster,-,-,-,"$41,012,075",3104,"$41,012,075",May 13,TriStar Pictures,False
72,73,The Hateful Eight,-,-,-,"$40,778,206",2938,"$54,117,416",Dec 25,The Weinstein Company,False
73,74,Allied,-,-,-,"$39,541,921",3160,"$40,098,064",Nov 23,Paramount Pictures,False
74,75,Nerve,-,-,-,"$38,583,626",2538,"$38,583,626",Jul 27,Lionsgate,False
75,76,Sisters,-,-,-,"$37,921,265",2978,"$87,044,645",Dec 18,Universal Pictures,False
76,77,Risen,-,-,-,"$36,880,033",2915,"$36,880,033",Feb 19,Sony Pictures Entertainment (SPE),False
77,78,Assassin's Creed,-,-,-,"$36,415,167",2996,"$54,647,948",Dec 21,Twentieth Century Fox,False
78,79,The Nice Guys,-,-,-,"$36,261,763",2865,"$36,261,763",May 20,Warner Bros.,False
79,80,The Boy,-,-,-,"$35,819,556",2671,"$35,819,556",Jan 22,STX Entertainment,False
80,81,Dirty Grandpa,-,-,-,"$35,593,113",2912,"$35,593,113",Jan 22,Lionsgate,False
81,82,Ouija: Origin of Evil,-,-,-,"$35,144,505",3168,"$35,144,505",Oct 21,Universal Pictures,False
82,83,The 5th Wave,-,-,-,"$34,916,787",2908,"$34,916,787",Jan 22,Sony Pictures Entertainment (SPE),False
83,84,Inferno,-,-,-,"$34,221,651",3576,"$34,343,574",Oct 28,Sony Pictures Entertainment (SPE),False
84,85,Mother's Day,-,-,-,"$32,492,859",3291,"$32,492,859",Apr 29,Open Road Films (II),False
85,86,Gods of Egypt,-,-,-,"$31,153,464",3117,"$31,153,464",Feb 26,Lionsgate,False
86,87,La La Land,-,-,-,"$30,980,271",3236,"$151,101,803",Dec 9,Lionsgate,False
87,88,Why Him?,-,-,-,"$30,633,916",3008,"$60,323,786",Dec 23,Twentieth Century Fox,False
88,89,"Hail, Caesar!",-,-,-,"$30,498,085",2248,"$30,498,085",Feb 5,Universal Pictures,False
89,90,Alvin and the Chipmunks: The Road Chip,-,-,-,"$30,311,560",3705,"$85,886,987",Dec 18,Twentieth Century Fox,False
90,91,When the Bough Breaks,-,-,-,"$29,747,603",2246,"$29,747,603",Sep 9,Screen Gems,False
91,92,Zoolander 2,-,-,-,"$28,848,693",3418,"$28,848,693",Feb 12,Paramount Pictures,False
92,93,Joy,-,-,-,"$28,141,138",2924,"$56,451,232",Dec 25,Twentieth Century Fox,False
93,94,The Finest Hours,-,-,-,"$27,569,558",3143,"$27,569,558",Jan 29,Walt Disney Studios Motion Pictures,False
94,95,Florence Foster Jenkins,-,-,-,"$27,383,770",1528,"$27,383,770",Aug 12,Paramount Pictures,False
95,96,Manchester by the Sea,-,-,-,"$27,055,039",1213,"$47,695,371",Nov 18,Roadside Attractions,False
96,97,Hell or High Water,-,-,-,"$27,007,844",1505,"$27,007,844",Aug 12,Lionsgate,False
97,98,The Forest,-,-,-,"$26,594,261",2509,"$26,594,261",Jan 8,Focus Features,False
98,99,Ben-Hur,-,-,-,"$26,410,477",3084,"$26,410,477",Aug 19,Paramount Pictures,False
99,100,Fences,-,-,-,"$26,330,971",2368,"$57,682,904",Dec 16,Paramount Pictures,False
100,101,The Witch,-,-,-,"$25,138,705",2204,"$25,138,705",Feb 19,A24,False
101,102,Collateral Beauty,-,-,-,"$24,342,478",3028,"$31,016,021",Dec 16,Warner Bros.,False
102,103,Bridget Jones's Baby,-,-,-,"$24,252,420",2930,"$24,252,420",Sep 16,Universal Pictures,False
103,104,Kevin Hart: What Now?,-,-,-,"$23,591,043",2567,"$23,591,043",Oct 14,Universal Pictures,False
104,105,Whiskey Tango Foxtrot,-,-,-,"$23,083,334",2413,"$23,083,334",Mar 4,Paramount Pictures,False
105,106,Snowden,-,-,-,"$21,587,519",2443,"$21,587,519",Sep 16,Open Road Films (II),False
106,107,Mechanic: Resurrection,-,-,-,"$21,218,403",2258,"$21,218,403",Aug 26,Lionsgate,False
107,108,Free State of Jones,-,-,-,"$20,810,036",2815,"$20,810,036",Jun 24,STX Entertainment,False
108,109,Blair Witch,-,-,-,"$20,777,061",3121,"$20,777,061",Sep 16,Lionsgate,False
109,110,God's Not Dead 2,-,-,-,"$20,774,575",2419,"$20,774,575",Apr 1,Pure Flix Entertainment,False
110,111,Keanu,-,-,-,"$20,591,853",2681,"$20,591,853",Apr 29,Warner Bros.,False
111,112,Middle School: The Worst Years of My Life,-,-,-,"$20,007,149",2822,"$20,007,149",Oct 7,Lionsgate,False
112,113,Nine Lives,-,-,-,"$19,700,032",2264,"$19,700,032",Aug 5,EuropaCorp,False
113,114,Race,-,-,-,"$19,206,207",2387,"$19,206,207",Feb 19,Focus Features,False
114,115,Spotlight,-,-,-,"$19,131,897",1227,"$45,055,776",Nov 6,Open Road Films (II),False
115,116,Brooklyn,-,-,-,"$18,758,748",962,"$38,322,743",Nov 4,-,False
116,117,The Choice,-,-,-,"$18,730,891",2631,"$18,730,891",Feb 5,Lionsgate,False
117,118,Eye in the Sky,-,-,-,"$18,704,595",1089,"$18,704,595",Mar 11,Bleecker Street Media,False
118,119,Bad Santa 2,-,-,-,"$17,710,126",2945,"$17,782,178",Nov 23,Broad Green Pictures,False
119,120,Masterminds,-,-,-,"$17,368,022",3042,"$17,368,022",Sep 30,Relativity Media,False
120,121,Concussion,-,-,-,"$17,122,105",2841,"$34,542,474",Dec 25,Sony Pictures Entertainment (SPE),False
121,122,Norm of the North,-,-,-,"$17,062,499",2411,"$17,062,499",Jan 15,Lionsgate,False
122,123,The Birth of a Nation,-,-,-,"$15,861,566",2105,"$15,861,566",Oct 7,-,False
123,124,Eddie the Eagle,-,-,-,"$15,789,389",2044,"$15,789,389",Feb 26,Twentieth Century Fox,False
124,125,The Infiltrator,-,-,-,"$15,436,808",1601,"$15,436,808",Jul 13,Broad Green Pictures,False
125,126,Keeping Up with the Joneses,-,-,-,"$14,904,426",3022,"$14,904,426",Oct 21,Twentieth Century Fox,False
126,127,Criminal,-,-,-,"$14,708,696",2683,"$14,708,696",Apr 15,Lionsgate,False
127,128,"Hello, My Name Is Doris",-,-,-,"$14,444,999",979,"$14,444,999",Mar 11,Roadside Attractions,False
128,129,The Edge of Seventeen,-,-,-,"$14,394,402",1945,"$14,431,633",Nov 18,STX Entertainment,False
129,130,Love & Friendship,-,-,-,"$14,016,568",826,"$14,016,568",May 13,Roadside Attractions,False
130,131,Point Break,-,-,-,"$13,197,946",2910,"$28,782,481",Dec 25,Warner Bros.,False
131,132,Hillary's America: The Secret History of the Democratic Party,-,-,-,"$13,099,931",1217,"$13,099,931",Jul 15,-,False
132,133,Triple 9,-,-,-,"$12,639,297",2205,"$12,639,297",Feb 26,Open Road Films (II),False
133,134,The Light Between Oceans,-,-,-,"$12,545,979",1500,"$12,545,979",Sep 2,Walt Disney Studios Motion Pictures,False
134,135,Moonlight,-,-,-,"$12,489,099",1564,"$27,854,932",Oct 21,A24,False
135,136,The Good Dinosaur,-,-,-,"$12,370,650",3749,"$123,087,120",Nov 25,Walt Disney Studios Motion Pictures,False
136,137,The Hunger Games: Mockingjay - Part 2,-,-,-,"$12,154,781",4175,"$281,723,902",Nov 20,Lionsgate,False
137,138,Fifty Shades of Black,-,-,-,"$11,686,940",2075,"$11,686,940",Jan 29,Open Road Films (II),False
138,139,No manches Frida,-,-,-,"$11,528,613",465,"$11,528,613",Sep 2,Pantelion Films,False
139,140,Café Society,-,-,-,"$11,103,205",631,"$11,103,205",Jul 15,Lionsgate,False
140,141,Pride and Prejudice and Zombies,-,-,-,"$10,938,134",2931,"$10,938,134",Feb 5,Screen Gems,False
141,142,The Darkness,-,-,-,"$10,753,574",1769,"$10,753,574",May 13,BH Tilt,False
142,143,Creed,-,-,-,"$10,382,416",3502,"$109,767,581",Nov 25,Warner Bros.,False
143,144,Nocturnal Animals,-,-,-,"$10,107,726",1262,"$10,663,357",Nov 18,Focus Features,False
144,145,The Lady in the Van,-,-,-,"$9,973,503",602,"$10,021,175",Dec 4,Sony Pictures Classics,False
145,146,Room,-,-,-,"$9,816,901",862,"$14,677,654",Oct 16,A24,False
146,147,The Perfect Match,-,-,-,"$9,669,521",925,"$9,669,521",Mar 11,Lionsgate,False
147,148,Popstar: Never Stop Never Stopping,-,-,-,"$9,639,125",2313,"$9,639,125",Jun 3,Universal Pictures,False
148,149,Hardcore Henry,-,-,-,"$9,252,038",3015,"$9,252,038",Apr 8,STX Entertainment,False
149,150,Meet the Blacks,-,-,-,"$9,097,072",1015,"$9,097,072",Apr 1,Freestyle Releasing,False
150,151,Carol,-,-,-,"$8,910,357",790,"$12,711,491",Nov 20,The Weinstein Company,False
151,152,Queen of Katwe,-,-,-,"$8,850,753",1259,"$8,874,389",Sep 23,Walt Disney Studios Motion Pictures,False
152,153,Ratchet & Clank,-,-,-,"$8,821,329",2895,"$8,821,329",Apr 29,Focus Features,False
153,154,The Lobster2016 Re-release,-,-,-,"$8,700,374",560,"$8,700,374",May 13,A24,False
154,155,Dangal,-,-,-,"$8,354,643",338,"$12,391,761",Dec 21,UTV Motion Pictures,False
155,156,A Beautiful Planet,-,-,-,"$8,222,609",155,"$15,650,615",Apr 29,IMAX,False
156,157,The Wild Life,-,-,-,"$8,005,586",2493,"$8,005,586",Sep 9,Lionsgate,False
157,158,Loving,-,-,-,"$7,456,108",572,"$7,751,969",Nov 4,Focus Features,False
158,159,Shut In,-,-,-,"$6,894,711",2058,"$6,900,335",Nov 11,EuropaCorp,False
159,160,The Brothers Grimsby,-,-,-,"$6,874,837",2235,"$6,874,837",Mar 11,Sony Pictures Entertainment (SPE),False
160,161,The Danish Girl,-,-,-,"$6,607,578",794,"$11,114,018",Nov 27,Focus Features,False
161,162,The Young Messiah,-,-,-,"$6,490,401",1769,"$6,490,401",Mar 11,Focus Features,False
162,163,Jackie,-,-,-,"$6,469,725",508,"$13,960,394",Dec 2,-,False
163,164,Southside with You,-,-,-,"$6,304,223",897,"$6,304,223",Aug 26,Roadside Attractions,False
164,165,Captain Fantastic,-,-,-,"$5,879,835",550,"$5,879,835",Jul 8,Bleecker Street Media,False
165,166,Sultan,-,-,-,"$5,599,781",283,"$6,200,000",Jul 6,Yash Raj Films,False
166,167,Lion,-,-,-,"$5,303,700",1802,"$51,738,905",Nov 25,The Weinstein Company,False
167,168,Hunt for the Wilderpeople,-,-,-,"$5,205,468",200,"$5,205,468",Jun 24,The Orchard,False
168,169,Bleed for This,-,-,-,"$5,083,906",1549,"$5,083,906",Nov 18,Open Road Films (II),False
169,170,Incarnate,-,-,-,"$4,799,774",1737,"$4,799,774",Dec 2,BH Tilt,False
170,171,Absolutely Fabulous: The Movie,-,-,-,"$4,772,155",355,"$4,772,155",Jul 22,-,False
171,172,Hands of Stone,-,-,-,"$4,712,792",2011,"$4,712,792",Aug 26,The Weinstein Company,False
172,173,Don't Think Twice,-,-,-,"$4,417,667",175,"$4,417,667",Jul 22,The Film Arcade,False
173,174,The Meddler2016 Re-release,-,-,-,"$4,367,218",464,"$4,267,218",Apr 22,Sony Pictures Classics,False
174,175,Ae Dil Hai Mushkil,-,-,-,"$4,264,983",302,"$4,264,983",Oct 28,FIP,False
175,176,A Hologram for the King,-,-,-,"$4,212,494",523,"$4,212,494",Apr 22,Roadside Attractions,False
176,177,Swiss Army Man,-,-,-,"$4,210,454",636,"$4,210,454",Jun 24,A24,False
177,178,45 Years,-,-,-,"$4,105,637",251,"$4,247,285",Dec 23,IFC Films,False
178,179,Denial,-,-,-,"$4,073,490",648,"$4,073,489",Sep 30,Bleecker Street Media,False
179,180,Morgan,-,-,-,"$3,915,251",2020,"$3,915,251",Sep 2,Twentieth Century Fox,False
180,181,Kabali,-,-,-,"$3,903,095",236,"$3,903,095",Jul 21,-,False
181,182,The Man Who Knew Infinity,-,-,-,"$3,866,794",288,"$3,866,794",Apr 29,IFC Films,False
182,183,Where to Invade Next,-,-,-,"$3,827,261",308,"$3,827,261",Feb 12,Drafthouse Films,False
183,184,Max Steel,-,-,-,"$3,818,664",2034,"$3,818,664",Oct 14,Open Road Films (II),False
184,185,Batman: The Killing Joke,-,-,-,"$3,775,000",1325,"$3,775,000",Jul 25,Fathom Events,False
185,186,Midnight Special,-,-,-,"$3,712,282",521,"$3,712,282",Mar 18,Warner Bros.,False
186,187,Anomalisa,-,-,-,"$3,683,876",573,"$3,759,286",Dec 30,Paramount Pictures,False
187,188,Rules Don't Apply,-,-,-,"$3,652,206",2386,"$3,652,206",Nov 23,Twentieth Century Fox,False
188,189,Miss Sloane,-,-,-,"$3,484,995",1648,"$3,500,605",Nov 25,EuropaCorp,False
189,190,Indignation,-,-,-,"$3,401,155",317,"$3,401,155",Jul 29,Roadside Attractions,False
190,191,Everybody Wants Some!!,-,-,-,"$3,400,278",454,"$3,400,278",Mar 30,Paramount Pictures,False
191,192,Maggie's Plan,-,-,-,"$3,351,735",335,"$3,351,735",May 20,Sony Pictures Classics,False
192,193,A Man Called Ove,-,-,-,"$3,333,992",194,"$3,479,315",Sep 30,Music Box Films,False
193,194,Sing Street,-,-,-,"$3,237,118",525,"$3,237,118",Apr 15,The Weinstein Company,False
194,195,The Mermaid,-,-,-,"$3,232,685",106,"$3,232,685",Feb 19,Sony Pictures Entertainment (SPE),False
195,196,Green Room,-,-,-,"$3,220,371",777,"$3,220,371",Apr 15,A24,False
196,197,Our Kind of Traitor,-,-,-,"$3,153,157",399,"$3,153,157",Jul 1,Roadside Attractions,False
197,198,Compadres,-,-,-,"$3,127,773",368,"$3,127,773",Apr 22,Pantelion Films,False
198,199,The Martian,-,-,-,"$3,088,310",3854,"$228,433,663",Oct 2,Twentieth Century Fox,False
199,200,The Other Side of the Door,-,-,-,"$3,000,342",585,"$3,000,342",Mar 4,Twentieth Century Fox,False
