,Rank,Release,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated
48,49,Black Mass,-,-,-,"$62,575,678",3188,"$62,575,678",Sep 18,Warner Bros.,False
49,50,Vacation,-,-,-,"$58,884,188",3430,"$58,884,188",Jul 29,Warner Bros.,False
50,51,The Perfect Guy,-,-,-,"$57,027,435",2230,"$57,027,435",Sep 11,Screen Gems,False
51,52,Fantastic Four,-,-,-,"$56,117,548",4004,"$56,117,548",Aug 7,Twentieth Century Fox,False
52,53,Alvin and the Chipmunks: The Road Chip,-,-,-,"$55,575,427",3705,"$85,886,987",Dec 18,Twentieth Century Fox,False
53,54,Focus,-,-,-,"$53,862,963",3323,"$53,862,963",Feb 27,Warner Bros.,False
54,55,Unbroken,-,-,-,"$53,109,285",3301,"$115,637,895",Dec 25,Universal Pictures,False
55,56,Southpaw,-,-,-,"$52,421,953",2772,"$52,421,953",Jul 24,The Weinstein Company,False
56,57,Insidious: Chapter 3,-,-,-,"$52,218,558",3014,"$52,218,558",Jun 5,Focus Features,False
57,58,Selma,-,-,-,"$50,872,921",2235,"$52,076,908",Dec 25,Paramount Pictures,False
58,59,Sisters,-,-,-,"$49,123,380",2978,"$87,044,645",Dec 18,Universal Pictures,False
59,60,Poltergeist,-,-,-,"$47,425,125",3242,"$47,425,125",May 22,Twentieth Century Fox,False
60,61,Jupiter Ascending,-,-,-,"$47,387,723",3181,"$47,387,723",Feb 6,Warner Bros.,False
61,62,Sicario,-,-,-,"$46,770,373",2620,"$46,889,293",Sep 18,Lionsgate,False
62,63,The Man from U.N.C.L.E.,-,-,-,"$45,445,109",3673,"$45,445,109",Aug 14,Warner Bros.,False
63,64,"McFarland, USA",-,-,-,"$44,482,410",2792,"$44,482,410",Feb 20,Walt Disney Studios Motion Pictures,False
64,65,Night at the Museum: Secret of the Tomb,-,-,-,"$44,392,039",3914,"$113,746,621",Dec 19,Twentieth Century Fox,False
65,66,The Gift,-,-,-,"$43,787,265",2503,"$43,787,265",Aug 7,STX Entertainment,False
66,67,Everest,-,-,-,"$43,482,270",3009,"$43,482,270",Sep 18,Universal Pictures,False
67,68,The Night Before,-,-,-,"$42,884,826",2960,"$43,047,372",Nov 20,Sony Pictures Entertainment (SPE),False
68,69,Max,-,-,-,"$42,656,255",2870,"$42,656,255",Jun 26,Warner Bros.,False
69,70,The Age of Adaline,-,-,-,"$42,629,776",3070,"$42,629,776",Apr 24,Lionsgate,False
70,71,Krampus,-,-,-,"$41,465,710",2919,"$42,725,475",Dec 4,Universal Pictures,False
71,72,The Longest Ride,-,-,-,"$37,446,117",3371,"$37,446,117",Apr 10,Twentieth Century Fox,False
72,73,The Boy Next Door,-,-,-,"$35,423,380",2615,"$35,423,380",Jan 23,Universal Pictures,False
73,74,Pan,-,-,-,"$35,057,457",3515,"$35,088,320",Oct 9,Warner Bros.,False
74,75,Hot Pursuit,-,-,-,"$34,580,201",3037,"$34,580,201",May 8,Warner Bros.,False
75,76,The DUFF,-,-,-,"$34,030,343",2622,"$34,030,343",Feb 20,Lionsgate,False
76,77,Woman in Gold,-,-,-,"$33,307,793",2011,"$33,307,793",Apr 1,The Weinstein Company,False
77,78,The Second Best Exotic Marigold Hotel,-,-,-,"$33,078,266",2022,"$33,078,266",Mar 6,-,False
78,79,Unfriended,-,-,-,"$32,482,090",2775,"$32,482,090",Apr 17,Universal Pictures,False
79,80,Entourage,-,-,-,"$32,363,404",3108,"$32,363,404",Jun 3,Warner Bros.,False
80,81,Paper Towns,-,-,-,"$32,000,304",3031,"$32,000,304",Jul 24,Twentieth Century Fox,False
81,82,Chappie,-,-,-,"$31,569,268",3201,"$31,569,268",Mar 6,Sony Pictures Entertainment (SPE),False
82,83,Crimson Peak,-,-,-,"$31,090,320",2991,"$31,090,320",Oct 16,Universal Pictures,False
83,84,A Walk in the Woods,-,-,-,"$29,474,282",2158,"$29,504,281",Sep 2,Broad Green Pictures,False
84,85,Annie,-,-,-,"$28,959,342",3197,"$85,911,262",Dec 19,Sony Pictures Entertainment (SPE),False
85,86,Joy,-,-,-,"$28,310,094",2924,"$56,451,232",Dec 25,Twentieth Century Fox,False
86,87,Sinister 2,-,-,-,"$27,740,955",2799,"$27,740,955",Aug 21,Focus Features,False
87,88,The Last Witch Hunter,-,-,-,"$27,367,660",3082,"$27,367,660",Oct 23,Lionsgate,False
88,89,No Escape,-,-,-,"$27,288,872",3415,"$27,288,872",Aug 26,The Weinstein Company,False
89,90,Ricki and the Flash,-,-,-,"$26,822,144",2064,"$26,822,144",Aug 7,TriStar Pictures,False
90,91,The Woman in Black 2: Angel of Death,-,-,-,"$26,501,323",2602,"$26,501,323",Jan 2,Relativity Media,False
91,92,Run All Night,-,-,-,"$26,461,644",3171,"$26,461,644",Mar 13,Warner Bros.,False
92,93,Love the Coopers,-,-,-,"$26,054,993",2603,"$26,302,731",Nov 13,Lionsgate,False
93,94,Spotlight,-,-,-,"$25,923,879",1227,"$45,055,776",Nov 6,Open Road Films (II),False
94,95,The Lazarus Effect,-,-,-,"$25,801,570",2666,"$25,801,570",Feb 27,Relativity Media,False
95,96,Ex Machina,-,-,-,"$25,437,558",2004,"$25,442,958",Apr 10,A24,False
96,97,The Big Short,-,-,-,"$23,995,178",2529,"$70,259,870",Dec 11,Paramount Pictures,False
97,98,The Hunger Games: Mockingjay - Part 1,-,-,-,"$23,852,971",4151,"$337,135,885",Nov 21,Lionsgate,False
98,99,In the Heart of the Sea,-,-,-,"$23,063,385",3103,"$25,020,758",Dec 11,Warner Bros.,False
99,100,The Gallows,-,-,-,"$22,764,410",2720,"$22,764,410",Jul 10,Warner Bros.,False
100,101,Hitman: Agent 47,-,-,-,"$22,467,450",3273,"$22,467,450",Aug 21,Twentieth Century Fox,False
101,102,Project Almanac,-,-,-,"$22,348,241",2900,"$22,348,241",Jan 30,Paramount Pictures,False
102,103,Black or White,-,-,-,"$21,571,189",1823,"$21,571,189",Jan 30,Relativity Media,False
103,104,Aloha,-,-,-,"$21,067,116",2815,"$21,067,116",May 29,Sony Pictures Entertainment (SPE),False
104,105,Secret in Their Eyes,-,-,-,"$20,070,622",2392,"$20,180,155",Nov 20,STX Entertainment,False
105,106,Brooklyn,-,-,-,"$19,563,995",962,"$38,322,743",Nov 4,-,False
106,107,Shaun the Sheep Movie,-,-,-,"$19,375,982",2360,"$19,375,982",Aug 5,Lionsgate,False
107,108,Still Alice,-,-,-,"$18,763,541",1318,"$18,754,371",Jan 16,Sony Pictures Classics,False
108,109,Paranormal Activity: The Ghost Dimension,-,-,-,"$18,300,124",1656,"$18,300,124",Oct 23,Paramount Pictures,False
109,110,Wild,-,-,-,"$18,137,709",1361,"$37,880,356",Dec 3,-,False
110,111,Birdman or (The Unexpected Virtue of Ignorance),-,-,-,"$18,067,553",1213,"$42,340,598",Oct 17,-,False
111,112,Big Hero 6,-,-,-,"$17,951,174",3773,"$222,527,828",Nov 7,Walt Disney Studios Motion Pictures,False
112,113,Steve Jobs,-,-,-,"$17,766,658",2493,"$17,766,658",Oct 9,Universal Pictures,False
113,114,Mr. Holmes,-,-,-,"$17,737,646",898,"$17,737,646",Jul 17,Roadside Attractions,False
114,115,Dope,-,-,-,"$17,506,470",2002,"$17,506,470",Jun 19,Open Road Films (II),False
115,116,Concussion,-,-,-,"$17,420,369",2841,"$34,542,474",Dec 25,Sony Pictures Entertainment (SPE),False
116,117,Seventh Son,-,-,-,"$17,223,265",2875,"$17,223,265",Feb 6,Universal Pictures,False
117,118,Monkey Kingdom,-,-,-,"$16,432,322",2012,"$16,432,322",Apr 17,Walt Disney Studios Motion Pictures,False
118,119,The Transporter Refueled,-,-,-,"$16,029,670",3434,"$16,029,670",Sep 4,EuropaCorp,False
119,120,Point Break,-,-,-,"$15,584,535",2910,"$28,782,481",Dec 25,Warner Bros.,False
120,121,The Gambler,-,-,-,"$14,800,136",2494,"$33,680,992",Dec 25,Paramount Pictures,False
121,122,It Follows,-,-,-,"$14,674,076",1655,"$14,674,076",Mar 13,RADiUS-TWC,False
122,123,American Ultra,-,-,-,"$14,440,985",2778,"$14,440,985",Aug 21,Lionsgate,False
123,124,Woodlawn,-,-,-,"$14,374,957",1553,"$14,394,097",Oct 16,Pure Flix Entertainment,False
124,125,Burnt,-,-,-,"$13,594,751",3003,"$13,651,946",Oct 30,The Weinstein Company,False
125,126,The Hateful Eight,-,-,-,"$13,339,210",2938,"$54,117,416",Dec 25,The Weinstein Company,False
126,127,Do You Believe?,-,-,-,"$12,985,600",1356,"$12,985,600",Mar 20,Pure Flix Entertainment,False
127,128,The Theory of Everything,-,-,-,"$12,659,737",1220,"$35,893,537",Nov 7,Focus Features,False
128,129,Love & Mercy,-,-,-,"$12,551,031",791,"$12,551,031",Jun 5,Roadside Attractions,False
129,130,Strange Magic,-,-,-,"$12,429,583",3020,"$12,429,583",Jan 23,Walt Disney Studios Motion Pictures,False
130,131,Hot Tub Time Machine 2,-,-,-,"$12,314,651",2901,"$12,314,651",Feb 20,Paramount Pictures,False
131,132,Self/less,-,-,-,"$12,279,691",2353,"$12,279,691",Jul 10,Focus Features,False
132,133,Far from the Madding Crowd,-,-,-,"$12,236,500",902,"$12,236,500",May 1,-,False
133,134,The 33,-,-,-,"$12,049,242",2452,"$12,227,722",Nov 13,Warner Bros.,False
134,135,The Gunman,-,-,-,"$10,664,749",2816,"$10,664,749",Mar 20,Open Road Films (II),False
135,136,Unfinished Business,-,-,-,"$10,219,501",2777,"$10,219,501",Mar 6,Twentieth Century Fox,False
136,137,The Walk,-,-,-,"$10,137,502",2509,"$10,137,502",Sep 30,TriStar Pictures,False
137,138,Penguins of Madagascar,-,-,-,"$9,822,689",3775,"$83,850,911",Nov 26,Twentieth Century Fox,False
138,139,Exodus: Gods and Kings,-,-,-,"$9,287,173",3503,"$65,014,513",Dec 12,Twentieth Century Fox,False
139,140,Huevos: Little Rooster's Egg-cellent Adventure,-,-,-,"$9,080,818",616,"$9,080,818",Sep 4,Lionsgate,False
140,141,Interstellar,-,-,-,"$8,632,122",3561,"$188,020,017",Nov 5,Paramount Pictures,False
141,142,Amy,-,-,-,"$8,399,911",435,"$8,413,144",Jul 3,A24,False
142,143,Big Eyes,-,-,-,"$8,154,353",1408,"$14,482,031",Dec 25,The Weinstein Company,False
143,144,"Dragon Ball Z: Resurrection ""F""",-,-,-,"$8,008,363",913,"$8,008,363",Aug 4,FUNimation Entertainment,False
144,145,Blackhat,-,-,-,"$8,005,980",2568,"$8,005,980",Jan 16,Universal Pictures,False
145,146,Bajrangi Bhaijaan,-,-,-,"$7,914,436",257,"$8,178,001",Jul 17,Eros Worldwide,False
146,147,Mortdecai,-,-,-,"$7,696,134",2648,"$7,696,134",Jan 23,Lionsgate,False
147,148,While We're Young,-,-,-,"$7,587,485",762,"$7,587,485",Mar 27,A24,False
148,149,Whiplash,-,-,-,"$7,460,167",567,"$13,092,000",Oct 10,Sony Pictures Classics,False
149,150,I'll See You in My Dreams,-,-,-,"$7,449,681",290,"$7,449,681",May 15,Bleecker Street Media,False
150,151,The Green Inferno,-,-,-,"$7,192,291",1543,"$7,192,291",Sep 25,BH Tilt,False
151,152,Our Brand Is Crisis,-,-,-,"$7,002,261",2202,"$7,002,261",Oct 30,Warner Bros.,False
152,153,Inherent Vice,-,-,-,"$6,994,056",653,"$8,110,975",Dec 12,Warner Bros.,False
153,154,Grandma,-,-,-,"$6,923,276",1061,"$6,980,524",Aug 21,Sony Pictures Classics,False
154,155,Trumbo,-,-,-,"$6,842,949",660,"$7,857,741",Nov 6,Bleecker Street Media,False
155,156,Me and Earl and the Dying Girl,-,-,-,"$6,758,416",870,"$6,758,416",Jun 12,-,False
156,157,Little Boy,-,-,-,"$6,485,961",1045,"$6,485,961",Apr 24,Open Road Films (II),False
157,158,The Loft,-,-,-,"$6,002,684",1841,"$6,002,684",Jan 30,Open Road Films (II),False
158,159,Victor Frankenstein,-,-,-,"$5,775,076",2797,"$5,775,076",Nov 25,Twentieth Century Fox,False
159,160,A Most Violent Year,-,-,-,"$5,652,055",818,"$5,749,134",Dec 31,A24,False
160,161,Danny Collins,-,-,-,"$5,637,066",739,"$5,637,066",Mar 20,Bleecker Street Media,False
161,162,Foxcatcher,-,-,-,"$5,319,163",759,"$12,096,300",Nov 14,Sony Pictures Classics,False
162,163,Bajirao Mastani,-,-,-,"$5,070,014",304,"$6,557,047",Dec 18,Eros Worldwide,False
163,164,Room,-,-,-,"$4,860,753",862,"$14,677,654",Oct 16,A24,False
164,165,90 Minutes in Heaven,-,-,-,"$4,842,699",899,"$4,842,699",Sep 11,The Samuel Goldwyn Company,False
165,166,True Story,-,-,-,"$4,719,695",856,"$4,719,695",Apr 17,-,False
166,167,Suffragette,-,-,-,"$4,657,235",517,"$4,702,420",Oct 23,Focus Features,False
167,168,Top Five,-,-,-,"$4,609,863",1426,"$25,317,471",Dec 12,Paramount Pictures,False
168,169,Baahubali: The Beginning,-,-,-,"$4,518,000",236,"$6,738,000",Jul 9,Blue Sky Cinema,False
169,170,The Danish Girl,-,-,-,"$4,506,440",794,"$11,114,018",Nov 27,Focus Features,False
170,171,Hubble,-,-,-,"$4,449,681",151,"$52,522,904",Mar 19,Warner Bros.,False
171,172,Dilwale,-,-,-,"$4,394,522",268,"$4,871,263",Dec 17,UTV Motion Pictures,False
172,173,Prem Ratan Dhan Payo,-,-,-,"$4,364,639",287,"$4,364,639",Nov 12,FIP,False
173,174,The Water Diviner,-,-,-,"$4,196,641",385,"$4,196,641",Apr 24,Warner Bros.,False
174,175,Irrational Man,-,-,-,"$4,030,360",925,"$4,030,360",Jul 17,Sony Pictures Classics,False
175,176,Carol,-,-,-,"$3,801,134",790,"$12,711,491",Nov 20,The Weinstein Company,False
176,177,Scouts Guide to the Zombie Apocalypse,-,-,-,"$3,703,046",1509,"$3,703,046",Oct 30,Paramount Pictures,False
177,178,A la mala,-,-,-,"$3,629,842",384,"$3,629,842",Feb 27,Lionsgate,False
178,179,Spare Parts,-,-,-,"$3,618,912",440,"$3,618,912",Jan 16,Lionsgate,False
179,180,We Are Your Friends,-,-,-,"$3,591,417",2333,"$3,591,417",Aug 28,Warner Bros.,False
180,181,What We Do in the Shadows,-,-,-,"$3,469,224",154,"$3,469,224",Feb 13,-,False
181,182,Learning to Drive,-,-,-,"$3,447,633",339,"$3,447,633",Aug 21,Broad Green Pictures,False
182,183,Mr. Turner,-,-,-,"$3,296,974",120,"$3,958,500",Dec 19,Sony Pictures Classics,False
183,184,Phoenix,-,-,-,"$3,184,472",197,"$3,184,472",Jul 24,IFC Films,False
184,185,Dil Dhadakne Do,-,-,-,"$3,066,100",238,"$3,066,100",Jun 5,Eros Worldwide,False
185,186,Ladrones,-,-,-,"$3,063,505",375,"$3,063,505",Oct 9,Lionsgate,False
186,187,Tanu Weds Manu Returns,-,-,-,"$3,043,479",136,"$3,043,479",May 22,Eros Worldwide,False
187,188,Rock the Kasbah,-,-,-,"$3,020,664",2012,"$3,020,664",Oct 23,Open Road Films (II),False
188,189,The End of the Tour,-,-,-,"$3,002,884",355,"$3,002,884",Jul 31,A24,False
189,190,Wild Tales,-,-,-,"$2,962,621",122,"$3,106,530",Feb 20,Sony Pictures Classics,False
190,191,Horrible Bosses 2,-,-,-,"$2,699,932",3400,"$54,445,357",Nov 26,Warner Bros.,False
191,192,He Named Me Malala,-,-,-,"$2,668,936",477,"$2,668,936",Oct 2,-,False
192,193,Captive,-,-,-,"$2,583,301",807,"$2,583,301",Sep 18,Paramount Pictures,False
193,194,Chi-Raq,-,-,-,"$2,570,882",305,"$2,653,032",Dec 4,Roadside Attractions,False
194,195,The Interview,-,-,-,"$2,552,397",581,"$6,105,175",Dec 25,Sony Pictures Entertainment (SPE),False
195,196,Truth,-,-,-,"$2,515,179",1122,"$2,541,854",Oct 16,Sony Pictures Classics,False
196,197,Mistress America,-,-,-,"$2,500,431",512,"$2,500,431",Aug 14,-,False
197,198,Pawn Sacrifice,-,-,-,"$2,436,633",781,"$2,436,633",Sep 16,Bleecker Street Media,False
198,199,The Oscar Nominated Short Films 2015: Live Action,-,-,-,"$2,412,593",280,"$2,412,593",Jan 30,Shorts International,False
199,200,Meru,-,-,-,"$2,334,228",176,"$2,334,228",Aug 14,Music Box Films,False
